Measurements.Samples,Spot.249117,Spot.249150,Spot.249151,Spot.249152,Spot.249157,Spot.249158,Spot.249159,Spot.249160,Spot.249194,Spot.249195,Spot.249196,Spot.249197,Spot.249209,Spot.249210,Spot.249240,Spot.249258,Spot.249259,Spot.249260,Spot.249261,Spot.249262,Spot.249314,Spot.249315,Spot.249316,Spot.249317,Spot.249372,Spot.249373,Spot.249374,Spot.249433,Spot.249434,Spot.249435,Spot.249436,Spot.249498,Spot.249499,Spot.249500,Spot.249501,Spot.249564,Spot.249565,Spot.249566,Spot.249631,Spot.249632,Spot.249633,Spot.249634,Spot.249701,Spot.249702,Spot.249703,Spot.249772,Spot.249773,Spot.249774,Spot.249845,Spot.249846,Spot.249847,Spot.249848,Spot.249920,Spot.249921,Spot.249922,Spot.249923,Spot.249999,Spot.250000,Spot.250001,Spot.250080,Spot.250081,Spot.250082,Spot.250164,Spot.250165,Spot.250166,Spot.250252,Spot.250253,Spot.250254,Spot.250344,Spot.250345,Spot.250346,Spot.250438,Spot.250439,Spot.250440,Spot.250535,Spot.250536,Spot.250589,Spot.250635,Spot.250636,Spot.250637,Spot.250688,Spot.250740,Spot.250741,Spot.250846,Spot.250956,Spot.251018,Spot.251065,Spot.251066,Spot.251175,Spot.251176,Spot.251227,Spot.251228,Spot.251340,Spot.251341,Spot.251591
PE364_2,0,0,0,0,0,0,0,32245.33302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28952.15428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20678.70905,0,0,0,0,0,0,16355.9972,22830.18651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18974.26938,0,0,26077.96847,0,0,0,0,0,0,0,0,0,0,26853.91327,21467.79556,0,0,0,0
PE362_0,39368.90695,0,24910.45229,36377.83417,15765.40161,0,25919.06801,39899.45813,0,0,24479.75024,0,0,27426.26433,25664.66001,0,22913.07961,29620.30947,25013.93239,30020.53852,0,0,0,0,0,0,37371.24591,19277.8151,0,33512.12585,0,23372.60866,19862.06342,57537.64997,37942.22256,27410.60228,38998.32745,0,37993.51757,29185.07819,26716.26287,27283.54411,0,44520.74693,28063.65452,29429.20556,35493.00472,0,23294.28143,0,25992.62664,25839.25977,17238.43095,0,50514.66197,26317.13521,29381.04322,34209.76504,0,37892.1739,0,0,26518.67111,39943.61172,22379.43875,0,30262.12558,41408.81534,0,28115.64182,31664.99164,25956.8143,24944.74937,32540.21329,0,23404.1134,18887.25189,24273.30318,30637.31615,30072.78364,17307.8571,28894.95337,47537.53355,25281.09655,26385.47453,27787.13047,45636.51349,30510.83234,29695.3005,29950.91218,28807.74438,0,28443.36878,19579.91523,36348.12659
PE362_1,44612.75855,0,24023.77276,0,0,22180.20534,21084.99865,29361.45237,0,0,0,0,0,15561.71787,0,24571.37601,19182.15349,28552.65989,0,19628.52435,0,0,0,0,0,0,0,0,0,25217.19875,30190.66703,25103.0738,22764.24336,28841.76916,35990.85062,0,0,26126.78343,0,33770.90926,0,24840.81531,0,38984.33087,21974.83662,24138.17227,40444.27786,0,18289.43497,0,0,0,28234.73365,0,0,0,0,39821.96322,0,23908.14165,0,0,27499.74587,0,27557.77876,0,31507.53974,37234.24259,0,0,23876.83255,0,0,0,0,0,14294.87779,0,0,18127.90349,11928.19649,33573.28418,26387.33159,19277.31846,20114.01736,23928.64035,0,21931.60882,0,30204.37518,0,0,19810.82312,21088.76371,0
PA406_0,2279388.922,875334.0351,1393942.894,899461.1087,1025980.207,1351619.198,1472279.627,1642447.695,979608.1916,1770915.279,1717711.133,1258404.001,1275792.856,1374144.082,1180636.926,1188799.885,1033058.09,1767915.245,1428862.738,1555365.198,1338698.97,1358421.048,1794386.315,1473822.004,1105541.202,1781076.35,1430100.381,1581530.598,1179152.68,1256536.607,1697835.082,1756560.831,1321977.656,1661374.749,1485049.398,1713319.435,1297845.525,1591812.709,1954297.068,1114279.145,1063448.704,1182319.919,1229194.981,1223424.366,1218029.635,1909182.361,1441750.996,1352842.428,1625611.186,959984.4408,1309851.534,1606811.788,1869220.873,1540141.038,2015682.383,1156058.238,1526324.376,1612887.453,1232765.316,1233512.892,855312.4735,1148248.409,1476091.997,809507.4947,1326663.766,1651109.081,1245694.478,1809625.877,1413703.975,685006.5898,1462010.807,1618721.135,1043326.742,1704586.461,1033729.802,1422817.788,1454534.883,1240754.882,1611806.16,990333.83,1221298.165,1599475.337,2005730.123,1442970.814,1466819.871,958618.8747,1777347.91,1601354.227,1056640.5,1687176.071,1641951.942,918670.2145,1548980.892,1806352.026,1363163.695
PA406_1,901958.2239,396547.3099,636282.0984,338316.2855,566479.914,567603.131,658696.8944,758287.3495,459563.4487,688013.1598,813525.8393,493148.7533,597126.92,597146.0128,403514.0859,569626.5022,414244.6329,936271.5527,650767.545,653313.1336,497111.6839,560998.503,784529.7717,598669.7015,471319.1492,669307.3959,632303.5408,578911.1201,530170.111,636223.4314,699134.637,709990.0536,677985.9608,898204.267,679675.0559,830806.5395,568067.304,636933.1246,851260.59,479431.3789,365123.5779,528769.9379,566686.1147,606950.9888,613675.3601,681423.1157,567130.4099,550310.0117,690178.8718,379102.178,609892.9768,672848.7621,830962.9955,693662.1488,794665.9065,441874.6391,773816.223,656382.6952,483234.9385,616750.2193,447508.6877,529432.7613,653902.7038,475356.7151,667377.0309,641363.6236,516786.1913,882847.5526,512029.0383,286154.9533,617130.1023,803850.1274,426557.556,757015.6766,552354.5622,673539.036,653559.9894,584610.798,714457.98,454897.7148,590642.2837,733212.2889,877943.6281,598556.2962,671538.3663,540181.8943,823518.7174,744550.2502,449027.2888,617664.188,808867.0434,407108.8092,777533.7518,759180.0138,706654.6593
PA406_2,169659.9098,96798.64207,147046.7381,224961.8779,183423.2945,142742.049,113724.6268,184442.2986,178799.4434,247395.728,171773.4946,232256.6778,216613.7858,207011.2593,165426.293,237950.1815,100532.467,155359.7781,247439.8299,264467.7218,177191.9631,154117.6853,170551.1019,112061.2246,169636.0627,173500.7299,228030.9871,185143.5939,237242.7955,143925.4888,183740.6327,128063.1948,158703.4306,194286.4373,149045.4179,203113.9474,259020.5957,138992.1182,254139.8077,263451.2684,169842.5152,130059.0657,124744.8207,242733.9563,244350.5572,299445.1792,172388.0272,281681.8786,264117.0112,113545.5004,253341.6784,116491.4258,153673.6433,187032.7958,221747.7077,177933.4311,275906.7767,167107.1485,115516.791,204470.765,186146.8635,124830.8971,129701.4875,207960.4082,140879.8976,138597.6792,260297.499,196696.7826,127241.3072,146614.8229,128287.4942,279600.6282,208796.1849,148709.3956,160592.1459,143489.8046,126672.3545,120553.4407,187481.2859,123164.5547,118132.2555,302875.6828,210601.5171,129753.3853,238170.7422,255870.7505,159209.9869,179222.7604,120724.4999,229578.0916,211903.3631,227658.3052,166532.7989,289371.6506,214543.1031
PEO382_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PEO382_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE386_0,129798.9966,66738.9021,132884.4972,83184.83476,68310.69806,134825.0507,77332.53887,115242.0282,96387.32569,149968.6825,198363.8756,78126.6367,93893.56583,67731.25639,63796.47985,82355.34196,69093.06665,116100.2178,120821.2691,140716.2346,95510.22327,110954.4835,134736.4061,88539.32309,105220.5138,117145.066,84275.98273,127487.3845,110246.2015,92679.21231,102413.3953,114832.044,95404.34383,123915.3422,107407.5,103132.4235,106286.2966,95688.66123,139397.2279,97270.70123,51868.5826,65519.96313,92523.46628,131342.0513,63376.59467,122367.2931,112535.5129,77407.61651,101163.6384,59548.34804,161246.2851,76480.19172,135173.1962,157451.6256,108951.54,55735.732,162168.5422,122747.1889,72027.00566,83212.02185,50813.22971,87020.63526,95341.20773,82250.18318,105182.2211,61684.8153,93857.65497,91832.37722,77000.23598,123034.6059,75143.69759,104465.6246,70133.38622,97763.53854,0,74407.43642,101317.8929,83361.52821,116301.1248,95182.324,67934.60359,128960.8081,115547.0972,86300.67868,100568.7743,60804.40113,107819.7796,104693.9503,62423.90862,105165.3914,177862.4629,47096.78789,92423.79473,95999.94545,62759.81757
PE386_1,154582.5863,67435.26511,86564.20766,82295.9536,65183.49622,113415.854,120348.8373,151814.7873,70718.40385,85484.7735,124016.0172,86887.14353,100662.0878,79111.70065,71073.71696,94696.59439,122983.2979,126533.7883,117436.8773,146319.3615,83608.78992,94894.221,126843.7194,61050.23589,68312.48551,146647.0864,103042.3131,83389.54168,117213.7966,99200.10644,109914.6663,116916.4584,121597.5848,99295.59197,99798.99785,99434.36288,105997.8469,88910.05434,142637.3046,91371.94133,67782.15596,73215.76405,97319.60644,155556.5611,68544.96677,124326.2519,92862.19195,74986.38264,99156.50985,65230.67067,98131.02397,69487.58271,125447.4855,142528.5147,130426.0981,62810.73469,115429.0816,245113.4155,66448.98031,79335.84534,70262.11582,89028.29095,176898.0933,113416.9768,71511.21431,86745.85843,84246.89938,129663.3968,63590.10547,110377.1925,83023.47903,99374.55943,80966.56086,104694.9289,70754.10201,90187.18262,75360.9518,79904.98348,136674.3675,57397.04388,67127.21426,148976.6517,165310.4765,88722.29691,83848.98249,68092.54212,148570.6604,94797.61579,79823.41493,115585.9027,109447.7608,70641.3508,112492.3942,107159.5729,150267.963
PE386_2,72528.88047,55464.15586,79160.64556,30432.32598,36448.57861,80655.81812,53603.68049,60859.72805,47381.21864,78787.88224,63768.85486,42890.24977,48698.7468,50898.52688,35999.63587,52967.74096,33049.70995,66213.89277,100592.3068,54340.98851,75537.41833,47347.32867,49670.3857,40913.67282,41528.61469,58709.65195,64029.1769,43179.99952,48924.54184,56988.24121,64738.65091,51457.00651,59510.8062,77510.76246,52808.38172,53621.70505,73217.32031,41577.89506,71643.32638,96357.10997,44938.5717,35608.56271,57396.38504,49973.09325,36109.37928,61619.17722,61415.45483,44381.32377,71674.31575,28719.87516,49893.83158,31306.74202,66387.17357,46764.89288,65332.65634,41813.99444,55201.43994,80310.29944,35337.28491,49472.01395,89444.17445,34564.46532,47284.04549,61191.4935,38502.55838,56544.84563,58699.95988,58579.78203,48560.46982,46067.6911,39311.0575,72854.90836,40321.85699,83322.90118,32968.72495,62648.85477,55747.68088,61843.62436,61596.1735,40721.69091,32411.60455,56865.12066,68083.51702,68156.48355,58530.30326,46164.82785,62485.06494,43290.49555,38359.81452,76740.81788,93734.75649,30944.35667,84272.04717,72931.61603,84752.81711
PE386_3,108111.4583,42913.95979,58407.44784,66992.09657,105313.5682,71482.98932,62533.8246,93428.7232,77857.04775,49591.24909,65145.92674,50558.40914,58761.4121,67794.62519,55868.96838,74390.52893,60765.14268,78151.03026,95783.24564,89953.60698,127062.8966,0,70307.61241,89423.43027,51802.20339,85311.95278,61389.21383,48931.85281,89851.71505,85929.77481,76912.38722,81101.06508,66065.50758,92219.74544,73399.80775,133575.6138,75809.77299,110563.127,80851.92484,76645.97736,59462.42131,90509.5937,88154.45863,68534.1721,55904.25738,93220.11037,95278.11996,67441.4603,61164.2069,44564.97092,52916.09273,55672.51122,82691.75997,117760.154,78917.7368,64854.38532,87417.52999,103706.0704,0,64111.70738,50673.28736,51028.42597,67491.94277,61020.54425,53125.49877,60102.12226,83760.12575,90634.91209,80159.95208,94592.42481,82366.84534,82566.3525,40189.56707,68831.93709,0,69762.59971,55042.39829,59223.339,100617.5609,47436.24012,56079.82979,98164.57096,109701.1146,61757.80141,67195.30551,61019.49693,81110.57387,84410.93671,58469.09606,95311.22068,63068.55184,44924.94056,54995.1297,81164.67041,63802.29891
PE384_0,620988.3627,425419.6886,408491.0356,568229.6318,390324.8918,405459.7046,539457.8107,670659.3988,593466.7478,413757.9955,662937.8924,468209.3492,415921.3473,461946.9088,461997.1855,408279.8758,410014.6498,798473.6648,648085.4635,607813.8012,743066.3685,528201.3575,677029.8538,325725.0518,376030.2863,626114.2897,458637.4205,471315.8811,592732.8101,529289.2908,598554.1833,625859.7943,493955.3714,525932.4383,554263.1035,648740.7453,476791.691,424602.944,601645.383,469932.2839,371113.854,351613.4503,544357.9233,378569.6652,354088.568,646375.7985,617624.9676,404734.3072,409610.9001,509429.619,441601.9252,411772.3178,699058.1984,485540.8143,512708.2016,338253.5083,564993.2589,665582.538,340386.652,514101.5704,579902.0631,365455.0276,610126.6755,411302.3573,474285.0821,445745.2551,800218.0576,597979.9339,420284.4122,352268.5875,432231.5255,778481.4613,526296.9945,575036.9246,494323.1597,422880.3801,361130.4872,425527.7858,733922.4295,301303.0732,291593.3199,684388.0118,760577.4833,597623.9368,532095.7219,683718.8056,716374.0231,472658.4259,445964.8285,688021.6352,561139.4844,318032.1012,459768.4999,441868.8377,471300.7954
PE384_1,440018.917,258693.6001,266029.1451,258349.6396,276395.5973,284680.4919,364747.4612,480252.2035,377722.2804,288395.2297,436729.3137,270132.1699,308277.6091,272942.8386,247641.0311,299506.7209,273989.283,425115.5656,381369.7236,371904.2772,274814.6992,354594.6922,404388.6976,198470.8055,244764.9418,432548.6335,325667.5338,268011.1924,410081.0899,314419.9459,357578.4151,357119.6025,337170.1514,407760.3804,305890.7118,416399.0695,362825.341,288618.1311,505806.7371,315029.0104,247943.6803,231306.4438,433170.344,265474.6704,224262.7457,486107.9011,437092.5886,327313.3406,343657.3816,200989.3961,269623.4781,238966.3623,443803.4239,293428.4465,387974.5984,266313.5437,341228.9946,515411.7575,201620.2275,318088.426,287177.6461,230831.0851,346167.6923,242539.218,267416.7908,340781.625,329737.6705,367975.1033,322844.3547,201203.2216,319564.4641,445714.184,202553.2661,371384.8764,443747.564,296741.0979,259872.8558,273678.0648,513391.5387,189614.9411,216677.6043,448198.1469,429573.7511,370023.3306,373005.4264,270107.8009,416842.1859,307950.5621,212545.5139,390829.5073,330435.6678,262266.2988,234894.9531,280809.7344,276711.592
PE384_2,97680.33433,90854.57491,151189.0828,98447.56814,98256.43643,126636.9479,160973.3415,134768.5542,104052.4795,149978.7839,173175.146,117729.2594,114029.8829,80424.41547,107663.7745,87350.95428,81773.01952,122053.7306,122496.0263,136796.6458,89379.49867,201019.2688,136729.7424,74764.84158,75987.3685,139948.2427,109129.8731,150257.3152,165944.5567,134078.7989,125276.8588,123512.1453,117441.5111,123198.4575,112728.3436,118978.8038,140955.4654,158931.6138,140116.3076,113257.4553,93353.3228,91154.78307,133746.14,101200.5168,83157.66914,150952.9595,107561.7844,147631.5662,167038.1233,93316.45223,128706.4219,73645.60137,112430.0613,103235.9219,144419.995,89931.94876,130390.912,170935.463,72877.43698,121183.1927,107256.1586,172237.7125,145909.076,89883.21459,86092.33719,115608.2751,119962.0185,167687.8391,90414.93617,88757.84177,82507.9361,152463.1432,148105.765,106101.2526,103680.7129,110024.7999,96937.4038,129119.3095,132216.5449,72923.99487,73318.57567,155803.322,155550.9153,151344.9854,101719.5913,143266.439,202018.7339,102761.7421,96957.4638,219459.1209,145799.2618,77494.47052,183562.4389,131699.4611,178122.0577
PE384_3,62326.1278,46330.99373,41186.30631,44804.86814,44860.07121,0,38088.55724,46776.68304,42981.93122,41381.19926,95193.40945,0,0,48772.83675,0,61765.19787,27157.16838,52468.65655,48229.14624,52810.95003,0,67069.99749,0,0,25562.49042,0,52127.24965,39522.02361,52804.7149,48098.52529,64268.44546,44842.7654,76664.64852,46304.68815,0,65864.58415,46547.74043,45430.30585,52124.54306,50583.8828,0,56242.44189,56265.73298,0,31525.17271,114373.6312,51678.37029,0,27342.35449,0,43704.56574,35192.20604,40340.17978,61883.89695,43348.10685,28948.81702,50666.22353,96394.66994,0,43921.76902,0,0,48203.81684,0,42560.41648,0,58445.768,54053.34228,0,0,34876.0304,53520.17118,39045.27173,41351.47712,0,32922.58934,31422.21674,31733.68462,58030.77489,28595.62414,35289.64433,55158.5592,62915.28051,37165.29767,41825.79338,73231.32757,65659.73842,42147.48046,0,57912.86787,72347.14234,56032.10171,58893.63041,50855.45855,41187.51234
PEO408_0,234983.1637,178457.4155,142169.6693,167842.4228,152118.198,168643.6607,188558.7856,216293.9497,235423.8553,154785.2703,0,194410.8393,143640.2968,136411.4442,155933.5034,170834.206,126376.762,209700.0998,196400.1798,214614.8959,174580.578,223145.7373,246873.0793,141265.1625,127742.7364,198108.2042,156981.2791,124431.4906,182668.8317,219121.5139,211196.1455,179872.0828,166939.6558,240354.8251,188528.5575,211932.9071,178016.7632,142208.8473,247486.7176,150990.661,155172.6633,166281.5291,208549.148,192185.6548,130721.3914,213414.7275,187725.0107,175151.5573,186238.0568,116203.916,160877.9231,157580.1232,259642.6198,149343.9586,173615.586,171930.6266,165940.6541,231790.175,133393.2168,149950.808,163705.9649,144144.8538,236797.2084,161010.6671,177003.6101,152183.6336,172785.8656,203794.3932,186658.7224,150611.4113,174245.6547,243988.1525,117423.5094,187926.9624,218615.1886,194423.2822,186363.1845,142087.4223,239556.7849,113393.6627,118678.7517,218240.3972,244959.2685,141074.3315,173399.0312,121849.5069,261707.562,183576.3226,159982.2476,193825.2519,159413.3836,107082.8903,121572.3542,141196.4813,149315.6119
PEO408_1,115566.2153,90382.70303,77472.32378,137198.3195,100141.2561,129709.1789,116803.0983,119580.3438,130902.7437,61167.3097,101126.2141,166707.2356,88911.33462,151357.471,89266.96678,151644.4468,79298.16039,108673.9124,93742.49141,117661.3268,162646.3758,159016.906,144872.2357,86557.4492,116571.8224,182388.8009,96185.25245,84954.14119,98362.81747,163769.9843,119275.781,102197.8433,91554.5941,121297.1406,114611.3468,89040.49555,114624.9276,77313.44527,130050.8115,174789.6449,76494.59374,109416.8405,107101.3285,0,76212.73696,95196.53422,97693.83246,96508.71478,135889.7811,69386.57922,146364.6689,75134.26899,105651.9997,102396.7139,197700.2657,83532.83971,80531.00557,146312.0323,68392.29141,82874.77177,86881.2923,67784.26421,175474.5925,77081.91313,72244.12742,86827.94341,130889.4298,204423.7416,104945.1738,82071.39389,96039.56395,149128.4907,65731.61229,91816.83422,126179.5046,94100.87404,101405.803,65140.24287,110659.1991,64263.12707,62259.31746,111051.9168,106005.1479,142822.9361,87156.90911,88175.78015,146340.1749,103564.1171,64418.63915,105859.9237,149008.9655,61037.5929,82682.774,82538.92757,58027.75822
PEO407_0,1113891.025,1230138.57,649710.8486,734078.3437,850779.6043,683011.3493,893923.7933,990118.0169,1685165.757,993877.9087,891276.4109,972221.5814,782080.0595,636306.4228,1166063.992,617451.9758,607924.5256,1072306.71,893839.4556,1030613.78,872236.283,739410.0742,1147492.259,740791.4682,603456.8622,1053629.355,755918.8212,740749.2327,635365.2154,922902.4598,1005693.508,615580.7844,835384.1373,1026914.443,887114.6677,1044421.203,779747.5013,743809.6496,1141184.416,826970.5084,806154.513,667233.8204,863239.4221,813976.8644,611891.3152,858540.1275,736201.1439,888686.8221,711401.1472,583867.6971,830622.8827,719801.7115,1044418.708,974283.188,1081862.215,957203.5314,815455.809,960662.5439,762089.7493,627801.0497,1016258.036,640480.0915,943433.884,896991.5243,730725.442,718608.5145,731875.8693,813155.4481,997514.9407,1063968.12,751304.6132,880269.8341,633748.6369,785622.4746,1397036.841,769575.8487,511602.2529,629378.3313,1226014.073,654623.5485,422845.3536,1086102.887,1143678.989,799511.2251,765032.4324,439089.7424,1158155.063,727359.9994,611223.2253,887823.783,728864.0908,517788.1656,601579.069,655375.8552,521646.6024
PEO407_1,493808.762,506110.5336,258513.1324,379373.5183,308660.9873,269599.0307,322640.2929,359824.6641,792590.119,375856.7509,441914.9741,361468.4497,297230.9221,278423.0598,602503.333,237564.2255,226881.183,422604.8253,349757.8821,376854.922,351723.9694,361537.6019,420033.5147,276778.1788,243574.4817,554245.1684,336279.3114,321380.0451,316126.2357,366228.499,441453.8646,323997.9106,350955.6443,385869.243,429903.243,408025.1831,378817.6797,240334.1244,494739.5235,431382.4215,306433.0986,244784.0397,345410.3596,373159.6656,255513.0549,366184.045,589789.8009,325800.6168,314019.6656,221280.613,368845.337,304031.3996,476568.2221,347550.8155,377615.6639,421535.5801,415144.696,563570.5254,312408.9627,436238.9506,412044.3885,296726.3858,364812.1089,362756.1954,299787.9916,254068.0752,368623.9734,420677.1407,450299.7983,412562.098,342120.4428,506408.6185,237085.4896,373614.2987,554326.4627,303997.3884,298157.2304,240727.5292,493396.7151,251325.0635,185808.3525,434306.2373,405963.7222,285107.9537,345261.5885,206481.905,543285.9823,350572.1133,278300.9347,326760.0805,273330.601,262010.2156,231796.5277,270272.3143,250930.4276
PEO407_2,0,41596.48291,32933.06444,68306.4412,68102.98376,60331.88813,61377.75569,91228.26686,46076.2819,23543.52072,82448.96834,52714.09095,29789.04235,31976.72814,33462.22504,52577.97603,25548.31637,71338.17022,66032.1263,81354.82092,44313.40588,0,0,28218.43329,40555.88914,84324.50725,61717.14178,71335.56707,27793.99026,97355.50332,79853.58745,66095.99052,58864.6056,105493.8762,75195.13889,65503.38541,87665.14135,33960.48884,88100.89612,0,66276.10385,56725.68476,62614.49635,79598.61638,46428.43929,32633.02582,78254.37487,42783.84998,31535.18723,46286.43354,66025.98902,58223.95518,31624.12599,64158.71184,94017.39526,65717.2321,28742.75426,48586.15533,27169.26926,58970.04118,85458.64025,0,37938.00574,65192.87637,62680.45464,68170.47791,0,73016.15684,46246.8818,29221.19732,61002.16905,72436.45099,26670.83486,57467.36988,85523.97433,52892.63998,22040.20083,25669.45641,82778.38001,23503.24533,61297.04417,83762.32362,105672.4863,34571.69278,71251.8667,42905.53933,90139.09165,55802.33495,28354.5676,37081.71912,76214.47951,50777.63248,63976.09449,50804.72108,27126.86527
PS362_0,0,51355.49346,0,0,0,0,29447.57607,0,51941.06662,52307.70556,0,0,0,0,40954.25953,0,0,39077.53286,28815.01515,29897.81839,0,0,0,0,0,0,0,26795.25988,0,29335.60334,0,0,23505.42554,40481.15054,28629.50209,0,36337.9726,0,0,0,0,25442.37904,0,54575.98663,36745.76253,35796.96207,0,0,28195.30383,0,0,0,35399.25476,37837.67554,58870.34751,37570.13193,0,0,0,0,51098.4486,0,0,41119.13297,31778.77688,0,58960.79849,34291.0184,58284.47246,41674.64754,0,0,0,0,0,33226.97581,29009.64122,0,0,28925.20561,0,35142.98295,43358.30493,29240.76932,31018.98587,0,44403.00646,0,0,34487.6135,0,0,0,0,0
PS362_1,0,0,0,0,0,0,0,0,33316.4042,0,0,0,0,0,35013.32697,0,0,0,0,36373.09921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46629.58877,0,0,0,0,0,0,0,0,24316.94697,0,42987.95092,37203.12258,34127.76121,0,0,0,0,0,0,0,0,0,0,35448.99673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45088.67386,25056.59458,0,0,0,25793.63656,0,31222.68717,0,0,0,0,0
PE407_0,64367.30015,80918.80056,63814.42524,74977.69736,52741.06267,0,40767.97598,0,124954.7035,100606.1579,79457.23161,145515.2127,54612.2234,39073.28271,70853.54081,42726.47,46321.64585,68370.28188,43266.02792,44214.47551,66750.48715,0,0,0,38178.87596,49569.06101,0,101784.0511,61868.30049,48632.44788,0,62919.35412,46702.48668,0,45282.76929,49119.48176,48156.88735,62342.38775,91410.34151,74075.21695,49544.41345,37263.51558,73161.29511,0,0,70468.18701,70896.14089,85224.35384,65759.00302,52550.76786,78091.85305,49208.84546,80018.97334,102739.8259,67503.9246,71199.13339,82839.10865,65258.50081,0,35422.10426,84970.55948,48384.83826,66592.41184,68054.249,33690.5489,0,56508.17646,0,82065.38213,78678.17298,39140.42419,52092.14117,55038.30088,54262.06726,89097.41663,49584.09763,78939.2638,0,69187.927,37985.80566,32918.96112,58223.1535,69813.97508,65019.63709,41569.22187,57017.18357,69237.12087,55532.85061,0,34583.52461,69760.07747,60080.79274,63536.80626,67464.59137,61751.37033
PE407_1,0,0,49520.56711,0,39702.03515,44055.05323,36196.74954,0,98350.89182,89257.13616,0,58932.70344,0,37304.54466,84351.93721,30301.20166,27798.48763,55024.17988,0,43122.474,51434.9228,0,0,54807.40589,40335.50746,0,34590.70097,43529.24557,0,42924.6467,0,51108.20579,32763.292,0,36872.02904,42318.28955,0,53895.11851,89654.53514,74590.53365,43355.14665,0,47619.074,63894.34836,0,53660.20628,70425.84666,62042.36101,66028.98125,0,0,37520.95079,63663.25811,60005.58089,0,57266.71737,53655.10823,64054.82311,0,32894.1232,68791.12233,0,38386.6345,47995.39599,32141.83857,0,51996.99079,62915.41492,81182.33259,67344.37704,0,47778.04534,0,0,78738.56878,50036.46069,61277.97316,50498.60304,0,33082.23821,20771.17668,42273.61993,37322.62613,93476.55718,32757.56704,0,49674.97967,46108.81705,0,38026.63369,0,79534.10469,53685.4529,36715.42382,60020.90465
CerP423_0,123627.1777,133782.3205,89109.46388,131322.6871,58344.3152,68987.20107,68056.862,76138.57609,138305.5557,0,0,0,81158.19529,105366.2995,118112.2443,27631.8142,56979.52157,78753.74781,45496.86474,97869.53267,0,81607.46012,0,63912.76772,57168.64536,87015.88912,79971.15899,37922.67348,70892.92709,66367.1829,87258.08284,94219.45817,53827.25429,102528.5118,70775.784,59629.99517,104814.6618,95760.91984,61621.43562,87134.24403,95612.18245,81443.39398,75835.98129,299828.4921,107378.5835,67762.11484,110380.4014,130797.4708,64543.22863,45162.48876,108654.5302,76560.22724,55585.47428,120732.5553,107439.3001,85379.03616,115723.4298,88856.51457,105297.8817,57422.16145,149645.7756,85418.80932,61994.71146,133989.3287,67546.06783,0,109075.8765,157119.8201,114179.2009,199378.3221,76486.23556,67168.39536,58605.5872,89719.8006,139206.8216,73745.74397,61287.77173,46791.66272,62498.58299,79218.44762,51854.07706,90793.17484,116947.2604,98777.22135,74578.20342,72504.76558,90276.03495,81676.50868,80437.44834,124280.5558,63761.3976,91547.91496,63874.79509,102382.6326,80593.75492
CerP423_1,79259.76157,64282.79853,51109.89861,88614.95952,42493.78752,37368.60084,24526.53786,0,71841.31442,52275.98717,0,0,61122.98575,50842.17644,80375.26386,26467.61982,32274.10003,54507.82448,42431.9428,53311.65372,0,0,0,62382.4996,0,70037.10726,42942.2368,0,0,54818.04428,57321.27324,32100.42113,29584.64222,0,45894.23091,40228.55414,47980.67185,72493.2073,0,65376.40659,80665.74007,41699.67872,55780.21441,108830.6215,55109.8305,48133.09446,0,72175.65142,39434.80841,48850.83049,55860.87592,0,36243.8349,55836.91243,77598.42256,73256.98512,78880.50284,68476.35132,0,43970.43195,97658.14444,52544.68438,39547.70197,91276.82921,34643.60585,0,62761.57375,57537.55222,0,82615.38466,43306.84882,0,0,45373.79647,80620.54314,57390.2018,38844.2193,0,59256.28823,53729.67676,30858.66703,59449.83925,59895.34174,56765.06336,37471.76039,59332.96946,60255.31194,45307.00261,60301.37975,48467.43819,67437.74951,0,40035.417,46394.69957,0
