Measurements.Samples,Spot.249117,Spot.249150,Spot.249151,Spot.249152,Spot.249157,Spot.249158,Spot.249159,Spot.249160,Spot.249194,Spot.249195,Spot.249196,Spot.249197,Spot.249209,Spot.249210,Spot.249240,Spot.249258,Spot.249259,Spot.249260,Spot.249261,Spot.249262,Spot.249314,Spot.249315,Spot.249316,Spot.249317,Spot.249372,Spot.249373,Spot.249374,Spot.249433,Spot.249434,Spot.249435,Spot.249436,Spot.249498,Spot.249499,Spot.249500,Spot.249501,Spot.249564,Spot.249565,Spot.249566,Spot.249631,Spot.249632,Spot.249633,Spot.249634,Spot.249701,Spot.249702,Spot.249703,Spot.249772,Spot.249773,Spot.249774,Spot.249845,Spot.249846,Spot.249847,Spot.249848,Spot.249920,Spot.249921,Spot.249922,Spot.249923,Spot.249999,Spot.250000,Spot.250001,Spot.250080,Spot.250081,Spot.250082,Spot.250164,Spot.250165,Spot.250166,Spot.250252,Spot.250253,Spot.250254,Spot.250344,Spot.250345,Spot.250346,Spot.250438,Spot.250439,Spot.250440,Spot.250535,Spot.250536,Spot.250589,Spot.250635,Spot.250636,Spot.250637,Spot.250688,Spot.250740,Spot.250741,Spot.250846,Spot.250956,Spot.251018,Spot.251065,Spot.251066,Spot.251175,Spot.251176,Spot.251227,Spot.251228,Spot.251340,Spot.251341,Spot.251591
PE406_0,673683.2635,1909910,933751.8112,1576165.32,662986.2,647941.1068,509944.9985,558352.8606,2591060.009,2078249.119,882246.6488,1628133.054,651908.652,505169.3462,1996365.429,527938.0075,478433.4771,517632.4551,450615.4261,630036.8228,1088601.643,730389.6179,495916.3094,1101385.731,411374.6819,545538.071,425307.3421,790449.2319,673101.7383,539572.4533,628389.9767,754965.4373,417917.175,631895.0113,543184.9404,594357.294,629910.6766,940911.7252,1056909.287,1446746.99,981211.8827,441323.9501,520695.3467,900934.4662,643586.4496,992280.2123,1008237.22,1289621.738,1418484.924,918592.2592,1136268.123,846742.8944,1049266.118,1508938.396,1043679.298,1479937.804,1173004.762,701194.0346,1134261.047,583722.5428,1890095.871,632789.217,781258.221,1244998.155,432119.0005,669769.4523,870898.9682,628610.3179,1696842.878,1539201.758,429084.3185,483395.5543,717322.8795,586123.6211,1865026.015,592188.9554,1193840.439,861475.4443,567180.9396,922899.548,281124.6743,553214.5659,692265.6941,1292105.71,594290.1603,482094.1135,558989.6695,462510.7706,1096491.802,443020.043,423685.1771,1048870.635,601434.5372,489075.7596,680000.0525
PE406_1,475239.6044,1373125.137,644885.9676,1082872.017,431861.2743,418287.1344,379417.1549,403004.6985,1834868.22,1379901.476,624609.0603,1044828.93,394568.2662,303334.7362,1418576.007,370576.4761,304973.9423,350304.5342,298794.3056,382608.9053,651448.0011,440994.2138,354139.934,823432.5156,248779.5655,370690.2034,256700.5093,467628.1404,452329.4642,440206.6716,455276.9919,545993.3287,322278.6892,507743.345,324895.6508,338410.9523,476651.6152,577003.9044,539196.6683,899299.6134,721136.9496,244548.9812,313558.2689,556827.5852,392376.6032,621394.2152,641783.1608,1050171.58,885678.0054,637087.8391,761754.4514,603801.4617,602778.3018,995364.7074,654498.06,960821.5154,743181.5831,528128.1777,706199.5335,305222.8981,1147751.827,447397.7849,333649.5573,875655.088,317998.0457,385630.3203,600688.7008,425342.9166,1233411.595,1013450.711,278248.802,392237.5148,563890.5149,339927.0373,1391417.543,334219.7438,755591.7817,500750.7601,433903.1916,520464.1315,233117.2351,432852.5145,520123.2919,800067.5228,380838.7691,263060.5131,403925.656,331025.3429,815512.3259,290814.1291,297753.0243,779750.9899,403184.9798,335122.094,568762.1313
PE406_2,109040.7471,213666.5382,154382.9418,170160.0171,83208.96316,88138.98484,74900.30836,83378.93197,348062.18,267323.705,178326.8145,153454.1451,84231.98017,71784.04881,270169.6011,61319.67321,53318.02411,90281.02319,59434.24994,84460.55146,114618.9393,134350.8125,86896.65363,152910.0041,94745.30597,115459.4525,64890.84195,96314.68149,98616.48567,98760.30879,153305.8949,107733.4987,83586.01843,118650.6808,109283.724,95009.54463,100896.3153,136284.4228,135022.7027,166092.8709,104682.3937,85054.42535,86715.6458,162186.9025,84768.57992,113373.9567,131692.2889,155084.5961,147029.5517,174525.9276,179445.3819,114279.7935,117417.5125,193653.2787,144695.5963,154181.9172,163964.0213,107663.4276,154734.4115,87008.23737,202829.5678,90388.33686,109363.2468,189053.8418,68673.8042,96466.15495,131559.1125,121480.7561,210032.7762,173020.9702,76282.4926,153365.8669,111825.2364,144910.8803,211516.6463,90526.65437,159513.6854,146225.3364,124490.5923,116763.7847,91243.84727,110242.4255,121948.5027,172805.1007,143128.7408,103567.0826,91077.24772,89165.21752,130613.7075,68587.62237,80412.87173,145122.6298,90374.64578,85942.64425,95552.22805
PE406_3,37648.93072,39877.99462,42044.30257,94698.63664,27155.24895,22046.19117,21845.14495,27657.13441,47344.08758,53416.48509,34010.50547,67419.17306,25705.20356,32645.88747,47150.13437,36724.38308,25576.10386,21700.25379,24494.87403,25793.10311,38289.62784,26162.01764,0,44600.98723,16447.74568,28101.96404,0,23273.32253,31820.24788,25398.43649,30977.51342,32567.51231,30662.5697,38032.25599,24257.33013,22706.79982,34632.76815,34712.16771,63488.69344,44004.09186,38179.34551,25186.12808,25790.60773,45145.98906,24728.31791,29618.51313,0,64698.68898,47895.53612,42882.26119,44477.32044,31895.13476,72354.74216,57314.16348,53362.80285,38453.77133,52770.36484,53626.97899,44009.71139,21057.03385,61409.1984,26217.87488,30766.23095,55474.97519,19483.23286,31033.9074,31841.7259,31999.80468,58065.17602,60194.23106,24510.73696,28544.37749,31779.88968,21034.80833,60073.63292,26130.51718,47013.72652,29557.8791,35429.8487,31565.70593,15847.76231,32410.28347,41696.03689,48318.12384,25519.38263,22211.77269,35565.0296,30200.19451,35425.17775,26309.85362,25925.6337,41857.00428,37603.53572,26419.55279,42345.18077
PE404_0,0,73912.65641,59149.03881,77611.20797,42355.86725,49327.42897,48243.9407,51285.81864,99114.88742,154661.4434,79198.72835,83299.48936,0,42378.73199,75139.71208,35686.72717,37484.07013,39517.17196,32868.04343,38986.19818,70239.451,0,0,54889.04542,0,0,0,65931.55889,0,0,55962.583,108746.1176,45730.16212,109115.6385,83166.68606,56277.40118,49988.05726,56005.29156,123251.1553,83891.63545,50626.02098,41969.75117,60547.96121,53389.27581,34398.24754,52034.56781,64994.97478,79627.59887,120651.3296,42946.85119,70838.30905,65934.98129,105164.7085,107510.154,89455.97476,146169.0596,74693.30658,57645.31082,0,41194.85251,163859.9363,0,58627.24055,74805.46782,33044.47926,59876.76932,61722.50165,60032.26497,88943.85285,64663.72836,0,0,55532.92303,47811.80018,85219.39836,49313.06941,71918.60988,101092.2977,51302.22293,60486.447,37214.4659,46212.36466,77904.95532,78890.37703,53682.6944,0,0,38364.25004,73977.22988,51945.45283,40411.58705,51406.38281,58767.70002,40446.93742,63408.76625
PE404_1,0,61462.45308,40951.14003,73003.0663,27206.02637,44478.2386,25005.30023,0,70420.70727,85125.56687,45258.6502,79690.4042,0,31040.98644,64464.37071,31863.13806,30052.08065,0,0,34729.3778,0,70417.74017,0,48758.39803,0,0,0,36431.46904,0,0,0,50791.8925,47727.51148,57418.30533,34186.37816,0,46277.40746,47443.77402,72900.33237,58055.65472,0,25815.6772,62407.4894,0,37429.4466,50903.80647,0,0,52633.66122,0,57839.91556,47924.73303,49746.47655,58704.43374,60927.87048,45227.86004,57105.23037,51767.60457,0,33961.33489,65453.30096,42444.62771,45459.56315,71663.98087,0,0,0,41128.70984,73130.17215,56449.95952,35958.17217,0,0,43666.91031,61996.18598,0,34138.22583,55897.02127,0,39105.35654,0,0,0,69292.11452,34445.48519,0,53974.56323,28124.14304,0,0,0,45120.42959,33994.95881,28597.74237,0
PE404_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23150.01637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26511.31385,0,0,0,0,0,0,0,0,0,0,0,40583.7352,0,0,0,0,0,0,34375.28613,0,0,0,0,0,0,0,0,25384.91179,0,0,0,0,0,0,32241.90539,0,0,0,0,0,0,0,0,0,0,0
SHexCer361_0,264128.1471,739203.5122,375800.4525,613490.2193,85797.17377,150234.4347,117971.2728,238758.5723,307890.4975,164075.2469,206158.4905,146367.398,188503.3622,177402.4704,306362.6721,113067.2634,149073.4109,145299.5503,88798.88534,148010.408,79960.52093,216728.8642,161083.3774,194892.5086,193480.0836,161465.8664,128161.2238,112998.4312,115240.4129,176534.6041,143117.6724,170388.5313,115229.5466,186979.3294,153668.1826,97000.47553,136702.0832,211351.4111,116377.5919,244890.9192,168597.0736,193957.0493,163862.2472,407798.2367,201346.0856,173271.8088,274077.407,263185.0597,197199.5029,179715.0932,258179.1963,192216.431,75396.05282,346051.8741,365485.3076,231862.9229,264144.9764,287924.9123,238771.7351,144245.1636,356211.4623,182219.5571,118371.8267,256236.1356,117142.7695,149012.2174,249293.7909,201307.5193,211930.4014,260760.3598,160409.8039,149987.7124,203143.2594,134428.7964,379069.7661,133185.1507,147942.6363,106621.7372,136489.7944,157802.0346,87308.61307,155926.3755,273925.413,187355.3499,151032.5702,233224.4829,203417.1779,253026.7218,368159.0557,339841.2579,187305.7753,252555.7686,161989.5647,166716.9415,351949.0676
SHexCer361_1,122468.7302,238173.3715,220100.989,232517.9605,31377.65517,82841.44658,49373.43317,100992.7078,120360.0427,86808.57382,93022.8552,67407.08024,97763.7672,71983.04916,107114.5562,48544.37423,99974.57739,87978.84886,47208.97517,71583.94557,51510.37398,72505.04589,0,76583.65802,81620.71574,74985.02189,60746.04378,61817.57119,59800.65977,45678.31122,55407.04145,67678.4127,37372.20036,63625.5467,47033.43493,58392.17567,70286.84036,84869.07916,46497.19183,135398.1771,79848.04886,63071.69587,91955.72544,175671.8208,95744.98339,85235.92433,143745.4398,139385.5191,87671.63763,81631.59432,113238.8812,98162.78144,46927.08266,126331.9427,174431.4881,143869.376,133337.6088,124937.0947,81282.98784,60361.35989,141010.2425,72560.35962,64654.09773,131710.1211,51424.57344,68333.60585,90114.42269,88999.48205,85918.20246,145425.1586,79892.33668,58826.31973,86808.35675,90579.26069,86817.17621,65929.45385,71140.07828,56570.04762,82114.65688,78311.54972,36461.35299,61784.94914,107451.6657,89218.64359,68264.64885,176332.7992,92926.10429,108409.4624,177399.8015,160292.8312,70369.32118,168976.435,102744.3788,143863.4712,139569.436
SHexCer361_2,0,66163.22438,0,0,0,0,0,0,0,0,0,0,0,28175.2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33255.26728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77179.72384,62215.88734,42363.22602,0,0,0,0,59332.77772,67436.17661,30973.10329,56019.44287,0,0,0,0,0,32841.85824,49549.72367,0,0,0,0,0,55633.36602,42786.67307,0,0,0,0,0,28016.38907,0,0,0,0,0,38874.48396,0,0,0,0,42872.50538,0,45631.24851,0,0,0,0,0
PS384_0,83598.32822,0,66069.83814,84908.44,0,0,45163.95605,63927.59687,68619.55162,60361.82303,67042.98955,54761.74661,0,54454.30793,58335.43342,44838.21181,45733.08457,57067.32552,67739.03324,56319.08611,58703.34792,58462.33615,0,64872.25239,42406.37623,68827.00561,0,68426.37926,60758.14016,46364.70664,51501.22687,68047.2906,35911.54459,87753.49482,63573.5962,56315.92543,51536.1819,92097.05973,76428.90135,73985.07879,0,57268.55234,63730.35543,86316.46856,84306.17708,55585.25577,85712.94379,69675.20275,99349.8509,45583.906,83605.80258,57296.23805,41115.22763,108971.3228,90918.2679,63434.57699,87684.36232,67560.0464,80121.38167,46061.71733,88034.8838,57251.656,67036.43478,63764.72937,48375.31105,65759.51769,96684.06866,86364.4721,82827.84046,80161.11569,59392.7932,62287.13683,85000.74864,43626.95302,152125.9335,51088.31432,59341.33248,53892.43691,64356.2187,76755.44988,33695.57351,73449.56925,99714.15753,132741.8446,38319.70821,98564.92476,63516.02828,50181.11965,74149.93546,59231.79722,64713.44106,74533.88472,91610.59419,61307.71725,0
PS384_1,79069.10667,74241.3131,54985.82663,89783.2966,0,54747.5268,49543.02462,61061.89261,74972.67833,62277.64378,0,64238.76988,0,29816.0947,54861.35531,33302.17955,52675.91403,48797.44884,39123.47416,49948.38801,56690.9197,0,0,0,36555.31971,65002.78493,0,48125.67701,0,57901.20077,0,59998.307,37971.09573,81545.99699,66157.31348,42632.84917,74084.33239,50984.47352,61827.01531,94855.58432,51035.51094,62344.70603,49652.78499,87713.75995,46449.15481,82336.2659,92387.65306,85490.80585,58366.57283,0,54486.12255,49694.22683,35680.76435,78932.58956,82586.86721,78287.08638,69692.30485,78667.22284,79136.26202,55627.96582,60088.98626,48638.22664,51291.86284,71566.81196,37177.04543,0,0,51931.96982,68373.48391,50546.20436,49468.87484,0,60476.63678,54345.19573,64860.07627,47211.30065,65623.93259,0,63179.57685,60367.65215,22381.30012,69194.74007,88927.12134,56570.08907,35693.0161,61886.95074,59090.87795,46177.29692,82139.26162,38818.71772,63320.05909,78063.83987,61301.52406,0,0
PS384_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35521.52191,28510.32641,0,0,0,0,0,37835.64313,0,0,0,0,0,0,35819.4023,0,0,51166.18028,0,0,0,0,0,0,43129.61863,45156.18202,0,0,0,43902.69778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100.55683,0,0,0,0,0,0,0,25655.1571,0,0,32145.47179,0,0,0,0,38316.9293,0,0
PG383_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29733.99351,0,0,0,0,0,0,0,0,0,0,27273.64962,0,0,0,0,0,0,0,0,0,21796.686,0,0,0,0,27341.91977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24563.15733,0,0,0,0,0,0,18465.26461,0,0,0,0,0,0,0,0,24759.12591,26748.94895,0
PG383_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36331.15604,0,0,0,47635.2285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31253.06748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28662.72744,0,0,0,0,32511.27535,0,0
PICer361_0,346340.9598,384590.241,212158.3817,368109.9519,87086.61707,154444.8547,119580.1274,207655.0958,136391.7196,115436.9355,112113.1708,127185.4956,215329.1998,143907.2673,208283.5305,83417.44514,137294.2253,106892.9683,73972.74408,99640.1396,78065.43745,140014.9259,104881.1303,133013.8818,131582.5943,166081.2581,111714.1956,67881.01304,182763.209,95499.19067,98398.46491,141577.2563,89145.12501,122593.6748,103727.814,89222.40221,115612.3458,124631.8572,75862.26756,178932.9264,177064.5839,109501.1829,303765.3316,464411.207,192167.8905,297884.1507,466382.5556,340468.2122,554636.0999,205778.214,290196.7845,156775.5916,53304.99229,247520.818,320977.9446,131500.4723,327626.7697,250537.0869,180364.2867,208008.3647,263247.2439,131054.2717,134057.7502,172338.69,85929.33108,107597.5633,124735.3779,166839.4873,124759.668,202221.6088,213448.3706,99554.17059,165218.8802,111077.6757,312964.4352,157536.7222,118873.3329,89617.1789,149038.7834,125037.8427,72035.06829,192167.6979,162524.3406,193606.0278,115954.5007,436799.4833,198565.6612,250140.4705,235900.1349,272082.8685,130824.4795,114483.7908,117225.0907,147256.8055,515981.953
PICer361_1,160273.8669,144659.2265,147251.1023,154704.936,37457.35019,93501.73091,56824.84749,94637.24948,58087.53782,61763.31327,66281.97768,76211.48894,116131.9401,40321.63043,68322.27253,82145.48608,57337.76098,53566.03499,34610.40015,51088.94496,0,65360.23458,0,60071.59573,70834.51567,100281.9172,72758.37837,41923.26571,106284.2945,68594.29513,59972.40631,122273.1447,72861.02155,61787.91286,57708.21927,66518.54194,74211.82218,70365.88518,51214.13198,90491.23937,98971.80095,58289.69953,185132.8156,212510.7497,112203.8944,136811.0623,328820.5888,242098.5237,395573.1725,134200.9773,153287.4651,71479.68871,43748.82893,152343.5085,168995.4113,76453.40389,222126.6129,144352.6219,73248.74298,86684.47824,98047.95471,55825.56334,48506.00732,101717.799,41930.85382,0,103420.6599,156126.9926,69461.54659,150987.1843,130989.1661,68382.93032,91611.13589,69345.35046,173858.1661,60650.21111,61632.22021,51696.59344,78060.10128,57512.93256,44113.25236,101309.2103,112970.9481,133897.9539,64312.58676,233841.7694,105699.2611,115930.1689,130403.3907,122192.7848,69524.88302,74820.73676,91875.92066,67669.42823,232632.3283
PICer361_2,71327.9691,0,0,0,0,0,28079.41418,0,55224.34239,0,0,0,0,26636.21421,0,29510.93495,0,0,0,0,0,0,0,0,0,0,0,32719.0093,0,33941.8275,0,46506.04117,29834.11769,0,0,0,0,0,0,50831.25684,0,28655.79727,62216.95376,69051.9276,47914.37182,75483.136,133869.6263,72462.36634,164595.2239,55681.73413,63823.07212,0,0,88699.17941,74438.61893,39359.4076,49073.14456,56057.73557,0,48873.57432,59130.16265,0,44033.29728,50415.01786,0,0,0,37675.53359,0,51026.18379,66174.33974,0,0,47547.87308,80386.26939,0,39228.08542,0,0,39553.07213,0,42372.31064,42282.02945,44277.0303,0,88769.55277,0,44712.22129,0,42768.58111,39251.257,0,39192.57698,0,61244.5554
PICer361_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96767.75001,0,0,0,0,43184.64981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41543.67911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26915.37509,0,0,0,0,0,0,0
PS407_0,63605.06521,0,48727.74523,0,0,52756.5478,45086.36488,67050.56085,64598.39719,57246.40347,66100.37638,62099.64338,0,29787.36945,0,57011.53221,0,53427.11931,47808.12175,49033.33311,60099.43883,0,0,55884.26692,0,0,0,43637.20526,0,44139.77723,60556.92634,53743.04142,40733.93699,61808.50574,36391.36889,46541.88888,48574.15964,0,85190.23459,62026.40835,0,32831.10502,55583.52227,0,50670.4224,49243.81447,0,73851.21657,60105.31846,0,0,0,28225.16488,47996.42835,54824.72783,46636.70192,44325.38863,0,0,41916.74492,57737.51254,62053.14289,58459.94826,97930.02677,31290.62761,0,65972.38989,48829.36106,0,0,59602.37383,51787.96696,0,47667.98276,0,0,53944.25673,66365.46507,54772.14957,50372.56931,30612.56206,39884.16904,54610.9663,75959.55766,26149.15124,0,0,47736.61698,0,44784.16792,59571.42742,0,69929.42592,54591.18069,60869.61834
PS407_1,98943.17868,0,56948.07724,0,0,0,31396.66993,0,44687.25603,47390.65895,44707.24324,59018.20707,0,25997.25146,0,44860.08178,0,0,52639.14151,56447.59004,0,0,0,0,0,0,0,36468.10058,0,0,0,47539.11794,0,58407.25248,49807.21526,48780.14673,0,64143.3322,61797.99989,59162.63275,0,29870.33036,58376.38643,0,0,56771.35617,0,0,43812.95122,0,0,0,30413.05339,47600.88371,58413.8698,49817.27897,58393.10563,55948.74581,0,33901.26244,49589.74494,0,52645.61951,52916.28071,33848.71608,0,0,49904.06614,0,0,46141.49375,0,0,0,0,51149.86257,47055.87509,0,48062.4224,0,41298.07265,0,47577.14932,61059.69424,32531.37669,63956.3958,0,50531.26808,0,46621.09506,49414.06174,0,102520.1451,60225.76427,0
PS406_0,5238260.623,4769518.44,4333003.168,5277033.66,2113786.979,3636382.146,2945457.763,3373361.757,5883906.186,5795530.94,5656450.408,6682048.897,2843718.748,2987835.046,4273442.081,3836606.904,2822779.84,3298071.656,3330172.649,3840168.531,5891948.952,3747245.075,2801459.351,4447678.399,2474182.34,3477048.592,2443188.397,4821785.673,3938908.217,3315954.897,4012742.902,4888474.837,2937852.998,4809945.309,3905342.451,3679726.254,3451543.89,4935476.416,6246000.673,4510511.293,3782710.368,3200576.146,3418207.943,4377509.453,3827788.169,4658942.273,4458285.042,5299488.373,5765956.998,3290409.482,4477221.54,4410974.435,2375630.601,5218307.439,5108572.476,4880203.923,4666408.75,4900596.063,4521799.503,3327634.199,5283872.877,3767302.849,4316675.566,4566183.632,2707836.961,3939183.86,4095935.329,4859217.674,6062000.404,4250880.5,3720018.632,3591870.997,3165378.32,4161188.957,4739299.079,3124741.932,4725834.273,4629331.946,4228773.459,3592665.186,3024183.228,3779577.318,5676026.342,4907198.987,2825864.056,2998440.909,4325165.51,3725889.874,4372819.852,3386500.572,4662124.926,4120874.25,4956178.01,5031346.668,5402584.838
PS406_1,3440989.508,3314808.168,3132090.407,3646373.733,1535341.262,2572195.218,2087284.968,2365583.816,4235005.753,4228640.435,3994053.774,4679422.055,2008237.939,2114906.353,3007548.519,2639239.352,1903555.915,2279866.127,2450102.055,2577570.6,4177962.007,2670203.922,2072150.926,3393492.147,1637343.315,2529792.806,1784483.704,3372428.259,2696780.795,2309503.778,2941331.475,3562062.686,2101107.375,3272043.003,2664756.399,2597923.165,2426469.648,3620080.173,4375007.521,3201089.056,2879993.076,2202948.481,2508238.435,2469635.36,2866937.812,3003800.737,2868304.155,4145418.731,4114592.459,2404979.869,3360577.058,3135680.975,1551562.049,3827502.038,3547548.067,3549562.505,3134438.715,3586565.95,3154856.98,2282393.785,3756591.628,2783384.346,3130132.622,2901101.74,1965703.507,2601542.929,2833679.453,3341825.536,4438345.502,2921718.586,2677883.422,2469520.939,2422169.247,2928739.529,3426947.32,2403223.298,3496413.277,3219095.676,2856822.756,2711681.413,2274633.031,2352061.157,3848257.649,3210914.031,1984972.842,2428498.748,2949813.878,2621057.867,3030604.922,2177719.981,3378908.837,3133112.826,3666140.194,3798347.557,4123774.46
PS406_2,1020714.216,1009250.284,1288528.075,1083177.8,440430.7976,763801.299,604948.0412,682517.1132,1580048.993,1553344.839,1266592.329,1555745.305,576552.6212,530329.8556,990932.2551,1005950.432,546517.49,594822.9356,699503.4669,736384.3251,1403622.685,711584.1482,657754.3543,1296433.506,440788.6021,821848.645,515027.1238,1011611.055,763006.659,704348.2516,796416.1865,1387227.349,701926.455,1032368.896,824150.9322,721198.0383,765913.0659,1473759.801,1481446.992,920945.7494,896666.9505,645074.6382,724339.891,747534.9721,861776.52,968714.7071,828332.9748,1439639.671,1424156.768,769165.6805,1356767.883,986490.8742,476218.5053,1444572.388,1105345.43,1339772.666,1248206.03,1229649.625,1098161.426,910682.9406,1002191.363,889746.2414,1001599.386,1001121.049,536964.9171,808588.5444,979029.9263,946359.2264,1517880.803,1165616.855,785971.8061,630626.0171,797922.7608,761817.8153,1214334.014,763949.848,1405791.827,1134159.757,758496.1639,1028317.098,809659.2982,765828.8797,1049600.996,1310845.56,522566.163,818583.907,973762.1605,795907.948,998290.2196,619897.7771,1056888.668,1196248.097,1176155.059,1217815.83,1338196.437
PS406_3,269770.2796,296931.0286,325176.4608,382636.2217,141301.6693,212939.9436,191792.2992,297046.526,354793.4338,347109.8316,299422.3239,289005.7193,190943.5979,200307.8185,290463.311,187661.587,175047.2877,263639.4466,234961.3014,210047.2424,266706.6682,327553.6569,210542.0023,335953.8649,136326.7373,244541.9557,186978.2038,217728.6646,222267.6377,194934.174,299074.5783,234075.7011,189634.5592,356578.0068,264614.1253,234688.5317,188476.1754,372841.032,346874.0269,314756.8114,265523.6827,185614.6511,189380.5571,354728.9511,263821.2789,396910.2256,462095.5517,389027.768,308730.7562,165310.677,334028.9348,316257.936,114429.4008,312992.3941,347280.6693,361243.7823,302626.088,320408.8252,281077.923,178480.6336,381384.4083,294192.0508,263522.0951,276048.7279,152459.8113,239141.9893,312391.6279,305207.0681,330216.8045,290658.4098,229353.9575,218733.174,272419.4882,234288.8785,349396.5152,283242.0747,385985.8942,228593.3718,233952.0194,225509.9385,218787.8879,295847.3697,316550.2988,249708.0535,193980.7385,248734.4258,298844.8147,235143.7752,268891.6263,365722.476,318673.6201,358625.4858,322427.9417,359367.1803,422685.0354
