"Measurements.Samples","Spot.212173","Spot.212174","Spot.212175","Spot.212176","Spot.212177","Spot.212178","Spot.212179","Spot.212180","Spot.212181","Spot.212182","Spot.212183","Spot.212184","Spot.212200","Spot.212201","Spot.212202","Spot.212203","Spot.212204","Spot.212205","Spot.212206","Spot.212207","Spot.212208","Spot.212209","Spot.212210","Spot.212211","Spot.212214","Spot.212215","Spot.212216","Spot.212217","Spot.212218","Spot.212233","Spot.212234","Spot.212235","Spot.212236","Spot.212237","Spot.212252","Spot.212253","Spot.212254","Spot.212255","Spot.212268","Spot.212269","Spot.212270","Spot.212271","Spot.212272","Spot.212291","Spot.212292","Spot.212293","Spot.212294","Spot.212308","Spot.212309","Spot.212310","Spot.212334","Spot.212335","Spot.212336","Spot.212337","Spot.212349","Spot.212350","Spot.212351","Spot.212378","Spot.212379","Spot.212380","Spot.212381","Spot.212395","Spot.212396","Spot.212427","Spot.212428","Spot.212429","Spot.212442","Spot.212443","Spot.212444","Spot.212478","Spot.212479","Spot.212480","Spot.212494","Spot.212495","Spot.212496","Spot.212532","Spot.212533","Spot.212534","Spot.212549","Spot.212550","Spot.212589","Spot.212590","Spot.212591","Spot.212607","Spot.212608","Spot.212609","Spot.212650","Spot.212651","Spot.212652","Spot.212668","Spot.212669","Spot.212670","Spot.212671","Spot.212715","Spot.212732","Spot.212733","Spot.212734","Spot.212735","Spot.212781","Spot.212782","Spot.212783","Spot.212798","Spot.212799","Spot.212800","Spot.212801","Spot.212850","Spot.212851","Spot.212852","Spot.212867","Spot.212868","Spot.212869","Spot.212870","Spot.212871","Spot.212922","Spot.212923","Spot.212940","Spot.212941","Spot.212942","Spot.212943","Spot.212997","Spot.212998","Spot.213016","Spot.213017","Spot.213018","Spot.213075","Spot.213076","Spot.213077","Spot.213094","Spot.213095","Spot.213096","Spot.213156","Spot.213157","Spot.213158","Spot.213175","Spot.213176","Spot.213177","Spot.213178","Spot.213179","Spot.213241","Spot.213242","Spot.213243","Spot.213261","Spot.213262","Spot.213263","Spot.213264","Spot.213265","Spot.213266","Spot.213331","Spot.213332","Spot.213352","Spot.213353","Spot.213354","Spot.213355","Spot.213356","Spot.213357","Spot.213358","Spot.213359","Spot.213427","Spot.213428","Spot.213448","Spot.213449","Spot.213450","Spot.213451","Spot.213452","Spot.213453","Spot.213487","Spot.213525","Spot.213526","Spot.213527","Spot.213548","Spot.213549","Spot.213626","Spot.213627","Spot.213728","Spot.213729","Spot.213831","Spot.213832","Spot.213876","Spot.213981"
"LPIO170_1",7059.473454,7802.126314,7615.31864,5883.937737,7522.907971,12679.75364,0,8820.041296,10045.75812,7607.747783,11888.05495,5771.99557,9226.552764,9167.506498,5068.814438,10260.74961,6918.504517,5663.110768,10913.07832,9568.186226,9181.586599,0,16498.35159,5515.736007,13486.76093,7654.777112,8242.256291,8205.220984,7869.816347,0,0,7644.931428,8608.835647,0,6214.274425,8307.474177,11340.12416,9865.184943,8957.43842,7274.342963,7496.452507,5350.199201,7917.920549,5692.566086,0,10257.52726,8548.707567,8932.510479,14371.04706,0,8217.35224,9201.615909,12401.0647,8220.402319,8165.227052,0,10217.75877,6903.067669,13722.30955,12038.8466,12746.66989,8090.350739,8791.39736,9513.609303,10860.15894,12290.00295,0,7467.488772,4879.364813,7922.967025,15574.27395,5915.080842,10220.40439,7275.568614,10314.125,10696.27569,16427.46203,7295.657968,9532.029878,14985.44688,5703.510415,9015.656862,12089.12229,0,5879.163501,7752.900244,15504.78161,10179.17079,15989.8782,10957.48151,12504.81353,10488.05871,5297.97358,9499.164474,7435.600568,10672.0735,6926.382509,13696.74022,10795.00594,13941.55314,6187.583455,9313.671168,6449.53223,11073.36331,5444.266856,8836.694646,8496.874866,5708.982568,8102.655884,7469.06614,0,18079.02558,7703.439719,7907.551799,7957.045421,8600.590203,9177.729099,6775.299851,7819.250953,11757.69285,8676.775289,8907.725367,9217.571289,10590.15486,6824.914586,8381.995282,7239.004565,7440.071535,11091.48187,9132.28732,8782.81777,9156.682686,16186.05316,8881.699431,10724.73794,11509.53176,12462.28368,8552.411609,0,17913.12068,15173.97477,7500.063969,8488.413679,10753.13576,0,7428.110895,6831.630457,7391.045608,12936.59065,5030.828166,6246.20834,8745.521962,0,25530.58983,6855.789198,5221.651212,0,0,9532.117566,7013.736309,7916.605548,8722.005553,10004.11691,10371.75242,6884.227877,11427.25215,6728.508401,11829.53499,12811.43866,10280.07306,10113.23186,10682.46051,14774.75167,6499.455784,6248.425655,5565.516116,9878.632932,11390.40445,6994.9549
"LPIO170_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5966.447263,0,0,0,0,0,0,0,0,0,0,0,0,0,7067.662885,0,0,0,0,0,0,0,0,0,0,0,5738.750836,0,0,0,0,0,8697.147559,4888.005013,0,0,0,0,0,0,0,0,0,0,4505.776393,0,0,0,0,4486.92511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6662.063261,0,0,0,0,4946.275757,4695.348297,5236.641518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4561.95999,0,0,0,0,0,0,0,0,0,0,0,0,6701.118731,4792.792383,4939.036182
"LPIO182_0",84081.44029,87571.80572,110797.3608,92377.40128,89836.09713,159273.1598,133871.0504,116380.8327,106538.9213,112065.4085,92261.93294,76301.75318,77609.63316,105012.8902,76198.55365,149077.4812,142892.5739,74418.01049,110355.0092,120808.0008,103152.3224,112437.9626,108064.8086,91673.98519,99108.12383,133479.5491,111766.729,91577.6905,64369.87769,86345.61241,118396.2397,145462.6737,136742.515,90712.78649,79122.35624,151958.7161,125727.8447,54347.61359,64995.05665,107792.7446,124140.5766,89419.59757,124935.1944,62785.27328,152219.6185,201053.7386,83633.3519,87059.02974,147287.1495,99686.11454,138206.1189,143955.2669,116505.2879,105671.5961,70604.66599,170744.5898,122019.1625,92711.64484,101907.5532,83977.29796,56428.04109,78182.34638,77451.71918,87938.21083,109826.9099,68625.80533,54527.61156,115236.5172,98732.72473,114787.3567,173625.9492,79015.00667,81567.50376,104588.7279,78385.56892,117154.0227,130155.3672,99045.19607,80719.27194,113916.438,73188.46696,99878.27564,124965.0605,101121.8814,114972.1225,80354.65722,172929.1934,122493.2959,106295.5337,134581.7123,154407.3981,108744.9318,92263.38489,106341.3874,79701.13355,108000.0533,114857.4825,75642.33868,117325.0051,183591.7184,77302.16059,69063.98567,83732.07486,109436.4415,80617.18315,100796.8881,110011.3212,60737.68094,89460.22178,82235.96834,110979.0744,131692.0683,110384.5812,82958.15901,109164.4633,61191.02699,126358.2839,121667.3611,79460.10081,115603.1842,100101.7863,68525.91683,151469.4798,114814.312,94177.41231,120649.2774,69847.07004,62041.85925,109478.1632,91014.01616,118036.945,139504.1667,176324.3742,61972.85674,88292.28959,89245.84652,135006.5026,85081.02056,131442.825,160213.123,222065.0605,56648.31097,96618.9846,88966.31292,123151.2749,108399.7763,97284.64673,115068.602,86836.32834,66817.52845,78180.72145,93357.00711,113180.4714,162928.3577,94295.61505,83523.46641,69074.78322,161869.2725,82930.15326,66571.8714,103435.6922,112296.6147,103474.8361,90015.75228,64480.90695,98080.92759,75628.22712,161093.8893,89397.73722,88482.18898,130450.0811,81816.03985,119827.5444,75575.29001,79578.26856,82760.8206,130213.7877,67333.54302,61791.33518
"LPIO182_1",24795.10462,26389.54495,36343.9958,47678.78316,43796.98626,80828.98132,75467.24044,31506.62951,75193.55265,60635.12438,38225.84363,49007.80104,49897.50145,64595.59005,49489.22983,40662.33633,49677.97814,46808.99912,59303.56082,30506.96681,35502.86665,57030.66635,70629.97719,66268.86954,62624.74255,39621.14601,63476.45702,53557.06458,41550.30763,47869.4186,61886.64711,82178.5506,85892.60899,46421.4315,49896.13914,49011.03972,71341.72018,31580.93649,33562.15714,63667.23945,70290.66327,30837.22363,32660.30001,27181.33,79851.92387,75074.45574,34880.75522,27332.01531,100385.8853,40000.18692,69986.5805,62600.06981,55080.95204,52582.54812,40183.44529,81477.89797,72646.50677,17623.465,54044.97366,47031.95669,32812.6761,26406.16231,28875.69422,47403.79648,52488.66388,52780.55755,42763.51704,39454.46924,27662.84562,50437.45296,69054.71563,26540.17874,28227.7533,61267.69675,26664.44969,66201.16623,42243.71122,37308.60273,33166.9507,47943.67061,32111.14249,27907.39255,63116.89531,39068.72562,65291.97976,30733.86256,55489.69949,39345.58395,34060.97144,82086.41948,77343.7765,66570.79166,37052.4481,50773.32161,40233.80171,53007.30072,72946.8217,47449.88424,60896.66466,95712.88391,38075.61173,57088.15453,53270.07276,36468.32452,27450.38761,34918.54082,57381.95835,38467.78236,39006.99006,54278.76845,56824.7201,87902.0805,59287.25302,37276.82207,41245.41218,44254.21497,47500.2926,42691.55365,28124.08754,78183.36551,61993.64289,53751.29695,58051.09427,67280.22949,33740.92627,34119.14236,25349.39649,41177.03135,42344.58849,34550.59085,33716.37287,51562.65983,50694.57281,41442.09716,32533.93691,57285.69208,41917.4618,31251.50789,74135.02111,106465.8254,71042.303,30059.03973,30192.277,32572.80297,41746.50691,43474.91729,54447.98768,39280.92881,56953.65299,28038.39648,42538.78719,54652.63623,73949.66521,92665.71751,28434.05721,27997.66372,41409.9713,72744.78896,32055.35946,27274.41312,56857.49893,30692.6632,56301.91433,27188.76218,22319.40418,30037.39744,26514.01284,50090.77878,53478.23791,38727.125,74857.34266,59244.78521,41535.21541,32064.663,42379.64181,49226.49247,47454.38641,44715.8247,27422.17173
"LPIO182_2",10868.30725,6637.703773,11816.71369,13634.94671,14164.71207,17108.20922,8723.546496,16300.01551,12787.88202,6484.347564,9939.232009,9504.057249,14600.87838,5592.987865,11325.97003,18880.92201,15743.33591,10575.25069,11495.31277,14973.97524,4620.680251,17906.52615,13549.3308,10458.18275,6163.191487,22206.11816,8848.914351,9285.866765,4060.1906,5117.720325,6815.865647,17522.4285,8731.837084,4685.04299,12195.03119,19952.88722,7428.49626,9884.556021,0,18528.62429,8167.809685,9236.07516,11065.24153,5236.484617,14043.75052,18495.23989,9804.652167,9125.790307,15674.33581,10363.43878,9865.060938,18986.53129,7255.465941,16117.61699,13785.44829,27453.90359,10797.66896,10504.59447,13449.21086,7232.469202,12060.24832,8705.611711,10710.27779,3625.153362,12968.81686,16621.38279,15510.53152,18137.43095,7875.252195,16325.24371,18776.64909,7615.842658,22321.79201,6104.573312,5330.548053,9753.635995,20836.34824,6735.375893,10444.75029,12152.09267,15921.92563,11723.02515,15625.57386,11392.77071,15754.87752,10099.45066,24164.88957,19391.30025,13504.74076,13627.26361,17017.60694,15247.02754,11649.42056,11876.35928,12759.2914,11120.38752,14192.52977,10243.983,7176.907348,9694.411412,11342.17688,4135.001687,8652.127122,6999.949187,8554.134782,14242.08947,26104.16952,7192.080231,0,18277.38828,5669.618489,7276.845824,8925.117762,15273.35086,8640.86803,5437.260169,21491.69648,16278.31825,15122.48592,6720.467771,15228.49376,8485.211559,19457.36544,13805.54751,9433.789886,6674.932502,4835.513881,8540.784096,15693.12795,10473.87407,9402.191613,7825.577043,11454.88275,12032.64162,13379.50604,15682.30222,16882.98552,10153.73946,21167.85968,16310.1043,9721.692848,3648.439981,9369.583729,9980.956361,20762.16484,12086.32129,8377.631347,16091.60288,16187.68996,11767.39575,9052.925523,7982.020236,17497.53984,23305.4938,8857.901966,6553.452464,10279.9695,16273.68675,8403.437131,13906.45203,12653.57417,16086.78739,8361.702536,18004.18705,11373.62891,14923.33446,9212.068578,19137.9323,7866.202988,13361.82771,0,7642.346556,10403.36271,9013.846387,7572.21627,7168.189271,7764.320972,9456.978286,11344.89714
"ST302_0",62165.90423,64173.26279,72464.63937,58943.51328,83096.04023,90472.47932,108123.1933,58753.10796,81645.90117,79677.85646,71704.01771,65849.71274,73443.52525,68739.64152,64153.45291,75263.48224,86955.65323,49965.72076,61743.69921,55518.36556,53202.97536,79989.37352,84223.11024,68643.47415,64792.84182,87784.78678,75627.72678,62673.94506,47762.93671,72644.91318,84138.85271,89120.69023,89819.63132,42594.17454,54347.34737,91706.91903,96770.42051,48793.8024,65322.22061,98412.86631,67255.60604,53394.02976,68980.31695,46419.10822,77314.85619,141656.277,79505.58125,76179.5274,89850.6394,61119.98707,87636.33328,104224.5224,84712.96751,65701.36486,57687.73772,99326.5077,102086.124,35330.8307,70903.24095,48449.19183,48906.79753,58071.00268,54219.78221,57154.40454,68673.89451,92126.44829,55696.41696,74449.13899,59054.95883,87639.2661,106895.2731,54952.25898,61887.94868,53045.09357,44577.19438,66593.18352,78231.87776,85183.52091,45833.52136,78241.56562,51830.70608,64000.1811,87204.09629,58273.12461,73171.748,49633.44991,91360.98992,85848.95175,88874.32205,115888.0773,102572.9947,67758.21299,51817.04888,64737.516,61586.03987,78129.60271,87696.57978,51927.16853,85297.50627,123379.8859,53642.83122,65305.75635,62637.38535,71843.11585,51711.00505,64265.30305,77218.08382,57484.67812,68451.85335,71469.23079,73765.46589,104524.6572,73919.15325,58495.83566,76841.02514,62868.47149,86253.84596,69855.46569,72118.82779,92027.73867,76394.18606,71454.07825,104486.1542,66045.7031,65931.0605,78370.13642,49523.01206,51844.12554,74104.62233,64243.87382,81215.07603,106267.5998,100104.1405,59023.59523,66678.34378,84413.63026,62921.29153,51867.5199,97050.88596,108579.7701,137665.6215,51049.52487,69658.92839,59292.39461,80425.17506,52651.66134,61635.40142,83626.11738,66495.29863,53447.58358,63578.08252,69723.55251,95994.06225,110022.9881,66672.20865,50065.31188,57045.0893,94005.27897,58921.55273,51230.65793,82563.04571,71755.70611,75268.96584,60793.67023,55974.65319,77157.2347,50146.64909,75290.58777,74795.0674,83949.1326,79537.11608,48563.75128,78059.51974,50255.86222,37120.43411,56684.86577,99069.53799,58637.9487,82124.24861
"ST302_1",33227.06066,31623.93678,31245.85241,16706.26474,25289.3811,49379.43382,27342.03709,26909.1364,22214.0957,32208.58336,20745.9427,22696.84976,33336.69546,22756.88504,21630.87768,43626.40037,31561.47845,16077.94314,30370.10056,19890.96017,16831.45833,33073.08322,25919.46136,23373.11074,28446.97993,29539.76354,41581.2144,29358.89889,15126.74025,27899.22982,38799.70233,38660.1855,30938.34139,27944.35715,29166.11801,40221.33465,34871.39855,22809.28245,25545.55396,29049.88654,39309.44758,32104.3067,27290.54349,32394.85951,25600.81713,45654.39052,29511.62406,25517.4125,27867.81117,27244.4522,29767.14312,40180.63761,30653.98337,24501.34321,28259.089,43694.55314,39561.06413,22426.85912,27559.53143,27591.47393,36991.35903,20312.49762,21322.99309,22280.08894,22581.67729,46284.2036,32400.70511,40068.19732,30299.15235,27405.06917,37844.28499,24608.15049,36925.58106,22347.56673,24679.8598,34590.61213,45996.14431,23046.87248,27411.11074,38747.70967,33234.89918,21790.66814,42150.22075,27895.83793,34520.17995,25925.38614,32232.1555,24152.25977,32010.48279,44998.14966,37158.11078,40526.95759,20643.52139,26572.91166,36949.57653,35367.59921,23216.79434,28440.56242,29505.31394,48089.53459,23751.16553,36482.96159,16175.14795,21408.24286,28353.63038,18384.20053,33919.1021,16096.75166,19255.50064,39087.30626,27456.6059,42051.48843,32089.09087,38588.02686,40375.67797,21992.09627,29367.75385,20173.35335,24145.14296,26243.83733,31356.95658,19048.2684,39726.4352,46998.34466,28494.12457,31966.86913,14673.06544,18282.06594,34367.89917,34028.24496,48724.71323,36915.8362,40119.76352,14907.86421,21131.7531,29741.94014,40833.53519,19813.93134,54182.97666,57765.85335,67060.7582,17858.37813,29924.75475,18189.19958,35998.93582,33904.21315,17835.53317,38668.03841,21126.85447,24234.21998,25522.34755,20178.85666,36340.52816,43004.37867,23288.09845,21558.8471,21597.70937,46404.60332,19422.82271,32904.14097,32586.99028,36448.57615,33057.59782,15335.97071,17604.80376,19145.10335,14556.94904,38843.77577,26844.82688,26551.463,51343.0198,30448.45339,20303.90727,26777.67793,17784.1952,21710.96934,32055.00064,31829.66809,34067.44697
"ST301_0",248542.442,223961.2269,264754.0592,197835.1574,281781.7678,335037.7962,289928.6275,260411.8541,218677.6554,236333.4174,209157.5249,248661.0621,266186.2541,302815.1059,241191.6618,300410.2397,306488.4648,169163.1113,238522.5014,273196.0972,235295.5156,281978.8138,343117.6607,284233.6196,356826.0178,295998.0416,244481.9612,223575.4119,252681.1603,248508.8636,283439.865,282528.3772,331173.0505,267698.1741,267620.1191,279974.7122,300750.7603,180967.238,233913.2273,253467.5827,240066.1794,220587.8201,360726.2022,279644.5733,275024.2152,416545.026,309583.1481,273331.7296,323574.9277,288272.0065,267220.4842,315102.5045,268615.5552,340691.8763,281821.2682,326091.7407,327630.7891,252190.3497,281968.0217,294757.1864,320408.7738,230052.741,215405.6769,259092.8709,217872.6426,325010.4861,288652.9996,258357.438,210588.5959,307297.2757,416952.2151,248243.9672,285929.2874,168983.8979,251431.1397,303289.7885,326678.5936,312812.2026,274074.8158,270095.3793,311873.8113,209324.866,336524.0026,249212.2697,253489.4338,365541.6755,366399.9458,247225.9539,370785.4086,375919.8651,324392.2794,253289.9199,352161.3017,254615.9572,214161.9152,358561.7441,231508.4177,279008.7836,457789.3844,333128.7432,242235.0628,233987.4545,215621.1337,272709.3423,244214.0191,253295.4991,312006.7088,242317.6072,321200.6119,314293.8123,215271.6429,314371.502,318175.681,234399.9281,284006.5515,266220.8822,326860.5885,251321.2367,335850.3067,333449.2786,291967.6994,233385.0645,302605.9476,463935.9827,264359.7902,261392.3719,212536.7493,219226.0581,232999.2333,247607.4728,329654.4415,280876.8629,366104.0943,220751.0889,239043.634,232917.8546,236852.3842,260116.3679,392028.1342,328012.9129,428726.9085,198327.3468,260913.298,229680.9074,242526.3665,228665.6788,234435.4768,334331.5495,279457.2054,214399.3861,216827.9694,242874.2749,244014.7412,301983.0595,189069.2754,232032.6322,295567.151,331876.5787,374672.4682,223326.3076,277128.8947,255353.7014,222837.3921,213456.3519,264382.0019,310318.4287,236535.3997,350385.1651,286970.0652,277489.828,430235.4307,259789.3711,314304.5268,254499.9317,175961.5493,202359.6076,402641.5059,333537.2549,300517.1008
"ST301_1",92758.21733,107838.9004,79667.52628,60535.61286,86255.09314,81626.58043,114732.2804,73349.40358,75567.73845,78207.51277,86880.39467,73887.7829,89139.56792,75228.4204,74918.56078,98616.82391,98897.11868,51619.19899,73537.30521,83664.22872,54352.57638,86855.77176,93110.81142,123998.1412,99633.95538,94665.03225,73233.41165,72494.94991,66893.86981,72857.03542,70888.13665,87542.76702,83096.71705,73411.55125,69484.50391,73314.00769,83579.41701,66461.67616,77473.11571,72715.50935,111393.6969,61062.86555,84903.42548,81250.14677,56018.59608,154310.1277,106433.8227,83749.18625,104361.5683,86496.8057,97540.98999,91674.81069,74137.66534,101833.5306,102684.9052,91049.55655,97563.38653,72669.16147,97347.1844,85047.25577,90944.1931,81839.77879,62206.59265,89445.85527,62603.04919,165737.6836,81544.14986,77089.75311,69688.45301,86128.84688,108239.4684,84180.91582,131134.23,58107.56941,74291.11936,73127.95702,108866.7728,84178.97392,81019.70931,78274.86751,79438.64285,101942.6777,121435.1816,75413.24794,111796.8637,80280.29603,85812.61646,69905.15697,104198.2785,160964.5806,86408.05255,68211.77023,94825.44805,75875.91675,71328.2733,117256.8482,59829.70058,75191.94366,121929.8133,138615.0722,70111.16833,112117.0499,81704.74657,75651.06489,65490.92325,75922.07469,83678.61807,72661.84096,61257.28279,61118.75053,79453.57742,94403.35606,95203.25967,116221.9413,100181.2085,80453.21802,75073.93943,116328.8135,128596.3302,124937.7409,71680.21617,80005.37872,146169.6083,102468.7239,93732.85228,107828.4427,65680.07729,59575.62096,67781.59515,62238.57316,81110.40392,75325.61672,178028.1999,93509.46991,60114.19991,64560.31316,74511.12208,68900.97709,165806.3204,102901.0322,133130.3244,64794.70351,120810.1991,76776.4517,82059.08622,67201.49461,105888.094,93465.93266,89034.84989,63726.2157,81520.01301,66918.7224,86232.28392,129003.8416,52481.05747,64087.3153,105604.0698,88155.09903,95610.20867,68454.12402,85785.84098,80010.43939,45190.79415,73582.97946,71156.29582,65044.08691,76850.55657,101515.5672,98395.97283,85555.32649,129289.5175,59030.25093,93744.58164,87142.57842,53106.99085,92404.37596,109357.1462,83188.26345,68156.07208
"ST301_2",13430.05171,19712.34163,11136.14226,14819.02624,25354.0518,18384.33789,30554.92996,18159.55929,20509.20967,18635.87577,8061.862301,16138.38197,23045.71055,23596.89401,19908.1026,23105.56667,19114.02301,7826.071864,20909.67544,17365.07585,15303.76044,22784.27714,22960.32784,22273.64858,11180.5549,19745.01756,18206.46888,15797.71683,14998.09196,18676.78339,18757.37473,23697.15037,12798.74066,14837.67529,17434.44021,26393.95565,22318.07226,16011.7939,18430.83102,16929.07705,9408.735949,15790.03849,30123.07227,20482.293,17165.1713,39817.20915,21566.29167,19104.50695,30826.42489,15488.38872,23316.36399,23446.67442,20145.90724,22067.7353,17558.47503,22099.93616,24059.16633,11473.47586,18097.30312,18806.20361,19059.35853,18601.84602,13870.40481,18249.96277,8194.116473,24948.11616,27059.08797,19538.00036,18478.58209,19577.99556,29167.13427,16123.60446,29568.47668,14155.04014,15487.45651,22271.57688,14672.21969,22440.01888,20159.55543,31968.60735,27899.85471,13710.66737,22422.85702,21584.83265,17925.24124,19276.03112,27445.38956,19715.55782,23530.7139,17734.44575,18890.99607,20348.82124,20249.81406,22259.37743,19282.85407,23732.46205,22092.65878,17079.53422,31867.35506,29301.16797,16446.45193,16872.22867,18827.74805,26622.01297,19092.83939,16435.5815,28287.05978,13209.18439,24358.99578,25439.46485,20324.29426,30058.09423,19211.63559,10511.10212,18110.04649,19894.23399,30753.54207,19316.08321,17380.11143,22034.39532,20758.13542,19545.28369,21853.58511,24032.83163,15571.12491,17860.91911,13707.47264,14117.82432,18352.13687,8007.996513,9943.322918,26067.74365,14449.24148,19295.13305,17804.06599,20625.82404,19327.01016,17673.96133,27611.62063,18794.45571,18024.55234,15017.76365,20227.97894,19525.70454,20049.7084,23570.33603,24855.05157,10373.64622,22200.09871,21445.6914,9333.511086,20233.9416,19719.84277,22556.56629,6515.975109,19563.16671,33857.38901,26408.07623,20215.27501,15711.77861,22530.8356,18033.49694,18355.21653,14008.76821,16425.13647,21189.60358,7603.388273,29046.97173,22267.32018,25457.6553,34800.77997,17707.32209,26162.94362,17457.68205,16906.17878,14144.07856,27141.35837,23694.50713,16642.74017
