Measurements.Samples,Spot.160466,Spot.160500,Spot.160501,Spot.160502,Spot.160503,Spot.160504,Spot.160505,Spot.160506,Spot.160507,Spot.160508,Spot.160509,Spot.160510,Spot.160511,Spot.160512,Spot.160540,Spot.160541,Spot.160542,Spot.160543,Spot.160544,Spot.160545,Spot.160546,Spot.160547,Spot.160548,Spot.160549,Spot.160550,Spot.160551,Spot.160552,Spot.160553,Spot.160554,Spot.160555,Spot.160556,Spot.160557,Spot.160558,Spot.160559,Spot.160585,Spot.160586,Spot.160587,Spot.160588,Spot.160589,Spot.160590,Spot.160591,Spot.160603,Spot.160604,Spot.160605,Spot.160606,Spot.160607,Spot.160610,Spot.160611,Spot.160612,Spot.160613,Spot.160633,Spot.160634,Spot.160635,Spot.160636,Spot.160660,Spot.160661,Spot.160662,Spot.160663,Spot.160664,Spot.160665,Spot.160666,Spot.160685,Spot.160686,Spot.160687,Spot.160688,Spot.160718,Spot.160719,Spot.160720,Spot.160721,Spot.160722,Spot.160723,Spot.160724,Spot.160725,Spot.160742,Spot.160743,Spot.160779,Spot.160780,Spot.160781,Spot.160782,Spot.160783,Spot.160784,Spot.160802,Spot.160803,Spot.160804,Spot.160845,Spot.160846,Spot.160847,Spot.160848,Spot.160866,Spot.160867,Spot.160868,Spot.160913,Spot.160914,Spot.160915,Spot.160916,Spot.160934,Spot.160935,Spot.160936,Spot.160984,Spot.160985,Spot.160986,Spot.160987,Spot.161005,Spot.161006,Spot.161007,Spot.161058,Spot.161059,Spot.161060,Spot.161061,Spot.161079,Spot.161080,Spot.161135,Spot.161136,Spot.161156,Spot.161157,Spot.161214,Spot.161215,Spot.161237,Spot.161238,Spot.161297,Spot.161321,Spot.161322,Spot.161323,Spot.161408,Spot.161409,Spot.161498,Spot.161499,Spot.161589,Spot.161590,Spot.161681,Spot.161682,Spot.161683,Spot.161774,Spot.161775,Spot.161776,Spot.161869,Spot.161870,Spot.161871,Spot.161966,Spot.161967,Spot.161968,Spot.162000,Spot.162006,Spot.162066,Spot.162067,Spot.162068,Spot.162107,Spot.162166,Spot.162167,Spot.162168,Spot.162265,Spot.162266,Spot.162267,Spot.162268,Spot.162365,Spot.162366,Spot.162367,Spot.162406,Spot.162464,Spot.162468,Spot.162496,Spot.162509,Spot.162564,Spot.162565,Spot.162566,Spot.162567,Spot.162612,Spot.162667,Spot.162668,Spot.162669,Spot.163105,Spot.163130,Spot.163207,Spot.163211,Spot.163831
PE386_2,167235.6652,256127.1768,168248.2576,260148.9615,146734.9751,179464.4352,182664.5341,170973.2711,196596.3827,258775.8485,157913.356,455492.0501,409668.762,185534.6465,202577.7854,121024.9576,124966.4285,504244.2084,302701.0113,139662.3848,82809.55439,137603.3107,171695.763,253398.095,205325.9547,113983.1495,268391.6734,142600.1956,336241.4795,131441.0912,324528.1253,225369.7015,110895.7877,229805.9727,166906.6391,218330.7423,210479.0199,205986.6449,150903.7646,249584.3488,125208.9297,116320.9021,188009.0018,229352.8086,226627.894,170195.5727,232500.927,327846.9489,224232.4347,190057.1368,273479.223,144521.2876,353134.6406,159768.2103,433577.4341,251402.6723,224412.1833,380453.4946,322619.918,161767.7953,338643.7413,297079.3709,389725.9314,130168.3156,169594.1822,193548.0485,256237.0021,202076.4324,251948.7197,204993.6422,242156.8411,380005.5954,197862.9973,218255.6321,195425.5264,506603.8283,460772.7229,202785.4204,162718.6606,211198.4168,422475.2787,368234.5388,339581.1264,496590.8539,104737.28,218102.5564,155866.6009,124587.6506,163106.9734,240610.1903,208343.5989,242355.0126,196753.6027,180541.0485,255438.8277,237347.6017,208253.238,173249.5176,253854.3184,212028.1943,169719.2512,157110.4683,339095.49,213435.2673,229016.4671,145975.2252,142719.8321,340298.62,133916.5365,130051.2636,357027.8804,142922.6859,207719.6324,275320.7313,212216.0555,110260.9179,567990.4683,113107.7225,204101.0829,223199.0816,144570.9185,140563.7667,333794.9249,208616.413,265283.2985,184543.0454,231512.3261,114722.4478,252021.8151,330178.3954,152012.9586,129191.5983,321949.9126,113059.1383,383806.1911,131655.64,176012.0098,154105.6708,260527.0424,150426.7001,199583.1672,101363.142,171727.7795,19346.73092,87823.9212,229245.5132,145556.9844,207255.6846,134888.7639,106431.0316,160103.067,285204.3438,162083.8383,9426.409186,187145.8432,143218.9513,146822.2149,170604.2303,156471.2244,214709.283,127720.6437,215016.1984,134969.1743,247185.4339,129079.7129,153033.4196,99207.05053,118351.1288,177571.4576,175401.4383,181830.9776,140047.5847,196701.9652,396900.3733,307582.5006
PE386_3,154542.0857,177527.862,169567.6498,207868.5631,139494.9077,127796.1056,137910.3209,197121.5072,139390.5613,199490.0098,154099.3725,305042.7438,298735.2617,167073.2864,179523.1715,126154.9886,101185.4864,314560.2272,195359.7601,176745.016,92085.74787,95095.44828,200064.5131,119150.423,147889.7393,75860.43859,281371.5108,107949.8786,187216.2644,87486.62321,192912.9131,157220.5976,92843.84407,132040.6642,154889.86,147622.6794,134436.0234,73284.32064,130196.9603,269536.3674,85375.63685,94395.4473,203134.1487,204774.678,214321.2765,188994.2965,157177.5784,147719.3837,220587.1462,144031.1363,174125.4598,99856.39405,198566.5074,190072.2626,212864.7852,145704.3674,136698.86,238590.375,152710.0458,296397.6844,0,166430.3552,170557.7209,89802.46753,116103.029,183052.6546,184852.1976,175523.3072,158299.9657,222995.4997,107806.6577,0,172017.6904,181912.7165,396395.8148,0,306502.0439,159668.0541,187326.963,131700.3275,199237.8998,165188.7045,264042.8634,243862.9487,105830.0218,191475.6907,115288.8529,121891.1784,113473.7077,112835.6932,166720.9626,0,88904.87316,151240.0628,200820.0751,178119.9222,214932.9932,119501.0605,165895.1073,164734.4669,91912.46138,124256.8535,240437.8419,92300.78956,239916.6134,130142.6541,101020.6172,333905.3631,127141.2654,122156.2224,365951.738,91733.91907,125275.2456,328597.5773,256563.7933,105634.9523,321425.2581,147771.4742,151218.2156,174887.0304,138770.8056,101490.2106,156052.9456,150352.4124,277238.8264,119451.9424,178270.0814,102786.6618,158382.2884,281909.9149,118435.2148,108826.4883,185046.4227,70005.52968,179392.7833,117843.8534,65434.44558,113690.8054,120194.5268,106194.9692,133551.0376,84657.89429,92526.56795,13268.45552,87679.56701,133260.1751,114795.8198,134181.6052,130862.9645,158276.8882,163072.4858,148084.2981,98181.47896,7276.93586,234178.9924,118391.5519,103348.7724,138753.8728,92433.2918,201161.4198,105466.8027,255103.5463,130329.6699,146963.7257,107713.4933,151430.3572,84945.96865,0,109520.1937,235931.435,145842.3631,201821.877,90554.89133,164830.6953,160721.6818
PE384_0,1230464.733,1876035.383,1360406.402,1446739.879,894206.5144,1283580.481,1309648.458,1043204.748,1189353.804,1510352.948,1199649.943,1661733.883,1991300.385,1370338.55,1484819.925,647829.4928,842347.9668,2267462.757,1558421.814,1305849.427,824436.3657,1061214.466,1243986.771,1233247.89,1588396.812,1038647.497,2395218.769,928442.1135,1670108.712,1010834.813,1701520.763,1588041.362,704623.1367,1092077.644,1298356.025,891389.8569,1352464.093,874078.7893,1072300.555,1761797.654,1184089.156,1042313.988,1756278.785,1609233.028,1891865.875,1566112.719,1260068.712,1603925.876,1710432.701,1274503.753,1733951.513,770120.4776,2457699.12,1625916.842,1806999.299,1116013.238,1177877.688,1732829.14,1286700.294,1260534.374,1316851.947,1622156.71,1628378.168,1007073.563,1382781.376,1365150.608,1630554.934,1541996.581,1383828.298,1291869.329,980033.6448,1570796.196,1421674.976,1437836.467,1528444.139,2750377.665,2209097.403,1262186.82,1243085.297,1637675.77,1341645.997,1173927.478,1895047.716,1908331.966,1102679.639,1715533.481,1435015.372,797646.935,868528.0209,979931.143,1817714.103,1125066.795,857760.9566,1164294.09,1618475.538,1366691.33,1473353.018,1138125.461,1757448.321,1398720.123,1006929.754,1215566.689,1268697.87,1186494.262,2122604.823,1422577.661,1248852.11,2207682.883,1136681.702,1059831.173,1897122.783,994727.9453,1166156.856,1766641.523,1280593.524,1167333.909,2235296.697,1184284.685,1110253.436,1653995.105,1207623.659,961400.4896,1914512.113,1379362.434,1699423.318,1350482.488,1769576.027,863921.4555,1606909.692,2084496.785,1108757.23,1527082.252,1242852.284,912399.6867,1987999.077,969092.4144,760645.0219,1221175.173,1180040.546,1188860.495,1759181.831,656414.2479,867626.9088,120618.1642,712460.4488,1650830.404,881755.4441,1188399.587,1005800.138,1219365.326,1167338.476,982081.6311,907772.5729,87401.4171,936073.7037,940310.535,928178.2088,1173451.573,710255.8711,1804632.86,854611.9605,1489000.655,1076207.168,1244864.254,564587.0347,1570958.942,586027.691,645726.9953,1132749.358,1461006.282,1249608.069,885832.5917,870356.8392,1291110.325,1591639.853
PE384_1,676868.3242,1110298.824,981980.3136,772893.902,554245.2798,699592.095,754201.5028,585840.0178,779773.0349,943001.9762,800891.9818,969159.7791,1539106.611,868345.2134,1020000.137,440640.4906,510051.919,1456088.497,980380.3289,841591.6395,580458.2636,672146.4762,820623.9234,703119.968,807789.8197,601444.2242,1641548.951,637163.5762,1200469.378,599760.7736,1070438.855,819536.0667,490833.9836,723536.8461,780742.1415,592749.6584,744608.846,543647.127,712300.3117,1132715.983,797191.6904,520817.7339,1025644.118,1014886.577,1112075.692,1034330.869,846184.7562,1084379.453,992256.6682,828431.8467,964163.9206,521293.0978,1499687.146,833496.3126,1023231.059,673158.9548,682175.0492,989554.3828,661182.0029,807463.6207,794154.2826,1013433.571,983646.1783,676135.1395,832760.6693,780048.9577,993010.004,1098087.896,869742.1899,822424.0724,645203.1959,1079791.815,870241.6403,796927.2201,932046.8876,1749135.42,1224110.266,794179.0009,753661.4896,1133418.55,988616.4804,797187.7394,1147425.483,1307085.581,677820.7769,958518.033,843272.2184,514748.3203,595896.516,561549.4136,924755.3735,709646.3597,558458.9459,675581.5848,962192.3264,969324.939,879451.3256,681609.3589,931445.9667,974261.6817,582215.5736,746757.2315,858827.2987,724148.4927,1101652.588,939793.0627,809985.7233,1502120.427,616537.2308,747917.921,1420010.81,672399.0391,831821.58,1038477.475,1056949.392,793759.2583,1233671.306,779434.9652,696192.5572,969072.0271,651405.7406,722491.4741,1052934.822,893757.0587,1013075.25,854147.197,1223887.34,515733.6989,889268.355,1386025.297,629770.7527,783853.165,622753.4313,494133.7995,1152771.923,542827.6054,449542.5998,742654.079,816891.4398,744022.1094,1190900.909,414524.7461,571408.706,78590.7451,488934.38,905668.1971,510881.0999,739990.0405,645125.8659,661054.8704,768125.7543,688801.6521,679055.2077,47240.59411,504163.8246,499803.198,679895.7753,742095.566,444861.1255,1094573.749,544152.9685,983997.9271,628714.3082,715087.9736,426518.9735,996337.3418,451797.138,341686.9851,801878.3875,874214.7413,801621.4466,596732.3757,485987.7755,874358.7504,1159222.698
PE384_2,239817.6205,295706.6662,216009.7262,301872.5291,162958.8706,288165.4355,233979.4254,187913.8705,400482.0023,346709.8712,409744.9408,395490.7959,356298.8162,251723.6042,257530.4662,148895.0835,169112.7803,672736.4061,362714.3618,302449.9539,196722.3176,184882.8346,209402.4231,254859.3836,242174.2563,164061.6468,588868.6628,182934.0499,349025.2541,226862.0452,346101.1684,392555.1722,248623.13,229162.5789,259638.6564,333659.5807,350326.9482,163938.4198,169191.8988,294424.5614,229389.853,180914.6356,451323.568,514312.3949,391999.0438,401949.9489,271999.0883,510736.5676,389756.5958,261962.551,340019.0061,272704.1931,517909.2161,247630.8459,406166.4788,417106.2212,223953.6566,319184.9614,277511.9024,273494.5808,270493.4866,312734.4877,378254.5065,201867.9992,291713.4137,287140.2103,257702.2356,309806.3754,263908.9728,230674.6246,179503.316,292214.365,226954.7976,441906.8924,345173.9497,471735.9621,396370.2791,256688.7478,214773.0811,318588.5602,315794.8328,252973.8719,384450.9986,525258.7988,230140.5416,400621.5763,386865.4461,217694.4838,188307.4528,193222.2913,493248.2861,230074.8065,158224.4597,351164.1698,267394.0604,351458.8057,316585.3453,180846.3132,300911.0441,287782.084,204374.0163,251423.6251,276582.692,222370.3782,372107.8338,290644.7246,209068.0628,488756.5975,199751.6515,303158.6643,695235.819,251191.1077,255296.7168,514880.2608,448607.1686,246438.6835,414344.7172,240183.5714,180001.9008,297499.3704,216133.7015,191271.0755,299720.5941,264977.9054,333307.8678,264740.9313,409659.1014,155007.9412,353979.0148,399604.3876,250120.6683,223235.9635,250782.0693,167076.101,353478.8295,183801.9349,153865.0961,339661.9191,215437.6822,256271.4777,229099.5818,140446.7068,321369.7888,33044.71045,173338.915,378576.9013,234522.8647,267617.375,165350.6582,191718.578,201311.4707,183520.777,243452.1241,9105.29816,238412.0334,228347.6405,150434.0823,270670.4735,148871.1956,342347.8907,172348.1226,375718.6256,205587.573,240748.7181,140763.9208,277163.595,162417.8985,112520.5285,237788.1686,262626.0214,285682.8793,205022.8341,166102.8014,340904.264,270301.0443
PE384_3,47893.2827,94576.10551,105395.7489,126085.7958,48730.69187,104078.9366,89713.4245,109080.416,50415.02859,103028.5333,61323.43474,81111.97197,123604.6826,49704.80289,108098.297,62186.74327,0,136372.8284,132307.0958,66907.07926,47045.02656,52209.52901,100132.2873,82825.16125,78285.69101,41056.90781,146004.0584,50386.70829,96598.02694,41517.00152,138355.5911,76818.56197,62158.20867,41157.08578,61389.63727,0,68890.00415,65080.16652,76102.00144,170583.579,48347.43531,60012.52391,74900.62345,65393.72677,95077.11955,90919.69348,61812.70189,171880.7706,98105.56539,91807.03923,146173.2614,46176.5415,93327.28267,124527.8774,84575.65338,60062.98629,54220.77069,171303.046,97626.1906,113941.1411,64188.41381,80551.85605,99839.89658,84378.37798,80400.05133,56708.74589,154066.9674,107030.898,61121.00559,125833.0858,77072.92155,113910.9176,70264.36575,82116.71911,0,98281.70987,172248.876,105240.4841,109601.13,162043.4019,114885.6606,68874.19409,136095.954,116410.2289,51904.82888,75514.13008,81977.2465,35540.91522,45808.4293,83374.78366,72864.13764,38960.19995,43821.78506,127151.8796,55727.39296,73730.07797,121314.9313,59849.32354,118944.6702,137650.9406,45040.25947,73972.0807,83459.91019,68416.02668,165230.6818,57614.42308,53917.46565,143828.507,70796.82474,0,95333.57149,42773.59338,54596.06332,94062.44776,140314.1348,50211.18556,174925.7143,56028.05852,51581.52306,62409.69698,40596.4736,59424.78329,80223.67911,59651.93741,64722.66685,70088.61456,121608.9318,34665.89452,87295.11633,95612.79212,66273.48594,75929.80864,67094.99701,38222.58773,73164.57707,64799.34183,41894.18994,64010.53286,43103.97289,0,89808.1591,28859.68743,59927.09097,4521.81314,27947.55935,64315.31588,96175.1661,57317.26996,45965.73951,38405.42302,46682.32409,50714.82335,101628.4257,3308.324276,0,53542.76627,44740.27752,51642.17848,66919.09297,116885.4468,42347.31769,119400.486,47944.38643,0,61388.27001,100694.5901,40292.46602,39272.01549,58864.43922,63600.98429,66798.15685,45176.90464,66801.47568,170591.6064,92813.20119
PEO408_0,479095.9303,571301.5656,438591.2477,560378.7136,282489.4934,452253.3056,465774.7911,359893.8732,430564.4687,543079.5478,425034.9681,588566.5923,759686.2584,429874.217,447545.6861,205850.8643,251614.2427,716319.7452,547661.806,364187.3117,220603.6622,336212.2812,465039.9689,384426.7564,491757.0695,282418.4561,672241.2543,288307.3304,475765.7551,319185.0073,562735.4345,532664.3998,255234.2934,337389.7753,433499.913,289705.6021,466809.5082,248560.7354,326837.6536,501349.4791,385118.3862,304947.3221,563816.9442,535543.4616,470092.6545,485361.5462,439723.6589,646452.8113,474129.2209,398854.4638,519388.7826,233701.5201,720329.4271,444664.3068,549621.4879,373077.907,375240.6478,486165.4828,419654.102,351411.2237,437407.0674,537622.8975,553803.7385,342140.8458,386424.775,386128.9942,513421.294,519412.9215,443466.9761,399699.8708,290405.3058,554437.0272,497572.0725,536369.464,487302.3318,657046.3597,589621.4863,353633.5184,312962.5553,487274.6897,393618.3787,407471.0645,624817.1902,611428.9724,334227.2527,458890.8971,393230.8821,257787.1884,368608.0739,349420.176,470807.3494,0,211567.8255,351948.0267,544353.564,452467.5698,411261.1928,361385.0564,585831.7082,441690.9807,322115.4625,371160.0309,502962.8936,416593.3407,643909.5295,525373.3071,347566.1633,646320.6778,397674.1795,347191.5392,505618.7639,268579.5107,382824.6762,588381.2882,417804.2424,401943.9423,551829.3724,394068.0009,307303.0479,524043.9521,399065.0404,373150.4669,525903.2028,389213.4267,540677.8269,363517.4224,572762.0647,264468.5079,518276.5333,700066.044,307809.9833,406129.9616,428998.1855,272252.1581,594879.4655,363417.6883,232147.5269,318320.5439,462046.8379,351150.2296,492733.58,190441.0987,258271.6759,36114.92607,248748.8572,531693.3182,263350.3662,453781.44,270705.7345,352898.484,377433.9161,413648.9752,312140.1241,19517.93282,404330.4183,313090.7681,288374.7908,301131.5316,304626.6809,551171.4532,271738.1362,457300.6142,381073.6397,404136.6123,287776.3909,535516.7626,184044.0427,250993.6703,335759.6553,0,343724.5167,289801.3461,202882.8668,483052.6838,385866.8727
PEO408_1,276465.0211,284221.881,230942.4067,267382.9384,0,225054.2723,256966.9762,170862.575,233733.8336,325756.7805,262069.3115,256412.1253,463825.5457,253344.0978,227911.135,140019.8007,153672.9385,372381.4069,293335.0745,177249.2934,144175.9015,184763.3385,248846.1327,217398.2793,358172.9429,155284.099,535799.0801,148251.7024,241005.6821,160405.0293,392542.873,312452.6845,137980.239,215242.9533,220058.4407,200713.8037,169137.9911,164989.472,195740.9447,403801.226,230038.443,141514.669,270768.3323,291783.1843,297614.6526,244593.0146,238322.7364,373485.6706,299298.0246,259361.6493,353446.6521,183969.0948,400341.0003,295202.9331,312248.1546,116176.4064,226172.5933,318544.1381,285821.5327,178873.007,230931.4374,260241.7357,241031.6601,178921.2457,265474.5382,225912.6306,353877.5034,265730.3034,230295.9389,260409.983,164742.391,313202.6281,308147.0198,285379.2468,254787.7334,485025.2502,343924.0494,184038.5364,153936.4239,305221.6212,271856.0773,308381.834,386420.9912,331636.268,170363.7201,270625.0762,317440.9595,106708.4299,186035.3414,231812.0838,336967.3064,211436.3822,156558.1998,171501.7378,216243.3346,281729.5447,293466.833,195498.2888,339779.9842,313819.1628,190600.5798,252420.0436,301121.1345,207375.3084,361403.3677,226450.5146,186424.1343,363054.7042,188545.2319,195845.2166,373533.8026,206634.4125,245071.8852,346831.1446,334139.7655,207952.8444,328060.9033,204663.7985,191128.7154,267019.1522,189310.5834,192675.0867,295763.7588,242891.7149,377012.0139,224730.662,278267.6864,167531.6527,236870.2443,388691.7358,207596.2595,209162.7938,255790.1743,106721.5717,320733.632,189971.8201,192549.8254,217639.0318,204866.1477,209444.0418,289083.3068,129871.3118,129471.1242,19838.91516,136147.674,297405.9542,158430.037,247345.1565,153695.2339,181676.5291,257869.0199,283658.8905,151124.8606,9377.358059,241064.2295,182787.8241,184833.0621,177128.2534,197014.9452,306462.0128,167132.3682,228386.7811,222734.8591,199824.8427,132228.9641,204047.0473,88627.68063,101401.8444,224925.9602,237101.3415,202618.7885,143673.4124,100563.6391,268025.9868,199193.0641
PEO407_0,1912280.85,2622210.819,2016548.023,2189587.64,1301222.117,1633733.873,1786273.003,1618605.759,1993161.163,2426283.707,2214662.791,2228585.85,3348505.96,2272153.286,2208160.272,1113744.119,846728.5735,2655249.994,2169394.374,1365698.171,956106.8243,1259529.194,1612069.28,2037656.066,1889100.32,1256273.754,2449016.702,1073081.678,1720009.797,1576411.715,1893779.733,1982983.789,1306438.329,1893072.064,2021361.065,1258120.504,1746577.159,889218.1924,1423467.703,2149581.188,1567518.441,1273625.74,2279224.561,1911536.591,2182541.617,1936202.14,1674601.586,2758901.414,2484767.407,1911661.713,2419832.857,1137135.874,2666986.426,1681247.584,1886453.459,1232011.716,1280288.373,1749196.851,1527775.67,1525453.531,1700444.988,2165647.661,2133343.588,1216572.675,1723315.214,1565695.864,1931080.201,1890553.855,1660284.953,1777279.167,1297756.849,1999581.644,2164662.618,1912832.684,1670486.512,2947302.397,2398779.061,1501629.975,1421999.586,2116341.227,2079370.85,1816924.656,2902834.791,2314618.238,1111404.43,1698702.76,1777138.982,937717.4297,1912999.644,1374253.594,2467275.99,1515695.233,938561.1784,1393062.277,2058918.326,1926632.561,1638220.011,1339781.641,2274025.679,1531921.072,1290205.8,1713549.77,2046194.108,1635402.771,2514031.992,2045267.331,1433917.245,2289885.842,1863515.514,1718817.959,2539450.751,1217659.045,1498472.43,2377074.806,1524661.049,1521434.1,2599049.192,2052090.639,1286447.232,2118574.122,1857494.748,1859356.232,1998465.426,1655459.746,2638616.655,1874959.891,2236008.926,1436430.1,2117703.541,3718361.168,1540664.303,1985391.163,1583088.739,1162249.556,2697947.996,1567761.054,991472.2766,1547050.585,2016896.066,1705963.238,2297116.388,689416.7576,741847.5691,187448.2966,1101129.199,1897749.33,1000428.769,2033312.061,1321251.325,1703214.246,1976262.879,1894037.757,1192581.651,112097.6724,1774063.769,1116743.823,1398141.007,1010131.401,1378684.209,2165887.717,942686.7207,1111883.466,1752154.676,1887708.27,1049208.033,2218573.654,511687.9409,1049486.481,1420037.469,2146679.011,1622166.391,919306.3683,972519.5476,1430527.325,1539824.217
PEO407_1,867529.2244,1340146.759,1131125.643,994171.474,651086.1754,738909.6372,961188.6948,743480.3478,941339.9699,1252779.787,1118952.186,1297867.607,1779101.976,1041845.313,984548.2475,564269.8017,450968.1646,1153601.938,1053855.913,719111.3162,432298.6783,628688.7168,859417.4676,868068.2671,960081.7097,628591.3739,1431149.395,615055.3298,853528.2774,609807.9419,964413.0948,1069134.275,652512.5827,909569.3728,984978.3597,579182.891,868854.2012,434894.1674,662514.8249,943898.9156,803177.8043,606012.0362,1039571.615,1011156.546,1057700.992,1024854.622,842679.6029,1499001.757,1173334.437,1027192.995,1146691.714,581526.3097,1443514.895,787093.6677,1155792.559,556915.1588,711543.4449,1091196.725,799677.1673,775005.902,833916.441,1152422.705,1060264.868,625363.7502,987954.4009,707082.2763,899402.0412,954704.8804,869176.3102,956298.1317,724621.5219,1020952.537,1036478.617,960052.8473,972944.0954,1349254.365,1416183.146,844743.2811,738106.4665,1143997.471,979448.2312,987636.1998,1297267.593,1077631.913,674733.9257,1055830.134,904810.4494,489662.9605,843385.6992,630906.8455,1329318.679,707131.2458,472440.6229,763152.5012,1067493.132,1094680.017,979924.6819,703248.6119,1011667.129,999721.428,658772.1964,799696.9028,973106.2908,842462.447,1237368.959,898558.7596,718518.6397,1365774.361,876423.701,828735.7461,1260434.188,679257.9416,729444.8536,1386298.888,938374.3661,725587.1827,1337527.885,858639.0915,685344.0703,1079842.722,879099.3354,862575.6715,977453.9069,982105.7458,1148463.705,926172.8056,1113976.241,579833.4543,981753.0438,1734607.416,828973.949,828127.8969,861245.2452,476460.9676,1478301.696,775314.8283,475131.6708,779284.9172,957329.5793,860695.8852,1178942.991,308440.9229,394633.7406,84053.75856,512251.3209,1085411.462,428286.2429,969133.2582,640791.3503,666539.8223,900131.3568,927128.4909,588014.3389,46565.60903,919960.2901,529692.2747,716159.2425,457694.687,684290.7012,1336355.005,532470.2832,630324.2163,722372.1987,1058376.388,511052.9365,1160322.917,243104.8178,500770.1851,757087.4326,890466.2917,632697.2724,495137.9986,444846.8035,843055.0968,946905.0576
PEO407_2,175527.8236,365087.3204,224797.4703,246236.038,150944.6432,295928.6053,236187.508,208864.6853,228976.0531,287881.224,239457.2712,279198.2052,387818.9338,320506.4596,241000.9823,130174.8188,69135.5308,336521.2459,235935.4541,218115.0431,107839.4972,130116.1489,185684.8619,180341.3288,233596.948,135544.6884,370286.2006,0,354850.2676,193012.5303,298507.8814,332816.7888,125230.5413,182591.2378,191672.3111,171286.0375,183629.2324,118433.4449,147561.5211,220742.3043,217610.6348,153767.0884,246786.3036,270236.8252,246667.2316,178197.0924,0,419337.8042,275453.6731,178375.2943,329011.5202,141306.8378,271637.5378,203411.077,204895.0753,140997.8948,189812.4169,253314.777,175471.5215,229280.6578,237435.7791,0,185768.222,156814.1849,220836.0149,206009.6389,229398.012,293994.7275,173318.0208,203927.7302,157523.3246,186072.6748,220633.6007,255773.8377,250401.1386,249329.7933,193501.6699,249459.9993,216636.4686,284269.2187,197900.6294,160763.058,232751.937,256165.8838,138156.0751,161405.8061,178309.9375,166853.326,201166.8367,241267.495,222177.2433,151208.6448,96254.4243,148745.6837,0,304927.4612,288753.7431,183277.4864,191183.1432,147611.2825,226052.2012,160824.5594,198214.5774,163380.0735,353587.6126,222065.4436,223612.8677,366265.3623,184333.9136,250776.6517,330835.346,133969.1022,198744.547,316053.0933,219853.8179,0,325876.8045,205398.3345,183218.6955,245309.6634,215151.7163,211892.235,195771.2318,204125.4603,428391.0231,375901.2201,299139.0078,257403.5387,213404.0992,399570.3417,306221.9783,202935.1707,213554.1923,152608.395,322066.3729,360582.1277,100875.5677,223120.2991,190018.9788,200288.849,322806.3988,46751.67688,98175.03889,16941.27771,100460.7363,287349.3252,0,205954.1771,157390.8489,176596.0012,176944.7325,190463.8155,170123.0046,10749.7802,197380.3246,196370.2571,0,116762.1371,149831.9433,301885.7712,177736.4913,195597.2279,201791.235,243964.7055,0,225970.4644,140046.8942,119361.9568,199425.2361,358632.3626,0,145101.3793,73014.37141,151593.0642,236374.7417
