Measurements.Samples,Spot.160466,Spot.160500,Spot.160501,Spot.160502,Spot.160503,Spot.160504,Spot.160505,Spot.160506,Spot.160507,Spot.160508,Spot.160509,Spot.160510,Spot.160511,Spot.160512,Spot.160540,Spot.160541,Spot.160542,Spot.160543,Spot.160544,Spot.160545,Spot.160546,Spot.160547,Spot.160548,Spot.160549,Spot.160550,Spot.160551,Spot.160552,Spot.160553,Spot.160554,Spot.160555,Spot.160556,Spot.160557,Spot.160558,Spot.160559,Spot.160585,Spot.160586,Spot.160587,Spot.160588,Spot.160589,Spot.160590,Spot.160591,Spot.160603,Spot.160604,Spot.160605,Spot.160606,Spot.160607,Spot.160610,Spot.160611,Spot.160612,Spot.160613,Spot.160633,Spot.160634,Spot.160635,Spot.160636,Spot.160660,Spot.160661,Spot.160662,Spot.160663,Spot.160664,Spot.160665,Spot.160666,Spot.160685,Spot.160686,Spot.160687,Spot.160688,Spot.160718,Spot.160719,Spot.160720,Spot.160721,Spot.160722,Spot.160723,Spot.160724,Spot.160725,Spot.160742,Spot.160743,Spot.160779,Spot.160780,Spot.160781,Spot.160782,Spot.160783,Spot.160784,Spot.160802,Spot.160803,Spot.160804,Spot.160845,Spot.160846,Spot.160847,Spot.160848,Spot.160866,Spot.160867,Spot.160868,Spot.160913,Spot.160914,Spot.160915,Spot.160916,Spot.160934,Spot.160935,Spot.160936,Spot.160984,Spot.160985,Spot.160986,Spot.160987,Spot.161005,Spot.161006,Spot.161007,Spot.161058,Spot.161059,Spot.161060,Spot.161061,Spot.161079,Spot.161080,Spot.161135,Spot.161136,Spot.161156,Spot.161157,Spot.161214,Spot.161215,Spot.161237,Spot.161238,Spot.161297,Spot.161321,Spot.161322,Spot.161323,Spot.161408,Spot.161409,Spot.161498,Spot.161499,Spot.161589,Spot.161590,Spot.161681,Spot.161682,Spot.161683,Spot.161774,Spot.161775,Spot.161776,Spot.161869,Spot.161870,Spot.161871,Spot.161966,Spot.161967,Spot.161968,Spot.162000,Spot.162006,Spot.162066,Spot.162067,Spot.162068,Spot.162107,Spot.162166,Spot.162167,Spot.162168,Spot.162265,Spot.162266,Spot.162267,Spot.162268,Spot.162365,Spot.162366,Spot.162367,Spot.162406,Spot.162464,Spot.162468,Spot.162496,Spot.162509,Spot.162564,Spot.162565,Spot.162566,Spot.162567,Spot.162612,Spot.162667,Spot.162668,Spot.162669,Spot.163105,Spot.163130,Spot.163207,Spot.163211,Spot.163831
PEO362_0,82180.63815,108584.5648,58484.34494,102511.1912,62851.54679,86879.1478,72284.91452,75764.41609,56167.90199,52254.64814,43486.9911,70354.46968,113026.5728,38008.32475,45777.6373,37239.41712,34826.75713,101064.6558,67543.07233,0,58232.0945,63331.6388,143443.2377,46989.08705,56188.55179,27868.70468,0,42738.64386,48578.98787,17361.26194,75355.97677,74574.0733,49738.74832,81489.79927,63175.6165,43652.78933,0,32139.4634,53331.44532,74798.26235,33836.5678,20907.20482,53922.2995,51375.64852,74193.04619,41100.88933,133082.8317,125034.9237,119317.4952,28521.66953,186552.5265,56350.85524,94896.4108,53152.88185,99668.75201,42173.79546,79708.75733,114451.7051,41648.11763,40707.38004,112000.3777,67935.99074,97654.61204,129561.9161,49949.9,37879.97045,126690.6091,101514.2031,0,68976.45805,55126.34959,0,62188.96734,100010.6806,203419.7189,0,0,65992.99391,0,90653.40947,47793.82647,90143.05322,131001.1565,0,49474.33707,71234.32269,80699.48164,48692.60779,0,28941.47566,139101.729,57484.02512,58514.59137,63378.00441,50204.37518,66423.56686,119914.2524,32869.91994,62367.10046,96207.66936,53062.31893,55893.56965,75914.25868,103396.286,0,30769.4405,57149.85834,84593.50385,43309.07186,0,90120.02944,55890.9219,57899.46508,97452.61813,129914.6647,0,92964.75114,41608.34145,73404.91761,113449.7333,34408.23631,33583.34983,61334.45641,87141.16498,58044.79612,107332.3172,109717.0127,43094.68021,111717.0653,169876.4925,52165.59813,24766.35557,78347.39453,43737.72982,92586.31334,67719.41183,64515.6703,64125.43576,55032.38669,76360.07752,41996.20317,24107.15873,35220.48303,9434.952252,44798.60013,77446.12294,81358.33446,52563.6313,46119.52761,41079.7852,57229.46634,72761.73664,71652.92586,3240.433457,114116.3148,100977.4502,22287.71835,41459.24281,98068.3164,148634.0828,30389.58869,91270.60233,57280.17971,157602.3986,57097.72161,69578.72289,48656.90201,82431.07791,59666.66037,54018.96739,27184.76985,34383.05878,33502.78201,127231.39,46900.83561
PEO362_1,0,56438.41674,38570.17952,0,32413.58728,69309.4854,57371.13383,0,0,0,0,62595.73173,78932.14882,28708.42514,30839.25739,28479.7063,22037.84106,0,63677.97157,0,27411.14146,0,62215.44008,27144.22987,35966.84818,0,0,0,0,22547.9281,0,0,31555.67725,46442.04779,0,0,0,0,0,58794.29895,0,0,36420.36704,0,0,0,64901.67597,0,77258.49233,0,74821.00256,0,61273.38231,0,76581.81925,32532.33371,34992.19079,0,60749.65524,48928.42733,70621.96259,65891.67287,0,40593.67838,29292.57161,0,73174.54685,49615.22713,54217.98518,0,0,0,0,0,145831.7793,0,0,37418.27129,0,58637.29829,0,59775.10112,68496.06373,53400.20404,28505.8359,0,0,25780.86674,0,27222.66035,68410.35353,28227.29311,0,63593.02329,0,0,0,0,61652.50236,67798.87902,0,0,48360.39923,62146.32447,0,30948.58953,42061.32868,0,0,0,71419.75211,24862.14843,24168.41223,0,0,0,73963.33933,29398.76915,40392.20953,77711.86262,37134.94954,0,0,0,0,72652.79881,60219.62346,0,0,97069.18007,31806.39573,24533.12942,35464.45187,0,0,33291.7024,30838.91183,0,0,0,0,17320.00191,0,5633.286019,33859.13498,0,36517.06369,29922.90297,0,23406.66723,21868.13003,72720.95289,0,1678.135586,42740.87221,39075.56984,17285.43058,24976.68979,38242.5476,94532.90893,31422.81031,64038.71071,0,0,40942.45443,0,26429.23762,46250.74455,43253.64706,32988.23679,0,26490.36362,19806.81865,84453.31357,0
PE364_0,70182.19466,110969.5612,87884.43891,103245.6387,33062.19708,46043.58029,66944.51676,58282.21169,0,63949.32141,66372.57888,60258.6103,107086.6379,47298.75092,49036.79625,40792.39264,38991.92683,96019.91997,72132.53907,57960.96694,33985.04814,66103.9204,56493.34724,56797.4561,90895.14624,39447.79056,162519.825,43275.67596,68031.8475,39111.94003,161934.3613,82870.33745,30475.65475,70967.71332,72216.9458,29674.31911,0,40904.06723,45457.17514,69983.75454,52202.74948,46980.66971,84788.63573,90389.03731,93772.65513,78130.59429,58545.72811,88668.54131,151194.3307,51840.75127,106399.0021,51673.58957,110347.3746,53707.58619,0,47368.03491,57753.23349,89782.75259,0,90440.45104,78535.58485,64039.57744,78387.20478,57688.33287,79209.11719,70411.89888,86915.14455,56689.49085,77287.42828,86771.56925,47185.97663,66422.29641,55924.15406,0,91352.50441,115147.5028,120507.8856,69656.60235,45253.20293,118954.5557,58289.02509,66566.08661,92759.99817,84694.38333,33800.85953,0,39835.05479,36828.95916,57390.38934,0,102205.8448,48188.91978,0,72081.82188,86154.81093,40832.87272,50754.3783,45659.47323,79796.93251,100082.245,35052.59528,79615.60373,90625.97997,71353.08029,112048.0036,45244.97971,35819.28738,71395.92571,43576.28822,0,108386.3836,0,50565.9021,88693.28178,69992.33652,54546.97958,134489.3025,45289.37146,93404.68581,59942.78969,60009.33585,71992.94834,81796.39646,59099.28341,60399.30986,61696.82542,94069.63472,23098.5738,63100.49293,115396.1754,41193.81605,39380.04938,79809.62146,32317.5516,115905.0444,32845.51077,26811.59813,65212.59514,54747.85341,59486.12043,54980.81483,42791.16702,44700.54621,4269.617279,43749.49628,107126.3314,52354.43029,46241.22933,25677.62259,27212.49833,28601.44401,74904.9889,57267.86149,2318.274211,94837.86203,53995.6014,21986.13663,50959.329,47476.06889,89073.96895,37482.92315,54509.73119,42456.89749,0,38422.31065,0,35737.58831,27061.82932,78021.93697,38260.78273,38988.26596,47177.06216,39449.1662,60574.09065,66796.04392
PE364_1,51842.08531,65627.22686,55152.7512,75003.74289,38015.76487,0,53190.0138,45436.30318,40233.34488,75270.95044,0,64687.2513,71542.78908,33678.17294,40904.17038,0,26559.43021,112751.3691,53118.85192,0,28359.19018,51617.12559,42699.38295,47509.07605,0,0,107890.931,33161.00275,64737.81405,24682.50677,53025.36623,43470.03763,0,42471.04253,67690.89926,34133.54855,0,0,31646.84999,65504.06379,35257.042,37550.89484,62457.91664,42583.28308,59259.31448,51045.18918,0,0,98729.56672,59487.36645,0,0,103806.0937,56558.11031,53571.27039,32249.02453,59737.07072,67138.57305,43406.19653,35034.45046,48109.18246,0,53400.23941,42890.6307,53288.72636,45042.28882,92950.30156,64565.65645,76432.60158,70971.96251,50577.38815,0,49919.23888,69810.40904,0,83216.43743,98588.7669,41959.13616,40955.46258,66494.4056,63617.50386,52190.40749,61895.36682,52533.46966,48059.02367,0,76138.13963,31406.50956,44068.74837,0,0,43619.27256,42379.13454,0,62678.75376,40785.13735,61229.35282,33269.78677,68088.75563,83589.67753,38785.14518,40734.53781,66922.08798,56816.65007,93069.82335,32699.61816,0,0,43864.58263,69990.37313,51458.02984,37168.09152,42656.02552,0,66279.11673,41309.36407,0,37909.27299,32099.50113,69375.0671,46585.66444,50589.52968,67563.35041,0,69959.59591,56375.5096,71092.99133,22300.64712,100944.9588,66709.24965,39888.18974,40076.97723,46328.33063,0,64276.66718,27642.81519,0,0,0,55398.23641,32626.97097,28927.05943,31746.0224,6993.456906,34223.03836,0,80978.58909,27318.16976,29091.88852,31605.98948,41940.04191,59355.84691,40152.0067,2985.724437,54029.39878,39361.51234,31249.93165,41549.34943,0,0,32650.06867,55741.01663,18564.86147,0,0,0,28224.86512,23820.39468,0,34717.71207,34345.05825,37192.18162,22048.66802,56254.2034,67152.25554
PE364_2,28577.43561,0,42895.41178,38603.56064,0,0,44566.7654,0,0,0,0,0,0,31700.5875,63975.77596,0,20421.06523,70206.3907,0,44080.0258,0,0,0,20451.69489,0,0,0,0,37304.70249,0,0,38834.87739,0,29304.41946,0,0,0,0,21210.54661,0,0,14524.82557,0,0,0,33162.03252,36214.63934,0,0,0,0,0,55302.37751,32211.90871,0,0,0,0,40230.98534,0,0,0,40346.70836,0,32140.82531,0,0,47366.93031,39178.23727,0,0,0,28935.13024,0,0,83830.10384,0,0,37189.51429,0,38771.188,36433.55488,57323.61513,0,0,0,34797.1698,0,0,26171.30513,0,18343.50399,0,28755.58968,0,0,0,34413.55761,0,0,0,33895.38246,0,0,39062.47881,26293.36612,0,69561.64075,0,0,0,23895.53577,0,51395.82869,0,0,50741.81946,24098.70681,28035.09437,37919.40922,0,0,0,0,0,0,53528.32992,0,0,0,0,0,38196.35953,0,0,0,0,0,0,0,0,12633.82775,32993.70343,0,0,0,37393.61212,0,0,21217.08954,0,37759.27653,38012.5429,1141.283897,34192.82948,0,0,19484.27227,0,0,0,0,25794.30469,0,0,0,18957.93224,19613.81967,0,19018.11288,0,26700.92389,0,45173.54808,0
PE362_0,62471.71441,89568.67419,126289.4584,86417.46275,68524.29254,57634.47104,43257.36058,78958.78271,65165.85255,66939.63423,59541.50552,145806.3794,149298.3066,49088.77151,75918.61212,68782.58646,40141.80246,122320.0529,89450.09381,61797.29082,47235.48819,50065.35435,64994.83727,38322.62555,60146.9646,48323.62356,114113.1122,28651.02286,104074.0104,29578.99278,106157.6063,99497.43541,43799.116,110975.337,72926.16817,51828.52654,0,53236.43427,36927.60975,95496.49593,48186.08204,47906.61504,73501.8713,80017.6596,96955.32458,108720.3382,105012.0241,224643.0445,129987.6254,56250.4621,66056.10687,51906.61696,126883.5827,48504.72931,125779.7134,56630.12476,56588.02869,125621.2826,99986.35914,90879.56799,90372.42593,104625.4905,87445.32185,55993.30047,124639.3382,60200.39615,142771.6443,120846.545,123792.7784,71668.44885,47942.22065,92974.41852,75260.92001,68374.70339,0,116084.059,130378.8804,70771.34849,79370.04822,142997.1547,82639.01615,116809.4909,142826.2426,103079.03,58056.31929,106463.5795,77396.80573,41407.79797,76353.31971,78431.91137,112305.318,57594.31643,52836.09181,63342.21273,119027.6097,141187.6464,139814.5643,46964.3471,73718.02829,147291.4231,47073.12627,74903.33706,62253.97423,98205.74372,80661.88921,41278.29982,74290.80759,131522.001,43782.01288,84196.68739,64194.81672,29682.53703,30507.47925,146746.7923,110505.9421,53645.58741,126264.0907,62722.04018,80392.55451,58928.96142,67525.54627,71254.72418,78872.47243,76209.97688,114524.3958,110258.2196,97274.55338,41040.06619,62686.84092,140069.6378,59287.0805,38416.59993,106701.156,36552.21039,93920.65554,70543.57196,48123.56018,62968.54994,72059.50455,61681.58451,58317.9615,21730.76815,0,11645.25614,33857.89083,83053.25868,65610.41245,58522.77887,50837.13226,45614.26595,78173.55986,102361.738,102179.1684,4498.075048,101859.1299,55176.28886,35895.98282,47574.08613,63543.4048,101939.4228,32607.99941,63634.25252,40107.98377,132894.8805,47948.47135,62080.99261,33794.68352,55323.95643,57835.22607,51422.39184,37826.45809,48273.52999,41837.72297,88847.33613,103100.4283
PE362_1,23718.52932,83079.046,58594.24389,61297.27562,29543.48838,45406.25679,40053.17044,23934.73907,37728.36438,60544.51828,37620.99717,65725.33737,73233.30575,35471.86589,45042.27808,0,0,89233.61908,41615.78949,0,25119.15534,25045.28541,41088.97279,30851.83713,34749.37567,0,70531.29578,34892.56853,39244.66579,18837.78364,64007.30563,37805.11113,30026.90117,46500.40814,34433.48871,29055.20628,0,23579.82513,30052.81894,69257.34469,27043.58211,16009.62278,23903.09802,34410.41112,0,29151.88712,79468.63186,139997.7716,62987.66297,35561.37258,49847.58552,38930.93783,62785.5633,45566.56655,39961.97466,52521.11482,27168.20905,0,57223.25982,64128.52601,51077.89818,47975.41636,67852.13145,29367.75329,36719.7987,27781.13468,59764.3254,82776.53036,32572.18933,74926.42713,35702.56246,62179.90606,0,0,54177.44984,73661.34551,51618.20812,31995.15331,32815.81719,43206.34483,50394.00672,44672.61405,69626.20637,49317.40455,0,47106.60002,42868.86035,29815.2258,0,42549.0667,77041.15588,33824.21529,31210.9877,38756.32096,45484.4725,32717.62677,78354.87636,31252.00189,48452.60421,56049.3942,19028.00261,50612.136,31348.05614,46546.91572,98699.94756,27421.44069,25103.32306,59033.81756,23869.80526,0,66575.90383,0,20767.69053,50906.67209,55785.28368,27662.18555,73327.40216,34558.41624,40968.07428,39136.59283,31890.52334,33364.25631,37077.94134,0,33630.73277,40429.62531,53907.183,18513.7842,56648.44352,62695.06303,0,23445.09656,53720.79698,20391.16469,53683.45956,0,35173.35716,0,22501.20451,35145.01613,33175.78872,25731.34421,28131.11647,2756.737747,22805.94143,0,37350.84303,52079.81042,25938.13189,20440.66005,25160.65165,44605.87143,28596.28953,3147.420355,65310.1962,36488.33793,22295.37325,0,36543.48382,66918.30612,27085.96469,57233.25024,26924.59303,65750.46345,27954.4704,44941.72915,30919.55529,17823.07262,41263.16278,34593.03999,22298.88706,29381.62952,18016.59721,0,50955.19371
PA406_0,2271048.17,3114076.311,2503881.505,2405416.245,1543451.432,1663177.768,2286485.275,1673168.528,1891607.789,2078421.212,2050482.729,2399888.945,3713528.153,2091257.107,1675254.907,1288132.288,992567.545,2403653.329,2315926.672,1777169.858,1169639.56,1612034.355,2044862.716,1722257.034,2147839.958,1181044.541,2781650.231,1500427.368,2322606.004,1318009.687,2459673.498,2242806.626,1013587.502,2091347.781,2047305.309,1413114.531,2114612.533,1181766.745,1497594.415,3205585.53,1949317.645,1552638.961,2453036.247,2265975.755,2420236.494,1998485.274,1793323.083,2598937.6,2889004.653,1807831.916,2558676.002,1384459.777,2788433.079,2094080.515,2758795.925,1678102.618,1560432.593,2190887.428,1650050.269,1775741.492,2139153.346,2685655.643,1966883.94,1758813.794,2465249.595,1998514.514,2158584.519,2067353.189,1835498.907,1990251.232,1409534.701,2582842.146,2599461.06,2352565.75,1636988.409,4001626.831,3035092.143,1469594.066,1511946.12,2178574.963,2547480.104,2523494.718,2900208.165,2830817.611,1472388.568,2112264.479,1942012.054,1319464.42,1823988.951,1392929.536,2494855.332,1743831.569,1012683.628,1778554.252,2623546.727,2287124.368,1944345.442,1576856.458,1890162.311,2032710.306,1300764.634,2069008.067,2219627.083,1811754.289,2973042.723,1639497.843,1853192.934,3225665.548,1484648.679,1703005.903,2836882.353,1538407.139,1228624.529,2891379.807,1826483.244,1491258.072,2757217.232,1826525.844,1737048.529,2494397.687,1777907.981,1625610.615,2788193.077,1923332.294,2852881.273,1765507.804,2380968.587,1248214.388,2228937.712,3529247.993,1530905.535,1945212.326,2381325.23,1176199.469,3056290.929,1690906.898,1132317.635,2075280.661,1684990.923,1616553.54,1959702.253,922615.4036,1296928.844,263097.91,1272478.113,2142729.905,1493892.152,1463992.335,1265007.109,1367901.525,1607176.606,1809161.307,1306959.182,119173.9369,1741685.981,1351244.533,1117371.903,1693864.86,1147682.652,2919539.27,1368399.462,2062951.182,1541388.662,2298784.268,1032540.048,1411775.965,882355.6246,1157168.156,1636139.545,1875129.457,1820089.479,1460520.903,1425875.866,2268444.705,2448472.3
PA406_1,1111779.821,1403166.832,1246522.14,1185486.031,767094.5159,1001861.745,1035055.779,883209.0896,963610.5144,1015419.023,1030379.368,1242730.355,2047495.256,989022.1023,866507.8565,572201.6297,538856.4571,1526935.619,1123579.808,874216.7883,591832.7289,777130.4681,1081574.96,818814.9701,1073057.55,650783.6271,1565092.03,920476.3374,1186864.212,651040.8638,1118907.613,1050349.828,617590.9268,1103611.249,1017598.141,719176.6497,1174925.612,577461.4913,738284.3085,1618998.194,986835.7591,689951.8941,1140520.054,1164921.074,1097749.779,1133135.596,1063523.282,1332057.474,1605479.719,969776.5811,1161023.612,836325.9149,1586460.871,1069336.014,1156909.827,887344.6323,761712.1467,1196216.164,964686.6469,989370.234,1066652.186,1265900.868,1029861.208,827393.4791,1130013.824,945123.6558,1055970.674,1085604.351,1116337.871,1086923.723,723776.2408,1356336.491,1230113.856,1140431.921,1016660.986,1836014.671,1653805.701,707612.1271,798837.0179,1242564.802,1299779.918,1139388.44,1481676.777,1428034.505,808305.2118,1147394.92,1198569.983,753856.7546,786242.8218,787803.2633,1328701.383,834012.0111,599361.1765,853624.6942,1421041.592,1095589.344,1041154.456,791514.1565,908297.9248,1129997.929,657825.0227,946407.0084,1055275.306,871211.815,1369882.623,761732.0621,956703.034,1515916.927,667462.2234,1046120.099,1337831.787,772258.0481,668912.5348,1580746.821,990731.4687,678707.867,1250823.417,971021.2274,869295.3769,1124141.737,918359.878,836360.5836,1414369.38,1013679.337,1428546.105,851510.9712,1292665.836,647637.392,1218569.345,1582241.284,755110.5167,1057464.513,1132918.221,594282.4113,1439126.212,848630.3807,565172.8135,912023.7615,885181.7816,884805.8972,928155.3851,449549.4156,708402.1591,108570.8338,605637.8497,1236273.71,697881.5096,737224.9313,575193.6942,759988.0744,729362.0633,890216.9699,626058.0089,59198.79092,959967.8797,737922.0861,562585.8484,802448.143,586959.9471,1475743.732,678806.4234,1187071.765,743515.9956,1166101.931,527775.2759,869152.6896,510936.3663,558109.361,813695.0103,843139.5378,884533.5147,725818.481,628640.5186,1386383.281,1163116.77
PA406_2,252348.3394,377749.5079,463112.0975,510590.0546,307948.3218,298212.2886,245186.3765,348539.2132,174845.2879,456483.0846,360611.3615,301253.9065,808617.8728,340687.7811,195435.0769,229204.2082,213287.201,373317.1833,290031.0092,325054.1731,305887.9903,348427.5908,259128.0124,196961.9917,217525.721,200247.1128,463224.7846,174740.2393,494003.7393,260935.8509,650864.2006,261199.4865,123503.7372,413608.3704,392022.2227,154856.2441,229996.604,152671.3553,249648.6782,590123.4053,197959.4274,131504.7957,410723.6196,396370.1776,351418.1509,465187.5347,255708.1725,368486.705,338028.1604,216469.1647,332424.1432,282897.7633,318797.9916,201893.5878,222786.888,360049.3874,336585.466,366713.8225,399027.5339,409605.6191,225453.3944,465668.0568,457664.0216,352243.584,421451.7356,201731.8166,299828.2032,288682.6849,249297.5865,285504.6498,173860.5485,508032.5521,289000.8813,329221.0302,452926.8149,400330.9309,323463.795,275697.5296,270256.7967,390850.7422,415804.1775,453680.1166,327324.1106,497531.4772,306850.4991,262150.4428,231009.1947,169140.1056,339436.9316,193413.7702,400935.6538,257950.4798,249561.1628,358841.1029,247605.6272,437644.28,277217.0462,189461.3875,355181.8764,249680.5792,124259.0382,370553.6473,291452.7074,340567.9368,334247.9194,182160.2937,210502.5121,455456.3795,174813.607,385423.9868,482146.5522,305818.7555,145433.7282,615596.8747,431605.9638,253965.653,605880.7016,311427.6359,267805.7659,255574.8197,188201.6568,293461.1935,528910.7581,517479.8077,414286.0949,212248.0003,319319.2434,237051.5765,476471.2575,721249.934,305794.8947,312382.4382,277016.8386,218145.4237,508733.5905,188668.7546,232733.225,399810.0284,284068.6244,167667.2725,310334.9113,115026.7452,160983.7065,40477.88802,140912.7972,274669.0556,185455.7045,279573.7942,251267.0871,146380.7501,291424.1974,442654.8944,159255.9974,12724.96082,239166.3845,177868.7172,207202.8872,197474.8079,144925.5136,573264.3399,293551.3396,289290.5404,164470.7965,285376.9632,250379.1921,234038.4148,171943.899,210952.4819,180522.1956,320586.8215,208379.5763,278840.737,144450.1787,431791.7436,491149.305
PEO382_0,0,0,0,65918.09749,0,0,0,0,33429.99709,37881.60693,0,51832.97992,67409.05422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57522.38673,0,48054.90453,0,0,0,0,0,0,0,0,0,0,0,0,33003.74055,0,0,0,40630.31585,0,0,0,44798.34881,0,0,0,0,0,0,0,0,0,0,0,49790.234,0,46614.24013,0,0,0,0,0,28950.36974,0,0,0,23787.201,0,0,0,0,0,0,0,0,0,0,43940.7269,39232.88249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38989.39181,0,0,0,0,0,0,67046.4606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3717.247955,0,0,0,0,0,0,0,0,0,0,0,53123.07362,0,0,31492.49033,0,0,0,15088.64807,0,0,0,0,23960.77508,0,24225.37228,0,0,15820.27573,48555.5614,0
PEO382_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36136.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63166.46573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE386_0,225247.8137,421394.6201,347672.65,341611.2201,165040.3857,243982.2582,311225.519,206858.9128,262783.8711,322053.2574,263989.5823,303536.7814,410116.3173,198821.261,256505.8243,140512.8656,155808.6826,413705.4805,314175.9867,281646.0056,149769.8211,200739.6612,298108.9265,187238.9829,288156.2615,179104.4349,528822.6259,187274.2984,227801.8971,115036.2638,376619.656,323661.0215,152653.1026,274223.3949,297768.3952,169552.4984,285581.2555,132525.3196,155950.8795,371923.7582,193588.6229,196718.2163,285259.8249,284579.6677,387227.4176,257672.3315,300925.4777,443319.7043,422607.4839,209175.3272,393871.9779,162955.3529,455620.9612,347840.9835,351976.626,232446.0365,238339.6852,308314.5523,261502.3004,226728.3257,259392.2,353933.1513,329365.0832,191119.9069,357749.8403,287442.7882,323694.6588,262036.665,263605.96,265183.0456,167219.502,413996.9632,399423.2545,275735.5023,362414.6537,594533.6467,456907.6273,265044.2561,279089.9891,274323.6816,362008.0588,317262.9141,469766.6743,416015.2539,155650.5217,354335.3791,261073.406,184574.3512,159934.4699,196602.2345,347888.392,196529.4171,134787.5429,179913.38,324835.3308,337938.3216,447107.117,201933.6905,377537.2939,273657.2281,138150.1231,236956.0672,240876.3365,255870.5775,414829.924,187934.4696,193016.9663,391504.7279,173797.1344,220219.5113,406624.4743,185811.5139,196984.5156,396003.6518,341290.3411,201230.3938,436679.4037,239625.2354,185667.0586,313335.3405,246686.9706,168206.5901,436310.7411,328665.0053,438547.9856,203484.5465,341891.2283,169895.987,301592.635,391669.3174,197599.3135,285625.0357,311035.2835,169496.5439,449751.7609,280899.761,152401.6366,266723.311,246616.2337,204937.6588,334371.0266,108365.3014,194662.5039,20960.50541,125997.0599,343394.6513,241236.8188,231071.397,205314.5986,183279.5386,221473.4161,266329.1137,175513.6706,12339.586,252234.2358,223312.0855,203628.4725,240350.1545,155352.5456,380279.3162,185574.5117,259315.4195,197081.8323,324391.8877,152268.5582,269741.894,102968.5984,137679.2312,259045.051,268297.3144,229893.7935,190403.0309,179051.4791,228219.1063,352565.7546
PE386_1,222183.7441,368099.8236,252757.653,320080.7439,156750.6098,198490.1098,254903.6936,212890.478,291850.0982,342271.4464,273152.8615,322349.044,459458.3419,284927.3151,284260.1495,114017.7056,175089.5504,390396.2418,236389.0442,240268.6615,182548.1903,195671.1277,276914.9061,166523.3013,216109.4083,170795.3074,450146.1073,189683.1661,268675.4534,169552.6984,293987.0995,304325.6777,165789.4636,216879.0816,231032.8128,172736.3557,277194.3999,121919.5115,187882.3096,309082.2235,254049.8099,171041.5296,245582.2835,290310.477,305485.8998,270543.9774,256703.4189,421085.3182,310034.2169,202218.0184,372630.5105,178378.291,388122.675,279329.2755,250217.5109,222287.6144,167526.9483,233953.4465,249304.1,257292.8454,185619.546,336196.73,342099.1749,230562.5895,267836.9456,212682.3209,309144.7177,304480.4835,186227.4581,278490.566,175129.1484,299409.5699,292135.3918,301475.1536,273129.1357,414629.3788,330586.7635,223577.4284,180136.1341,286405.3056,276509.8027,228770.5016,472678.7284,366760.648,130422.6092,233260.4004,194353.113,188095.768,197898.2217,203056.2948,301394.2289,169881.3989,113113.9682,196516.5383,288711.1293,304497.7641,295534.7037,186730.8882,286620.6623,289861.0577,219143.423,211858.6462,293404.5389,276541.5812,232869.1846,178860.3527,163991.9845,298894.0713,172930.3699,162338.4733,317284.2628,224194.6941,179227.6799,366094.7241,224940.0922,189693.4849,404760.2537,184587.1651,161851.4394,257355.0449,215543.3335,201306.9032,283875.8032,297634.2493,321489.2104,273991.3114,321774.0145,158942.1822,292968.9525,322434.3847,166145.8387,227081.5317,218826.5946,177273.3855,247490.2813,191828.0221,112312.7956,212690.262,236816.3446,289443.8804,281057.924,112545.2726,202478.242,21668.83452,147075.0256,246857.0294,175584.203,191644.0602,202902.3275,229838.6462,214557.1524,207744.471,200888.6395,12404.24245,223053.039,167023.2296,145298.141,188070.4191,134286.495,354557.6394,201081.4525,273223.2634,235429.7154,296806.648,109832.0635,243061.5176,118483.8137,153017.8187,221490.775,269031.3963,234700.5203,145166.1827,133520.4824,290269.9363,355398.6647
