Measurements/Samples, Spot 212173, Spot 212174, Spot 212175, Spot 212176, Spot 212177, Spot 212178, Spot 212179, Spot 212180, Spot 212181, Spot 212182, Spot 212183, Spot 212184, Spot 212200, Spot 212201, Spot 212202, Spot 212203, Spot 212204, Spot 212205, Spot 212206, Spot 212207, Spot 212208, Spot 212209, Spot 212210, Spot 212211, Spot 212214, Spot 212215, Spot 212216, Spot 212217, Spot 212218, Spot 212233, Spot 212234, Spot 212235, Spot 212236, Spot 212237, Spot 212252, Spot 212253, Spot 212254, Spot 212255, Spot 212268, Spot 212269, Spot 212270, Spot 212271, Spot 212272, Spot 212291, Spot 212292, Spot 212293, Spot 212294, Spot 212308, Spot 212309, Spot 212310, Spot 212334, Spot 212335, Spot 212336, Spot 212337, Spot 212349, Spot 212350, Spot 212351, Spot 212378, Spot 212379, Spot 212380, Spot 212381, Spot 212395, Spot 212396, Spot 212427, Spot 212428, Spot 212429, Spot 212442, Spot 212443, Spot 212444, Spot 212478, Spot 212479, Spot 212480, Spot 212494, Spot 212495, Spot 212496, Spot 212532, Spot 212533, Spot 212534, Spot 212549, Spot 212550, Spot 212589, Spot 212590, Spot 212591, Spot 212607, Spot 212608, Spot 212609, Spot 212650, Spot 212651, Spot 212652, Spot 212668, Spot 212669, Spot 212670, Spot 212671, Spot 212715, Spot 212732, Spot 212733, Spot 212734, Spot 212735, Spot 212781, Spot 212782, Spot 212783, Spot 212798, Spot 212799, Spot 212800, Spot 212801, Spot 212850, Spot 212851, Spot 212852, Spot 212867, Spot 212868, Spot 212869, Spot 212870, Spot 212871, Spot 212922, Spot 212923, Spot 212940, Spot 212941, Spot 212942, Spot 212943, Spot 212997, Spot 212998, Spot 213016, Spot 213017, Spot 213018, Spot 213075, Spot 213076, Spot 213077, Spot 213094, Spot 213095, Spot 213096, Spot 213156, Spot 213157, Spot 213158, Spot 213175, Spot 213176, Spot 213177, Spot 213178, Spot 213179, Spot 213241, Spot 213242, Spot 213243, Spot 213261, Spot 213262, Spot 213263, Spot 213264, Spot 213265, Spot 213266, Spot 213331, Spot 213332, Spot 213352, Spot 213353, Spot 213354, Spot 213355, Spot 213356, Spot 213357, Spot 213358, Spot 213359, Spot 213427, Spot 213428, Spot 213448, Spot 213449, Spot 213450, Spot 213451, Spot 213452, Spot 213453, Spot 213487, Spot 213525, Spot 213526, Spot 213527, Spot 213548, Spot 213549, Spot 213626, Spot 213627, Spot 213728, Spot 213729, Spot 213831, Spot 213832, Spot 213876, Spot 213981
PG404_1,93158.70487,100448.5723,102742.6779,84584.44301,91145.72415,130624.8034,107660.0274,79256.47821,94382.82535,74512.49228,95437.46705,67652.07768,83659.76095,112477.8677,71969.39003,93797.68563,106053.7202,75918.43824,80251.40098,104551.1053,78369.11796,116996.0239,132672.7698,83356.73359,107969.2947,131661.2063,82387.26494,137461.3584,87893.67758,83520.11343,105835.9371,78594.72869,99424.32058,73079.74535,95409.95597,99387.7589,94575.93659,79164.71717,115008.8111,153524.1946,84250.68557,103189.5927,122954.6413,96261.62618,125905.5634,176860.8487,93134.09636,110411.3912,120769.0862,87085.61796,119779.8414,95323.73009,131483.0369,124106.5027,198894.7322,156940.4809,130305.4868,91483.78836,103031.7532,116121.3763,211626.1463,80304.48524,131629.8735,116973.2005,91540.74871,227879.0957,116646.8354,99495.96871,93044.18436,118379.9231,175359.5744,85925.80376,95829.6113,65712.87314,87922.69736,93880.07097,135754.7757,106769.2509,100223.72,108397.7493,166378.8434,97537.68234,147496.662,92594.33943,110038.797,164123.7287,142151.9888,108287.7839,151857.4008,161562.7746,115009.679,91857.71993,110258.0791,138511.0693,106174.9894,125186.1104,113204.8213,102628.1768,137949.3342,143782.3845,91851.15691,91390.80247,101545.8849,124074.6416,81719.03664,124697.8181,110529.3065,85055.87548,86412.37775,87561.13711,107550.1888,139145.2129,137487.7436,112257.0726,145028.0905,97003.72611,139354.4151,128828.214,105045.3014,180140.5728,137531.8225,99338.33779,146957.0238,157517.8559,112773.1683,144314.8451,89377.84543,83329.9488,122627.9511,113638.9962,125259.2004,134164.1786,176035.5379,70906.18043,121519.0609,134309.9514,88770.37349,116866.9227,148550.0768,154474.0432,220985.056,78761.00745,94776.366,85958.69982,119746.0875,95312.97137,120119.529,108132.4071,100287.2228,96819.47285,97074.90357,82140.43977,117517.8767,151241.2043,97832.97652,85777.37173,110632.2824,149064.154,130632.9063,83862.8228,121125.5415,75759.84222,91362.59143,93130.5258,93748.03214,169266.1755,102445.9535,176761.0667,128719.5499,91732.87856,152697.5557,111439.4528,146515.7282,96704.42259,115992.528,136318.5001,0,173141.2108,125507.3633
PEO469_0,80156.18707,104636.1462,91064.80992,91829.5847,86595.57475,74868.26001,54248.71524,65319.23229,93338.73965,68806.06319,83303.80491,75722.37164,73278.05722,107287.2924,101292.9065,0,61139.21319,0,67188.76073,79189.53995,54685.46043,63145.75031,78850.8069,73099.38145,74910.13603,85057.12517,80784.91491,68696.92772,61608.28728,88544.92566,89007.27553,52824.36295,0,67784.59979,53792.28799,76197.8485,98181.54505,85326.46358,60660.56533,76638.45102,49277.34375,55988.18177,77003.03499,85869.7956,78668.79964,105415.4906,96130.12372,65442.00628,81111.45711,74926.10458,71236.18678,103983.5839,106702.6555,81109.99872,99715.60755,114444.9133,100252.9086,75894.79534,78433.09074,75344.95692,81858.90119,74924.26207,53330.30656,67161.33762,70924.3341,126508.4025,92915.18126,62023.92062,60748.636,92390.37217,121148.3979,69026.69853,105549.6987,37763.98022,53280.59472,60970.54193,96996.91321,113793.688,73656.36454,84879.70566,106434.9626,96469.87209,96017.85873,0,70900.76861,41296.29719,80514.72709,71338.05586,109500.1403,70560.05569,46885.83871,55614.83009,59052.75121,40440.75139,65249.07542,54578.68125,74896.8954,66397.72172,94797.05194,0,60619.31132,63913.93013,67202.17035,70741.61221,47126.79507,62563.53913,73426.24523,57112.43794,51955.2148,50876.01509,68261.33829,98611.99336,87689.67606,62796.28626,71370.18148,56846.30666,87978.75323,0,54386.23458,70119.31597,65493.40386,78365.09148,52905.22077,65974.46975,65917.56331,98348.77698,46594.03128,60850.24254,77631.68562,51836.23328,83192.77747,88015.93514,121349.9167,49255.09983,56272.90939,0,0,57789.54018,110555.3899,87084.01355,95673.55584,0,79049.61625,0,74442.40286,65608.45074,60558.72452,49287.68569,73169.73173,58837.83609,43598.5221,40283.86101,0,0,52949.93232,54037.99901,66562.57162,58598.67298,64236.67398,37677.13554,0,0,57445.63925,58820.49574,44701.01996,84130.0397,63219.92594,76306.35774,90884.32334,52886.90746,78469.89799,61004.66345,68273.26421,0,100280.6888,75820.5134,0,77667.69583,67560.76381
PEO469_1,0,73520.07293,68416.85415,0,51126.23347,47824.47691,55408.86095,40405.91749,52135.21767,0,59971.52828,50499.87563,43035.30246,41197.04609,53988.27014,59366.16696,44352.94453,42737.61586,46669.63705,63853.77109,29622.1511,65516.25024,74420.60089,50976.2181,79644.20557,60375.22764,37226.26693,44492.82476,49962.4509,56189.41443,71912.2769,0,0,44170.85787,38942.59657,0,0,46948.61227,45615.5297,0,70670.19494,0,51029.42794,52874.97665,54427.37299,69708.82734,36162.68414,0,52255.90903,50278.13906,46387.56231,46275.21619,0,42829.28705,55388.00803,47719.15478,53231.4509,0,41275.20591,55890.04986,42681.40662,51950.15021,32974.13019,54815.3084,49178.70873,0,0,45129.51734,35892.03007,36789.85662,0,38142.84399,51556.04542,0,40542.58052,34489.76327,40953.76818,56115.52023,34139.15809,36844.72954,73879.98292,65220.40242,49266.72469,0,33818.63684,39067.52496,44218.37716,0,52238.69002,45220.58586,55136.47467,0,49602.46427,0,33580.9851,53268.73456,60848.26918,0,0,0,48937.6281,34323.1089,0,0,0,40628.559,31385.33974,0,40991.53692,0,46998.88319,65076.86893,68416.43383,35756.6063,0,0,0,0,0,59527.6533,0,47341.60348,0,49987.24164,48695.48231,65359.5557,40387.04659,55613.60013,68410.42093,0,52735.02365,71110.63748,66010.52621,32107.66078,43673.18176,55396.24427,0,45049.1243,81028.71995,48401.26742,0,0,0,0,0,0,0,0,0,42914.6589,47945.55449,39749.90416,0,88871.8396,0,44099.5396,34145.94102,39070.58714,0,38784.77722,0,0,0,0,0,41198.55345,0,49429.00203,50134.47866,38691.70319,0,39539.17101,0,0,47224.88457,38576.58411,0,57992.14298,50296.17522
PI364_0,1360071.584,1620546.015,1428204.958,1536326.547,2322410.407,2375556.055,1830332.752,1630353.187,1645817.213,1489818.775,1364060.595,1384116.024,1498481.485,1836634.961,1648901.596,2011258.398,2190618.989,1280934.056,1604946.849,1684286.897,1210062.598,1746568.019,1807330.929,1433565.501,1560964.813,2254364.687,1522890.064,1735014.063,1970929.081,1314547.791,1764099.291,1860345.784,1732631.534,1553014.783,1354916.119,1796811.857,1909419.982,1413113.24,1330541.517,1778931.639,1077539.775,1556895.261,2065723.177,2010861.285,2082710.785,2794183.211,1752934.858,1916104.244,1837087.322,1644755.234,1603259.675,2432158.721,1553532.119,1653804.646,2196375.698,2047756.627,1963264.844,1963037.049,2152819.006,2414034.624,2377250.499,1903253.098,1476215.057,1469550.054,1597706.01,3124559.686,2153221.652,1778898.558,1594596.043,1656510.374,2362964.617,1299285.591,2117547.897,1496637.865,1607117.36,1407783.878,2596096.039,1859743.664,2031577.021,1781956.063,2059387.607,1518390.163,2472587.179,2126344.305,1682385.995,1912283.751,2019106.499,1853601.47,1603111.435,2138086.532,1796648.809,1746329.923,1717323.521,1368693.605,1328110.785,2058058.053,1883763.69,1618275.163,2658429.008,1898293.624,1064304.352,1266460.173,1641386.722,1785147.795,1267303.661,1592722.978,2043184.741,1197096.06,1015064.161,1493614.609,1535758.519,2026595.414,1526192.48,1425300.062,1876845.483,1351795.826,2281479.923,1761552.962,1559109.423,1845428.992,1641614.5,1735393.993,1697098.881,2167395.976,1546422.126,1464382.666,1108274.612,1476250.817,1647155.336,1546709.784,1423213.525,1702733.146,1788382.579,1038390.869,1580988.823,1460665.194,1515196.132,1909838.367,1738264.828,2252718.238,2124257.973,1225820.861,1296544.671,1397261.381,1654678.742,1646423.561,1333048.813,1716762.038,1597638.488,1364939.642,1324707.185,1486067.7,1434384.643,1879643.281,1259536.641,1438574.287,1863256.748,1626739.049,2020981.523,1274609.711,1719124.586,1618717.25,1318397.148,1269365.337,1804154.877,1018648.756,1361505.067,2732427.703,1303062.108,1605473.518,1576729.367,1697969.647,2132982.866,1281151.55,1380922.061,1418093.852,2264147.808,1110771.092,1192746.265
PI364_1,1499489.523,1521945.952,1372788.71,1583339.393,2294327.422,2571177.455,1602136.34,1652651.528,1526713.227,1488254.649,1237061.345,1415921.46,1401689.43,1860764.965,1636003.514,2053457.274,1918180,1267837.614,1484845.703,1378806.291,1175918.916,1619000.952,1849399.829,1455320.587,1540028.007,2235413.884,1444139.233,1891613.413,1972329.7,1292609.421,2041921.535,1860954.305,1609979.38,1235222.23,1363689.25,2005184.325,1815566.968,1390936.971,1358069.542,1829169.76,1084498.237,1572213.77,1741478.518,1814505.12,2034518.061,2642065.567,1803408.878,1930491.612,1813752.125,1693460.319,1563187.301,2527773.692,1536065.545,1565911.225,2246756.441,1967050.468,2028796.874,1864755.53,2179314.792,2605913.751,2329856.149,1799367.708,1557136.96,1361479.548,1711735.722,3500698.031,2354430.347,1796573.62,1514748.105,1720320.486,2368412.469,1378761.068,1935219.657,1402049.596,1682480.488,1356465.938,2608191.423,2060145.743,2036047.652,1678778.32,2011588.278,1515010.484,2589557.808,2160497.353,1700412.829,1947946.361,2081753.45,1679343.822,1682685.907,1910908.622,1920948.919,1626541.035,1343957.103,1639056.155,1249570.939,1833496.21,1710272.486,1487641.613,2697186.967,1918095.439,1069880.633,1224200.56,1626099.281,1722080.854,1087137.611,1545061.701,2129014.532,1148017.004,976654.9889,1571377.808,1591357.903,1909199.818,1191077.834,1465633.821,2003023.267,1230226.694,2424803.908,1569310.633,1517352.657,1806006.787,1738374.682,1798124.959,1836555.66,2013245.49,1561902.27,1355653.77,1217648.8,1496689.414,1616989.273,1562037.501,1608092.046,1725702.22,1844270.729,1037987.546,1369326.129,1402946.857,1581564.512,1839597.912,1733020.754,2104568.644,2095510.353,1397159.714,1447109.133,1459876.99,1742588.562,1805101.323,1153311.637,1758796.406,1749847.248,1326225.825,1289764.153,1573359.118,1494965.273,1862565.659,1180850.338,1389430.523,1574808.044,1641871.111,2063442.145,1283431.626,1872249.623,1685974.081,1403352.907,1318070.892,1663593.704,854708.2832,1446569.688,2826080.641,1250460.341,1439845.519,1380491.279,1898026.998,2237858.007,1284419.943,1447195.803,1462051.334,2336865.933,911460.4156,949875.1557
PI364_2,784771.6357,905331.5742,900060.2729,992883.6484,1301953.314,1520691.059,1179600.325,998697.8126,921265.2099,849428.9109,825373.9604,799164.3168,758881.3989,1072171.456,1082122.664,1274453.946,1278128.995,747059.0583,854738.4083,888619.9802,664096.8068,910525.0495,1028961.697,826186.177,816599.075,1240805.488,879098.4404,1043528.398,1206811.892,787295.2215,1268998.088,1159262.78,1032813.011,902209.6111,790215.8078,1113528.449,1129894.854,814787.3159,875782.9896,1149783.678,682278.8629,896013.1283,983288.5173,1013866.82,1207480.583,1712362.108,1058952.445,1064001.938,1064935.343,986480.9238,921984.025,1510541.98,975717.8522,937392.6676,1320740.409,1261772.138,1164495.719,1011499.138,1219225.128,1626324.076,1452940.506,1073397.569,864791.6841,789261.3878,983875.4511,2262459.206,1344431.168,1032745.149,986865.9989,1158663.455,1342743.207,776854.8076,1274770.628,823733.8462,1009307.676,826718.6799,1593779.069,1212808.632,1221914.815,993363.6634,1125831.768,906208.1494,1567865.103,1336523.7,1010783.125,1096140.901,1228529.245,1074784.405,889713.6624,1263524.531,1184566.824,1034837.205,892202.439,936250.3429,716157.8816,1069773.65,1113710.34,911482.8743,1562864.472,1205475.101,608501.4379,712543.9645,1031729.792,1082821.161,701597.7012,947473.3273,1452598.999,702492.7431,627944.0439,869149.0224,927932.8439,1159469.866,760315.1779,841496.1551,1091656.48,704545.4272,1459172.715,946629.714,724785.0565,1226853.967,1024116.788,1124653.286,979022.1632,1211669.993,1017666.6,896793.5666,688421.4457,976448.4909,979167.925,952369.4465,893686.4251,1129396.3,1156406.01,643925.7221,821460.1075,859216.4084,991795.0326,1099969.144,1074265.951,1381250.02,1264700.958,725828.0436,832511.0136,907226.4575,1010784.024,1183912.027,767093.6995,1158397.426,1114920.871,750194.4043,731805.8848,914689.7445,837576.8832,1034529.018,736886.692,880125.5863,867204.5509,1040777.223,1219976.814,805446.4983,1169428.566,1073437.109,792909.9627,791193.5394,943153.5583,619007.2305,862432.845,1936379.834,818438.483,780049.7704,884288.8383,1203873.949,1253258.241,757188.5992,894891.8397,829264.0754,1417245.65,561199.1649,709950.2439
PI364_3,370054.7068,412971.7889,380354.271,387991.6471,588011.6829,674763.1605,519142.5659,471108.1962,402240.4501,380196.5579,345612.8996,334774.7683,357427.624,535028.4682,373192.0018,461720.2106,451058.1956,318792.8209,366682.4436,422926.4806,333416.966,422830.7716,405402.336,340258.6025,406045.6481,526103.7756,387357.0262,406289.5922,407973.9382,337112.9868,534995.6482,483326.5291,452425.9429,379624.3672,311125.4314,560156.9243,528990.4714,346682.3357,331551.2482,454869.5378,333013.7747,377301.8733,362863.6506,412881.0699,524638.783,685671.4849,391892.4628,510471.3642,498088.018,375670.0757,423319.5039,691612.0161,447738.8359,406335.1767,500345.2421,455701.8193,483557.5826,326256.1597,503679.4959,628473.565,579107.6417,425645.579,407916.6042,301949.2161,455406.7408,1023601.976,494587.4609,358777.022,385400.0649,445542.5676,693533.2576,342882.6619,500881.2043,385874.3372,304295.7436,362566.538,703950.2605,539264.8387,448663.3408,432717.4433,386626.6311,371974.6628,568282.8905,526139.5923,453440.293,411212.5623,483108.7322,447685.9508,434858.6468,476602.207,488735.987,416053.9234,347630.5893,389731.2195,286864.2294,507659.0056,498293.7444,339591.3956,546872.2571,466912.5038,292078.453,285325.3446,444426.6534,425112.2225,251066.1727,341577.8545,527375.9469,305012.0239,235287.5561,373907.433,342376.686,486900.3773,326609.9742,421385.1936,509845.5314,339873.5843,586223.3775,428365.5492,290450.2195,471031.3569,401575.3665,503578.1926,378438.4956,444942.6815,370981.8159,364577.8086,318130.9156,384982.0625,463761.3799,360448.4251,419693.9502,517808.8818,548879.857,269642.1419,345237.6902,359339.7665,362105.2746,426325.3546,481245.1882,546425.1601,555702.4724,346417.9269,337801.1121,359651.8878,369145.835,473975.2853,277031.102,438597.9709,393664.5578,289575.1352,347126.5634,391702.1708,362076.5021,459367.3573,286899.051,306337.4083,345779.1433,435435.926,430828.8165,383480.3823,462012.4642,388244.4036,376446.7137,352951.8342,330670.7577,279218.5994,318463.0455,779512.7386,404144.2434,362625.7423,380248.1815,469510.6618,617254.7467,315946.5133,347291.5788,409141.9601,603774.456,261543.9646,264222.058
SHexCer402_0,122561.1968,126823.6393,126017.9149,86946.66154,109058.7309,46701.38879,72745.74739,142065.6762,176084.9568,163200.3995,137901.6333,122662.8079,64067.42898,105574.2254,134538.2522,119286.4536,84583.14542,49378.51832,49166.22735,67548.92163,23878.41885,0,40980.82673,0,42951.87161,0,120896.7207,118534.7059,129712.6923,117820.9329,214567.1404,92040.29186,0,0,72309.37605,89140.10199,109280.896,84025.74755,145836.0162,151555.5485,197264.9835,96649.12428,58957.72124,0,108467.8102,202984.7561,150861.6898,216101.5092,189868.3299,119081.5342,128127.6552,147765.7646,96018.47441,132062.4972,144922.2327,146500.394,118054.3108,49878.97552,81011.69352,121180.114,65943.40837,156899.0556,86655.63716,84750.96933,129770.7112,216866.5463,237381.0609,123513.2823,52331.86274,206862.2574,217733.2518,77299.01295,148491.0431,99801.8296,51156.47717,62946.33477,219005.5774,221629.5332,305423.4225,203344.4335,106007.5613,0,186454.9597,201211.9627,186184.3364,98351.22291,115488.1916,161992.6086,200315.2879,158756.4549,165616.5412,82082.32832,81468.71063,149257.5878,120159.9238,244762.3998,82548.16509,0,131600.552,92141.38796,51410.28024,128799.111,86586.24062,123901.9649,56229.05617,48893.14537,86799.13137,133426.9114,182209.0924,335041.8037,301628.2254,176381.7469,101152.1679,114750.0037,192912.0107,220765.3334,201620.8448,152746.9939,74593.94885,88505.37422,90751.56902,142667.9743,172114.5642,101219.6223,54836.92565,116360.4402,103358.2511,165613.422,104701.9647,65443.45683,106324.0509,167778.2339,114289.2876,185801.4005,157505.9166,103549.542,76063.30205,72767.96928,140689.798,99804.47669,273628.9301,86097.40183,135199.2884,130336.7632,140723.5784,141402.2294,55545.84639,97800.97378,252315.4043,146977.6707,179546.5888,131677.6918,137665.4178,129771.6565,52882.5964,160346.2545,146374.1003,103576.6238,134025.8786,173811.0143,105533.9894,111423.72,156930.1617,62878.24549,56229.24611,62148.01714,81833.00972,245033.5448,94591.66441,75949.58538,128139.4119,73886.29276,141538.3919,104470.0343,107634.8861,148068.5116,191549.3889,74034.65855,113230.2236
SHexCer402_1,65196.49019,53412.45421,74266.90159,54649.3824,55917.10854,40757.81514,0,72723.77051,97597.49937,90513.86557,66102.44811,61194.13952,36221.16148,56488.48652,84224.49981,72522.10329,41707.11805,0,31628.08546,0,0,0,0,0,0,35347.23235,69680.39724,58485.00498,82108.81696,0,113865.4285,84187.01929,0,0,58402.99475,69090.80147,60274.49532,44243.53904,79457.51822,78189.62717,88848.03269,61791.7413,0,0,65020.57849,115305.4193,66259.19014,123756.9878,99567.62331,66923.06242,100738.2236,78541.67103,81993.47591,64310.63915,83307.70468,68011.58465,69057.57367,0,53937.91875,75964.74178,37074.18622,108897.9064,54776.57064,58444.75495,68395.04171,122946.7783,130285.7587,55940.35229,37775.68955,107844.4146,135116.2185,38700.11475,73209.96773,49292.48508,37480.95796,45566.03053,119163.7822,144934.519,123992.6307,83048.92955,57465.50464,0,99378.45709,111405.5409,106762.8192,49455.00318,56910.6555,94286.14688,104272.0535,103686.1623,89160.17912,42511.02327,43423.64824,71194.28582,75516.37895,125763.1525,64508.24379,0,0,0,48196.33428,47509.28458,70914.39104,37997.14139,0,42357.1756,49906.08318,56032.87248,82944.4496,172968.5126,145911.8094,76894.66497,45264.45238,46926.76999,95020.36932,100933.6548,119735.3661,98961.26754,47521.72724,38567.30534,51993.18146,70032.80688,63510.51251,46597.71743,0,48166.82578,75006.88482,71798.51254,95143.36409,32847.50512,59895.66736,77523.19937,0,88243.00868,104432.3352,44882.8796,0,0,83601.21577,73947.54104,152277.1661,61609.93826,0,77721.84234,86205.36591,101236.6247,55415.14738,58625.0949,86287.79969,71449.71127,97895.09325,88930.84776,72337.75674,91856.09225,33761.63839,79356.49008,60097.8058,52019.98273,62050.17147,74277.45802,79407.62413,60123.31247,68479.52707,48851.71436,0,51893.50992,35576.92016,145358.7006,65952.1823,65710.28073,72299.11839,54246.5741,61357.11512,61341.01967,55794.59592,74407.64638,0,39775.67107,71448.33907
PICer401_0,258976.7151,276150.9559,327765.5426,176917.8659,185736.9992,90744.94791,193900.8853,323183.1869,391442.159,317437.3403,219104.1011,237201.6272,162987.5783,252547.7132,238008.183,236592.4489,258062.023,142359.9518,114966.8016,82753.69674,28879.57755,0,49235.64613,86558.22524,60980.36487,55047.60524,270188.1436,215899.2423,235661.3083,273724.7396,490385.7947,218690.6887,122730.0483,92555.359,116131.7843,167499.9499,144372.5712,152828.1455,307368.98,290218.5526,371012.6374,220268.9594,72780.08712,0,218769.2817,372394.4847,215621.9143,439581.295,376366.5194,220781.9917,163342.9877,273528.5669,184561.3411,199877.8201,452181.1108,278135.2821,227256.1423,86020.1981,116435.6957,244702.3294,93000.99531,314943.6339,250680.3568,100142.5391,198067.2243,309066.5893,510288.0304,230519.123,86530.88117,304015.4157,388224.178,139839.4616,394199.3747,220404.4576,84996.90513,92362.54428,364484.2231,443626.9152,540094.6526,376505.0317,125737.0686,57700.76075,281409.965,564664.0818,318792.8562,180888.4905,183935.0189,241347.4302,307653.7868,382331.1051,414139.6807,225434.5062,156017.0229,242423.1914,315436.3372,491501.3826,204682.8664,124887.0966,365503.3638,170357.5154,146072.2001,324546.4252,292092.5426,225787.6294,78961.86465,86285.94748,260065.7188,202305.2516,354778.7767,652807.164,562100.6179,239886.8362,164291.2398,170049.1607,324476.5015,447231.5046,480461.063,351879.1649,90827.72649,161313.1599,164585.0293,318465.1716,275364.0144,203194.5039,94944.77721,192799.8041,246172.297,404403.463,413978.1487,161504.6997,242476.146,375944.8355,335926.6648,271254.9047,293601.0802,275606.7565,201471.1254,148107.5057,311681.2398,234261.2944,682983.2791,165143.5287,255502.1837,291268.0635,290040.874,357927.0208,165887.493,219740.6477,651632.612,240958.2571,340468.4016,294336.4266,283049.3634,212247.1068,93491.40986,278166.744,301853.4531,245301.0001,259822.8404,371140.6843,201525.5088,218551.4103,351636.8532,186275.1232,120530.2794,130836.0752,164521.1052,698657.5077,203010.9914,200572.7315,263553.6044,135392.187,225215.1015,166405.3634,209309.633,198423.7841,527192.7598,125950.8539,211365.5978
PICer401_1,137047.5126,116172.1962,187661.1932,92048.63565,128161.8701,48848.96538,86652.80808,183571.5059,173052.7244,152011.9367,124338.3347,118817.8536,74676.55761,118277.9948,136117.9068,122084.8269,94163.96144,77574.98057,63058.78345,63224.05927,0,0,40317.38949,0,0,39038.49352,152699.2612,131021.9897,123671.3196,143748.8107,209932.5045,108278.6545,94284.62297,46300.04374,60506.4685,80647.37762,69962.16989,61347.80649,151765.9698,140454.5711,129988.7817,124966.0121,55362.99482,0,121924.5346,196709.1196,121080.9642,190009.3584,157314.1201,109585.6772,73559.56636,134546.3635,133334.3879,122629.7013,212454.5501,201258.2399,93624.11787,54643.25092,91165.24931,122886.2436,73513.03833,196910.5622,107943.0079,63856.94008,89158.10907,182892.3936,294449.4008,86046.70995,37724.44405,135063.4002,220095.9951,70084.47656,156239.9581,106194.5675,44051.41658,52469.29778,219412.7301,212816.7454,255693.6684,181984.656,95233.81046,0,148450.4723,252626.917,139989.5993,73944.04819,88234.45483,110308.2155,186185.0848,186090.5165,188514.5667,121494.8859,60507.76734,126992.5521,149899.9625,211139.097,111441.8834,53666.13232,148565.1301,117891.3594,70407.74748,126661.2305,123686.9432,146274.4694,61085.38215,60982.78866,115088.6351,113001.5087,211302.6673,309335.1184,258436.2573,116320.7161,85226.30277,89588.74638,168273.107,226835.5019,233353.0932,205035.5069,58889.23456,75090.31018,87037.20206,157017.6974,133703.2068,88601.34161,51557.64027,113245.8534,145597.0636,199227.8502,215661.5097,89822.54466,139563.4138,229162.9445,165580.9516,131507.7593,173236.1437,126894.1536,77134.91266,94892.16087,176529.9477,112882.8503,346605.6666,87787.24961,95586.92198,184359.9486,194598.1973,196125.9614,102972.325,118202.326,283796.377,99322.27137,170444.7505,127429.9259,181393.729,102624.9643,63381.40483,133576.101,149407.9887,136282.5239,106794.4986,181379.3945,109716.1486,95998.06949,173002.9483,74230.94217,56036.56844,80876.71497,72732.90366,327683.5675,89968.63196,123128.2558,167854.0653,71764.41225,94050.88034,83415.60139,122692.0406,111047.9497,304471.8848,60915.42528,94716.27357
PICer401_2,0,47670.0703,63597.08601,0,0,0,44440.9815,38295.35284,0,43241.98409,0,30030.83943,0,47615.99392,0,0,37227.14749,0,0,0,0,0,0,0,0,0,32289.5529,0,0,0,43097.62378,0,0,0,0,0,0,0,36892.68085,0,35550.3791,0,0,0,0,0,0,47571.39227,0,30246.36081,0,0,0,39630.59889,69214.70187,60104.34459,48313.53314,0,0,0,0,46066.06914,35176.36477,0,0,0,68575.9198,33979.30254,0,33108.8368,0,0,43639.4144,0,0,0,0,0,57720.65609,40752.89264,0,0,0,0,50096.11754,0,0,0,0,0,51283.2265,39135.99416,0,0,40747.99723,58517.29029,0,0,0,0,0,0,0,44543.06588,0,0,32112.72878,0,45344.76308,66085.3727,59007.87402,0,0,0,0,42860.83042,59779.71408,0,0,0,0,42838.34067,43339.97123,0,0,0,0,53445.77883,51069.78509,0,0,0,0,38371.82144,0,0,0,0,0,0,0,0,0,0,44670.89708,50253.84006,0,0,53041.4412,44904.31623,0,40668.11127,53208.57232,0,0,42200.52848,47551.65891,0,0,44305.80139,40718.68889,0,35251.43628,0,0,0,0,84427.87721,0,0,0,0,0,0,0,32911.14141,0,0,0
