Measurements/Samples, Spot 238812, Spot 238813, Spot 238814, Spot 238815, Spot 238816, Spot 238817, Spot 238818, Spot 238819, Spot 238820, Spot 238821, Spot 238822, Spot 238823, Spot 238824, Spot 238825, Spot 238826, Spot 238827, Spot 238828, Spot 238864, Spot 238865, Spot 238866, Spot 238867, Spot 238868, Spot 238869, Spot 238871, Spot 238873, Spot 238875, Spot 238877, Spot 238878, Spot 238879, Spot 238880, Spot 238881, Spot 238882, Spot 238883, Spot 238884, Spot 238885, Spot 238886, Spot 238887, Spot 238892, Spot 238893, Spot 238894, Spot 238895, Spot 238896, Spot 238897, Spot 238898, Spot 238899, Spot 238929, Spot 238930, Spot 238931, Spot 238932, Spot 238933, Spot 238934, Spot 238935, Spot 238936, Spot 238937, Spot 238939, Spot 238944, Spot 238949, Spot 238970, Spot 238971, Spot 238972, Spot 238973, Spot 239001, Spot 239002, Spot 239003, Spot 239004, Spot 239005, Spot 239006, Spot 239007, Spot 239008, Spot 239048, Spot 239049, Spot 239050, Spot 239051, Spot 239076, Spot 239077, Spot 239078, Spot 239128, Spot 239129, Spot 239130, Spot 239154, Spot 239210, Spot 239211, Spot 239233, Spot 239234, Spot 239293, Spot 239294, Spot 239295, Spot 239378, Spot 239379, Spot 239380, Spot 239465, Spot 239466, Spot 239467, Spot 239554, Spot 239555, Spot 239556, Spot 239645, Spot 239646, Spot 239736, Spot 239737, Spot 239831, Spot 239832, Spot 239926, Spot 239927, Spot 240023, Spot 240024, Spot 240122, Spot 240123, Spot 240124, Spot 240224, Spot 240327, Spot 240328, Spot 240432, Spot 240433, Spot 240538, Spot 240646, Spot 240756, Spot 240757, Spot 240869, Spot 240982, Spot 241096, Spot 241212, Spot 241328, Spot 241329, Spot 241446, Spot 241564, Spot 241565
PG445_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32445.98181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21812.52241,0,0,0,0,0,0,0,20758.16264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16563.57898,0,27012.78501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23302.16696,0,0,0,0,0,24585.89751,0,0,0,26834.32247,0,23493.55651,0,0,0,0,0,0,0,35595.9366,0,24029.04804,0,26328.99585,26209.73304,26682.5385,0,16888.29915,0,21279.92544,34250.45583,30064.61098,29330.2388,0,37348.53467,36194.12295
CerP505_0,0,0,0,0,0,0,0,70382.24986,0,0,0,47882.28441,0,42337.76072,69479.82584,63142.73063,0,44745.42508,63169.65868,61071.16756,0,153385.185,73938.20941,49143.77935,50213.98589,104358.7531,60296.54724,0,0,60146.69525,43860.10654,40225.08168,0,70781.38173,0,46942.132,51353.16755,0,0,0,0,0,52255.8192,46707.25187,0,68026.12498,58619.38432,57487.32582,74079.95446,65578.19939,0,65515.6211,0,0,0,0,0,0,0,26868.00965,34015.20676,35437.65826,0,90175.50438,0,0,62770.13485,0,0,0,46866.40157,74458.80702,56370.64365,92823.41191,104215.5956,0,0,0,0,60370.43656,74204.45925,71020.33654,0,0,58370.72518,76084.66487,0,0,47522.3668,0,0,0,60528.59155,0,0,46652.34754,0,39439.54723,59079.5979,67714.56046,54057.88449,45234.38666,37982.73898,73649.01686,0,0,32851.71321,0,34200.00685,0,0,0,0,0,48886.71892,53849.69377,0,0,38872.57273,0,22886.53781,60336.30577,50829.45034,58080.7614,74828.67886,0,61268.42014
CerP505_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35987.13079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72662.93976,0,0,0,0,56545.78631,0,0,0,0,0,0,0,0,0,0,0,0,59282.49548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23612.73223,0,0,0,0,0,0
CerP505_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18685.90199,0,0,13010.80433,0,0,0,0,0,0,0,0
SHexCer432_0,284469.9317,238174.5881,117579.0009,169607.7872,421876.3319,334995.9059,307972.4477,393494.636,218751.425,183591.7495,150502.9743,152698.3521,298582.0146,155863.7615,210110.1511,272456.1881,126561.7004,264434.3063,287430.6994,401000.0757,425699.1865,644136.4882,389221.634,235275.4084,313464.5528,640131.4264,247452.4421,117932.0783,181329.2078,249958.5489,76771.83362,100293.5951,176255.4355,278823.6959,146586.702,188868.5601,87906.18322,75390.22004,160379.7236,60099.56974,120817.5506,211670.2215,164185.1821,246518.5995,320065.9292,364421.3935,225199.1674,286607.1212,292383.5878,334227.3089,229046.2758,353328.0007,142725.0105,133412.0362,105307.9215,77319.47487,52188.51046,142566.1375,120466.8936,116529.2409,124476.6781,164251.0539,86286.52155,497577.2667,207511.0484,263599.7458,266099.5878,167731.1035,119576.6739,80141.93492,198296.7913,320135.7222,286022.058,348834.919,524133.9118,173173.3303,114467.7191,111167.9331,125461.6661,292410.1173,188736.3946,296389.4821,291603.011,109111.4498,365021.9781,442896.3306,283043.9318,120157.1483,182382.9768,86451.3364,49862.43476,117079.7121,280480.1701,132730.3036,197704.844,147535.7599,95377.35625,109971.6025,148950.0179,317184.6356,92553.78261,222669.545,112148.5856,303565.7921,172422.7142,196801.995,89271.84444,151186.5326,101093.0299,74893.54534,124971.0351,165733.3751,116057.9148,176917.2274,100722.2484,109015.7902,68108.54818,104242.9549,121487.3549,96020.74842,83842.28581,198019.5109,106245.3429,133117.5204,106091.0907,96990.30684,191041.8188
SHexCer432_1,161601.2124,163593.7636,69030.52027,115154.3712,178524.0093,181251.0676,143392.1805,182432.126,108448.0382,94664.43798,97400.37645,92252.81653,195709.0871,86575.5882,119293.4774,135891.8514,67432.43076,155173.8018,124910.2555,230582.3453,239993.7304,404022.3312,191208.3785,120817.8789,127722.9069,243899.5506,108372.631,60557.88469,66398.32192,138607.4132,58731.42785,67688.18362,117884.001,166769.5537,75716.77966,115240.3767,0,40201.73071,100623.2482,36412.62626,67305.04064,118059.5674,111828.9391,144028.9249,119652.3857,186074.9015,137743.6396,135693.053,128453.1934,233273.0382,148315.4743,193373.6777,90080.56129,70645.50239,64002.77431,37531.37977,0,73799.12124,79590.85237,69782.07569,65349.16432,81728.84021,56466.87538,195235.02,146718.5039,150070.3782,134902.9784,110913.6123,71680.50844,0,102002.4826,181023.8859,121228.8418,227699.95,329861.3999,87308.51514,71297.89275,0,0,185342.503,107822.3125,120135.8709,125702.4116,69183.11804,178027.5603,249765.4577,232014.9277,81255.50011,119666.0807,0,32017.23833,96609.85563,144892.7863,78661.71251,115084.5927,85055.75097,47227.33489,68788.73073,105654.7394,157539.5613,50351.39616,116411.0728,67427.50105,151308.218,117939.3753,76657.38024,48790.37347,88756.76906,65547.16998,73937.44106,87458.69265,0,41427.28957,106758.1839,75487.41882,46929.04889,0,71823.95335,81337.81546,48691.55566,54500.92701,132144.189,42982.17893,96150.58159,73372.12916,0,136672.4109
SHexCer422_0,3202730.683,2318595.475,1039064.388,1239834.308,2749569.756,2789449.271,2141988.698,2213941.655,1408004.7,1203056.623,1057412.201,1055599.695,2124210.449,1132487.041,1467530.344,1766840.312,919302.957,1904460.09,1891681.353,2738876.808,3080640.929,4327474.233,3156998.338,1422029.236,2082069.321,4492053.962,1838627.127,926736.9104,792531.0924,2253607.547,730142.2664,814359.517,1503521.622,1946404.021,1036952.76,1284323.87,598318.3011,564203.3271,1313881.173,578435.249,842656.7658,1390782.347,1164181.627,1555917.893,1796678.611,1941088.421,1727925.219,1625002.405,2080923.494,2322732.957,1400094.179,2280072.419,838118.6263,821138.5528,929258.626,594293.9867,319712.6097,897401.4782,985310.6799,749420.9071,826440.1349,1116894.742,576150.7861,2543233.906,1461489.754,1627388.39,1329384.957,928086.9915,800783.6624,722750.774,1588585.584,2224496.781,2257437.941,2839457.757,3422859.329,1018562.252,897378.5044,1159767.218,950173.0496,2320924.506,1204397.172,2073389.009,1962022.116,815731.286,3004787.563,3041766.939,2677562.879,984009.9875,1318539.646,640312.6946,443417.4939,1130605.029,1787715.358,1040213.788,1400213.279,1198275.473,553927.4176,627647.8414,978607.9813,2089988.309,571010.6911,1580647.276,810370.1402,2167854.424,1362825.774,1430475.953,525073.5945,839569.4929,650315.8095,618927.1577,793206.1852,1371217.624,654475.1283,1536918.97,829616.1292,732902.6227,468107.048,882386.5839,702822.9584,663187.6413,620781.2086,1658894.603,705006.5296,1146596.678,1029837.113,832236.9049,1659282.644
SHexCer422_1,1392282.11,1219513.097,496814.06,571026.8084,1450358.039,1262067.051,1018584.88,1137383.967,743648.1556,545616.6944,508369.9483,539486.5827,1061252.123,565907.7457,774857.4699,859769.5651,490335.3897,953955.6117,969850.3827,1430511.137,1538419.989,2213332.559,1413799.176,714756.2008,988522.3681,2258357.281,926833.0449,388734.717,403488.0646,1023789.779,350710.3378,426079.1444,766816.1514,1003460.405,571965.7512,585711.8397,320434.5789,262116.7009,705731.3255,290328.2002,430889.6119,648688.4492,568852.268,774527.8116,743405.0263,1113076.192,753424.4255,816581.4879,1017735.57,1162559.337,739811.9739,1084938.329,402096.6228,435738.8806,415991.0613,234750.5272,173947.697,425906.1528,454937.8284,357550.8076,438348.0635,528419.2007,318356.7799,1314822.102,767046.103,778245.2473,715134.4167,419281.5504,410840.0953,325835.2241,758712.1028,991189.0132,1099828.031,1305065.561,1859283.426,488651.2226,433746.8222,469861.2491,459627.3242,1119305.313,615131.8058,951180.1827,989907.0485,370370.597,1381468.314,1533586.881,1363070.979,519885.0922,654832.6741,281810.5666,165097.377,588442.7412,861624.3919,443823.249,754191.81,573190.9814,246732.0872,312396.9829,488957.4464,986443.2011,309943.3028,788812.9425,404910.3353,952516.0465,713465.8323,697563.5956,290776.3283,445808.9102,366532.5891,351801.8203,392194.0962,725553.6413,347231.8705,674445.0424,438633.9465,344833.4169,167397.6762,445934.7042,343613.1315,341826.1526,304860.5646,777443.8326,430105.1956,573504.3378,508527.7917,403463.8145,850223.5111
SHexCer421_0,4171113.377,2886097.347,1202233.391,1147912.648,3205423.405,2906168.898,2073632.181,3022001.228,1887896.695,1343144.248,1341168.959,1200591.183,2427140.428,1447989.986,1918092.674,2246707.772,961935.9824,2447882.139,2057862.403,3412165.098,3569026.272,5100467.659,3702749.918,1206295.651,2544628.56,5476513.432,2653555.017,1079955.284,734135.5607,2753029.782,624281.9051,886199.4768,1908766.446,1572460.445,985816.4244,1640693.67,505391.0703,659014.2695,1472392.136,667723.1263,1033842.199,1696113.115,1360858.381,1968441.112,2504295.43,2310739.251,2276606.363,1943673.671,2632237.005,3099106.789,1588890.391,3064891.393,987340.3816,734543.9951,724278.197,466830.246,418008.3773,1337736.709,1334344.413,991911.5586,927727.2947,1324782.07,919123.523,4685210.728,1887300.53,2271346.76,1424602.922,1142465.803,907687.9693,693581.2132,2146616.85,2355622.257,3175367.392,3384344.054,4683719.131,1112345.113,954568.5516,1343114.295,981101.9235,2621381.528,1085494.704,1777692.983,2648089.181,977247.6432,3392134.328,3796826.805,3051888.193,1065500.635,1547582.075,672710.9795,443714.2337,1367353.197,2524230.961,1145336.785,1351055.804,1088930.624,556372.2259,573559.2417,953467.996,2260802.606,621779.0524,1501045.624,849083.4156,2075748.638,1228613.486,1765423.247,427452.8798,1035921.114,799929.7271,817771.1907,956025.658,1179421.345,712024.4839,1276960.825,654764.792,695378.5471,402869.6841,766537.1571,711518.8821,581645.54,741039.0469,1668091.798,754211.3562,1039360.972,1133537.498,784022.3996,1605637.107
SHexCer421_1,1781922.48,1219887.661,477552.8399,580845.8507,1420952.79,1143916.664,1130271.27,1431169.605,883368.631,568807.4778,572565.8848,562528.2166,1276198.325,627594.7242,823067.4013,976481.1285,469784.9719,1060845.332,918848.206,1555601.615,1479385.018,2385690.135,1601085.753,660955.7742,924909.8447,2369334.582,1344369.674,443392.0722,358220.3121,1199235.365,267046.764,475835.4696,837619.0616,816882.368,546444.4382,725299.545,268881.3339,300546.5165,752732.2842,268219.6562,508671.319,873644.4809,643423.3095,952777.2707,1013680.704,1113106.315,1058525.845,877872.7004,1155558.108,1471821.744,742931.7518,1522423.765,538987.5499,422076.5535,402042.592,231350.3392,188185.267,557668.2375,659588.2316,428951.7033,379834.2093,579904.0526,339441.1952,1967734.285,973023.0518,1041999.178,702890.2293,658921.0036,478211.0416,321991.8002,886370.5074,1098977.679,1292986.303,1502252.115,2045999.499,511917.0363,452044.9047,655800.4687,476550.2342,1209070.552,571826.9425,866324.9211,1103741.519,496590.82,1518193.471,1678895.178,1372650.265,498014.4324,776890.6235,282173.1379,259178.8364,649007.5498,1231934.942,458164.9677,564598.7961,535655.6532,252442.6619,238457.7714,455670.2875,1066362.171,270445.3014,826479.7351,329454.0226,908559.213,626085.031,891500.8605,252769.1922,457438.1272,373038.9829,333369.0696,424143.247,658396.6637,270793.4744,701255.7701,387036.1181,332018.5769,190504.8271,456681.2879,350156.9051,339878.5696,351575.9549,885255.3911,397410.3574,538838.9089,484564.4561,297379.0722,797779.1921
SHexCer421_2,370909.9309,243838.3001,131746.8992,150169.5641,292754.7096,180017.7046,260551.5586,289499.3522,182573.349,144134.3814,152977.0061,123214.1645,220638.2842,117699.6087,166633.4759,220692.1082,148213.4772,253872.3573,179438.2702,310806.4976,293272.2612,458106.5559,294314.1918,167513.9352,207061.1577,513852.4626,255121.1815,94286.19982,95616.26375,225661.6209,92183.65272,87349.00672,185117.8625,207903.7489,93216.27454,129132.0616,71886.77054,79991.54466,152344.2422,75847.97837,112372.9007,226045.1872,173833.0486,215587.1204,174154.655,281614.5694,195130.783,232858.7553,283547.8902,297284.2835,168720.6936,349571.2743,163742.2311,76333.08973,69481.92926,64475.62685,43225.19279,110581.0645,125361.869,107817.4127,111593.8442,128493.2206,93596.80127,511278.0642,184868.9105,217104.7478,152956.5528,173970.9644,115009.3421,68973.69724,163504.7788,262402.9897,340576.6653,273112.7894,416340.8153,155084.4953,90987.25948,120902.3371,72740.11485,239289.0956,114335.5111,189444.5375,261636.3314,116726.3821,191080.5505,381218.8338,238919.3458,111072.7114,183791.9263,70824.49464,52998.41644,144683.9434,264249.4173,122987.0319,147806.1389,133255.2141,53233.73249,65486.98778,103427.5779,264430.1535,83864.37962,214944.058,116447.9236,188923.6605,139700.6069,234567.8437,50914.06719,103840.0484,93800.28722,107354.0004,106641.6252,170984.9926,54065.25753,134100.2291,88110.99154,113848.8101,58253.94193,124726.2659,80015.0759,99448.17824,48875.82867,197783.2939,77747.38715,115149.9931,64907.55539,68780.11995,188100.954
PI406_0,933637.5917,795937.6374,348366.7677,316421.9738,507892.5791,580971.0384,480168.3347,482630.3899,476782.3698,344215.0579,339403.9189,400182.9595,622315.436,338338.7985,312781.5956,391182.3628,243129.092,442995.3288,547594.0296,458934.6103,597669.4113,887653.2313,611148.4601,502718.4535,441517.7369,857804.6487,689691.4876,396807.2871,397551.2632,553648.0662,331971.2374,360726.3934,332129.6006,458747.7124,277288.9905,299049.1452,250299.4159,134945.816,218600.0644,185475.1273,272118.36,266337.153,315711.3924,274565.3313,349982.2457,559444.9397,482323.9615,333635.1471,553983.3306,531480.0763,389951.9565,535417.7286,288287.3243,309251.5796,345307.8913,239415.8618,200632.5025,213765.2643,346967.4563,237420.8001,246385.4726,400803.6279,433960.1663,690104.3076,380514.5658,464132.6881,554820.3764,377578.8662,333538.3035,331295.3609,374868.1526,381653.5094,353518.8941,709121.3662,1001180.333,520009.7682,272403.7336,391442.0789,427327.4873,642040.2106,356672.0924,259477.2564,460241.1254,285056.1186,361344.5257,603775.6507,466589.901,183384.5629,216788.069,295326.2333,163195.7345,526744.5603,368252.8747,249056.6906,222923.9262,283169.1213,154517.7003,189374.6013,205523.3589,249828.1815,237748.9004,289997.838,213170.4447,294389.9127,141118.0589,231307.0041,183240.6756,281129.8242,205799.1261,236417.4949,282780.2164,398819.0662,181080.1801,393645.0073,233610.6955,256338.1986,144921.2883,259068.862,167416.8127,216274.5086,151950.707,205886.3922,207265.8735,166614.0246,356301.5925,288562.4868,367447.4637
PI406_1,865048.3449,745840.1364,299433.3029,256166.7082,474422.4451,477687.4533,319959.5343,360217.7539,330187.9172,311409.5599,229077.3167,351567.8182,554026.7994,287921.0519,284156.4195,368341.6751,191959.9154,382387.2151,375128.625,499881.9253,461178.266,864234.7275,479990.4984,388423.1484,346656.9357,727238.9734,494860.4411,333203.8235,348369.6351,458219.7407,316163.7564,269985.1012,300696.226,357973.1457,194307.5597,267726.1759,194016.5239,124547.1417,184513.3981,138480.451,171672.0024,255541.4579,269766.3398,269318.092,287635.2873,496955.4922,523704.3981,296084.5027,539996.328,437900.0033,329510.9632,456930.2521,345776.7517,190542.5265,253424.5309,192794.946,173648.6258,186508.5903,371421.0644,209312.0434,205477.4446,308546.274,400383.4571,652002.1778,350652.2911,363291.0657,427358.1873,320303.0354,249489.8138,250044.1553,237784.0364,339894.6663,310531.9308,498599.1822,820877.7667,385720.8339,253012.3423,331962.6781,362194.3915,505450.1706,222862.0541,222410.2213,425646.3726,227078.1876,235746.7556,460462.8316,335190.1203,162803.3897,235107.2172,280995.7739,162716.8774,370761.7326,255477.609,179400.1035,206899.9372,284115.1906,133129.1733,162275.6792,203614.9782,146581.9572,188483.669,188295.2089,182939.685,229220.9979,130984.2662,181564.0239,146869.7734,230544.295,190226.6788,168959.0902,225723.219,403245.8093,157966.3869,262391.1128,201437.1241,214712.8345,107892.005,237437.6433,137861.0264,163146.584,116126.3555,215551.8959,145184.934,137496.5696,253867.2082,274595.696,316414.2278
PI406_2,243711.5095,234959.278,74921.93795,67910.02361,160442.198,133395.1614,107335.1491,110305.8062,98921.47778,87172.80999,70268.0837,88384.19626,183254.7957,78812.82868,77604.23038,88005.14832,53721.98598,99907.79359,103917.183,102027.964,150297.3169,152596.6155,168879.7761,123333.367,106127.764,229494.9638,141862.3653,85640.0235,102016.4112,124717.6292,108185.9991,75060.25561,69664.95039,152074.6785,59592.5852,74252.12126,52491.83706,32488.04753,57865.66614,41920.49669,58806.75046,73723.18267,73987.30232,73867.57512,80483.9303,136016.1214,124169.1675,91739.06295,129843.6784,129214.2077,100798.8135,104463.6168,74400.75525,78488.17571,122698.8033,57022.1304,38502.73721,59906.58843,112986.5152,57112.67789,69926.49021,143026.9937,118547.1285,155518.8719,117666.8532,105774.0583,129276.4369,87377.62815,67072.96147,66299.87231,75105.62714,86093.00827,84220.95474,144680.0907,266139.6736,111976.2344,67486.70922,84271.49778,109462.505,139190.6087,79131.61336,96930.44749,90870.62998,68044.37999,71904.48495,112752.758,116710.6054,57862.22099,60357.60058,69174.25449,37494.49195,108546.9706,76372.56841,68378.12315,56691.49206,66953.31047,49107.20132,57087.18614,88514.01298,89516.98596,44829.90801,61105.9395,34942.50243,70198.48514,35494.85192,44158.22863,58168.26465,119392.2789,50616.05604,70320.96449,52840.06258,143530.4894,75554.81568,130509.1763,81902.49339,55583.22434,54498.33009,77332.47043,34220.19381,50007.25687,85418.15131,65089.77805,45507.16964,52786.08548,117625.7387,54881.82178,82983.66273
PS443_0,279837.2355,271297.0767,128889.6279,163673.97,224785.1669,202155.3593,223437.2532,197574.4709,184690.4062,167846.2564,149782.6465,171128.956,256994.6988,156075.4584,163539.0585,195714.3619,131769.8463,152002.8781,173740.4299,169736.3661,196846.2142,285144.3545,194782.8321,207013.8074,173416.8422,272336.4105,178800.1766,102771.6663,188214.3158,225409.397,202597.8344,129915.4306,144171.9349,319364.8094,112203.6071,173062.8794,163973.032,119511.9216,164962.3161,108281.1531,157644.9717,179094.2152,160973.9495,167188.5037,168727.1322,192040.3845,149681.9283,129975.5248,166716.872,217188.6593,157592.3384,237238.4069,163418.3215,175521.5173,162783.4184,172333.3212,139311.4806,139417.156,172685.0034,140884.2041,132732.7059,153767.1344,128122.824,259961.1021,130615.3241,175686.0592,215008.6026,213244.4489,167006.571,179250.1147,140467.3114,196035.9903,169269.2421,208906.7303,200683.3928,173634.1292,200412.7924,135256.6399,158438.664,261575.5623,166259.9603,174733.1178,181749.6391,135342.3616,167636.9411,201625.3111,229257.834,192288.898,148303.0366,169470.2024,114082.5371,275686.0039,187244.4128,176663.851,123610.8318,194910.8945,153783.0144,118985.5321,224386.8254,199348.7037,219165.6556,189930.0503,168883.8236,187071.6352,149347.3853,181626.0243,151556.6911,192079.1633,161027.6402,154204.3939,165858.4777,340071.1289,155268.3586,266512.4756,139615.6343,167538.1331,142246.1051,171110.7155,146473.6887,130841.9935,117361.2185,230990.1793,142621.4129,139491.1782,216913.4002,248774.3269,254577.2982
PS443_1,236054.3943,231687.0635,131587.1087,111178.308,210593.1924,167474.9828,160349.2164,171200.5304,163622.74,136418.2515,148209.4562,207047.0226,198638.7745,121156.0375,138508.9442,148431.6551,135473.865,122878.6427,120349.9217,161269.6766,166535.1685,0,108367.1406,165960.8786,140691.2754,235586.1234,148169.7185,103838.6693,151203.3488,149877.5999,136433.6549,123620.6492,159714.0434,317169.7435,108104.5001,163217.1275,92432.62635,70592.73133,125280.5336,94721.49498,168404.0587,127376.5258,124040.5401,139923.9343,113828.5764,167735.6515,90650.08028,111238.6219,129189.0703,156365.453,129876.6141,160622.6901,155802.9364,108049.8733,0,158359.3711,92727.95036,109462.2823,127450.7995,96805.38947,112899.7747,104196.3776,96205.26074,149499.3079,154227.1017,140517.3437,153033.8777,149703.0427,96786.74477,157068.8514,136392.5108,178297.5955,135245.1017,134143.3165,218078.3544,167732.6282,171309.6644,162862.2654,126201.7317,186493.2535,151259.6925,141248.634,119615.9423,120067.3337,137125.8443,155252.0042,176118.5107,130736.9148,103876.5114,163224.1604,97873.65023,198879.3532,169080.2363,130378.5595,130614.9697,154527.9336,123121.8094,95795.69852,135148.4078,120156.5427,131509.2812,160591.888,138905.6364,164179.5201,102678.8273,136865.7166,130092.6707,149012.1733,103384.2399,120096.75,119858.9105,211012.8625,108153.2915,205408.5953,116001.9492,150507.0176,121679.4291,155989.4603,106908.319,122948.9449,123700.7568,140937.0437,138013.4889,108514.4021,192449.7743,167126.7427,179792.2408
PS443_2,64719.3287,72351.36377,48228.94933,40932.54771,65088.45044,0,48956.82614,40615.25986,42207.49367,44535.98654,75977.19395,39948.24494,87695.46187,48947.77753,34433.20142,0,0,44992.28383,36365.19461,50248.49866,61612.67597,0,49078.65048,73637.14093,0,0,54794.60594,34283.32347,0,54236.14468,36952.12053,28703.05555,58199.79169,48338.79453,34097.50538,56806.80558,36289.07862,0,52465.59972,0,0,38912.0649,45739.90484,35824.24112,53320.98846,49224.04137,39651.36885,40970.03409,33061.27799,0,38960.24385,59070.53621,49654.54608,48661.13165,0,0,30537.33264,30794.01586,53231.40407,0,33157.30423,42017.82701,49441.23461,54913.03932,0,40734.70981,42944.21988,45621.7277,38948.27538,44209.36006,49312.46546,57894.79215,63175.78492,48401.8277,67752.4088,55751.71121,0,39888.02975,70089.14626,67477.8586,48997.42362,36263.08271,59051.23362,28970.90306,0,0,0,31827.69745,34371.45757,39011.64128,0,47851.19153,40330.48441,0,0,36233.36076,32647.41391,31030.68393,55291.86877,35930.18571,59485.37777,41376.8792,25197.89801,0,27246.64983,0,32366.92062,44449.80793,32487.85816,52035.45527,43772.3972,81140.91786,34153.02286,58849.68913,27602.41887,46541.48893,28613.61786,52558.24406,38975.15943,49548.13819,44037.83628,55625.02639,0,34683.85505,0,71269.27755,49284.02298
PICer454_0,0,0,32929.64727,36202.7059,58241.8856,38641.17463,46041.34155,50696.47497,42417.92258,33658.04481,46512.82855,37210.43205,50942.30148,31057.16278,36887.52439,47249.62796,30028.74844,53215.68569,38104.26416,47919.35331,56765.05107,51479.56834,34336.00273,59164.78446,35215.11285,47235.24796,35216.47676,37038.95037,50094.21837,49671.17531,36034.62944,30013.41358,0,72399.259,0,28608.46011,31351.41466,31906.28991,35413.64733,21525.54075,37474.24917,40097.43799,35978.46061,44342.16735,0,51411.17172,36896.33886,30767.44074,34063.82432,39468.40525,0,50587.79971,41903.1044,38418.54959,47008.33482,37437.82423,28228.45555,35325.35722,36601.33794,27370.50385,26658.62843,0,31247.17193,41505.45195,39906.51347,46655.05316,34491.30589,30984.52142,47872.62404,30883.98181,41895.6306,0,42687.01855,0,48437.09414,39235.42243,33249.79949,34805.72024,0,55759.91649,51461.67756,37740.83652,44074.04848,28722.67312,32517.20958,58581.28582,43505.33287,32595.99424,28084.4548,44470.39107,24084.24121,46186.12152,45675.32229,33274.6911,34056.10176,34513.43173,48796.85762,36665.51639,56206.52399,36287.34728,50503.56988,41137.45347,27248.7606,46776.44213,32202.15484,37151.67251,46714.39326,36371.48721,48396.08774,51466.89903,25028.8603,66730.91558,28603.30338,60081.35521,44236.38279,37789.43683,0,35418.59101,45959.93577,47556.49544,0,49742.8869,30381.91535,38649.52016,45813.32297,58042.06691,45337.03936
PICer454_1,54133.26853,0,25574.3803,28688.20124,0,31881.9921,37690.61825,31057.77653,27972.45432,28071.94511,24939.45911,0,0,28625.51069,27939.17492,38442.50323,0,29365.1283,33162.93356,36995.19551,35967.19802,39339.49688,30979.78258,29548.68991,29039.78604,55960.01705,35735.09437,0,34272.24364,39770.63705,33720.24639,21033.56728,27576.24395,39104.59677,33055.64903,24285.48568,29480.76764,0,0,16708.64525,25104.107,43085.76167,29254.12255,29945.91608,0,36941.80947,27918.09469,30465.43164,33525.57992,0,0,43597.69556,37736.32464,33051.74986,30144.8234,22214.16512,28055.83203,18381.63268,32126.6428,22889.79468,23756.29726,26301.83067,23522.59328,47085.04638,34751.18501,0,24302.58609,29356.64063,20604.35129,28957.13507,43209.6041,36983.43485,35597.88611,0,49513.08441,29630.87769,40258.4253,0,32137.8632,45373.09328,0,29018.43825,54933.2043,28199.86315,27855.69625,0,35124.2606,0,21720.69805,31569.57141,19266.95875,37598.25187,25893.56956,0,24360.60756,42208.99094,24310.54314,31020.27871,27954.09016,33144.18709,40253.82024,35149.9247,37200.84502,0,23323.99622,27598.4716,27832.56888,31550.07047,23091.71116,29894.05662,41213.27117,0,24746.98723,49765.54501,26774.27003,36455.05855,29358.78492,26141.27717,28684.39784,29328.29999,25003.48955,27844.47701,28902.77212,0,36482.86033,52401.57777,37491.51098
PICer454_2,0,0,0,19745.66582,0,0,0,0,0,0,27813.02253,0,0,0,0,0,0,0,0,29452.0288,0,0,0,21955.72848,0,29335.21105,0,0,0,29393.4417,27708.49531,14650.70126,0,38252.67256,0,22032.69743,27707.73719,0,24965.77846,0,0,0,24057.39185,17831.8782,0,0,0,0,0,0,0,27646.23267,0,17309.65898,0,0,0,21128.37711,0,0,19969.10221,0,24980.47901,31666.61022,0,0,26572.24015,0,17880.34387,0,0,0,0,0,36268.88323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24529.11101,0,34928.2483,0,0,0,0,19486.92817,0,26096.98577,26648.69085,27421.71704,26614.67885,0,0,17767.21767,22959.19482,0,0,17664.17114,0,0,0,19293.79069,39334.85472,0,0,0,0,22613.65961,0,20512.65423,29296.93426,0,22093.64866,0,24552.47132,30130.90673
